year,original,orig_gauss_b4_pq34,orig_gauss_b4_FCC_pq12,orig_gauss_b4_FCC_pq3,orig_gauss_b4_pCCC_pq12,orig_gauss_b4_pCCC_pq3,tribal_name,legal_stat,legal_st_1,reservatio,tribal_gov,n_kids_u5,n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_AI_tribal_name,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2016,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.10478879,.28388435,.31006363,.17078564,.11290803,.078418829,.026369963,169.26192,242.49626,246.67421,38.381886,1.6608961,-.0021833095,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,.0016276496,.14466146,.068314761,.1619112,.39417607,.27113143,.0048590093,.23787183,.12783062,.045178566,.14121988,.084504649,4.4379851e-15,.11015362,.040603198,2.8091500e-18,.02933008,.0079826396,113.50072,225.52731,180.01718,188.43576,278.00278,254.97713,178.97572,298.70471,267.4447,6.8192396,27.638945,10.242014,1.139582,1.5613874,1.3256475,-.23902878,.15744931,-.078239463,.021954332,.47413677,.25520551,12,4,3,2,2,2,4,5,7,11,8,7,2,6,36,55,9,36,55,9
2017,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.16644794,.34690291,.44224134,.2140037,.18036114,.11756992,.04887801,183.6407,273.20142,246.71677,25.376413,1.3404628,-.0025066305,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,.050579473,.226386,.14239241,.26514471,.56899774,.41223985,.034333304,.318055,.18222642,.069016561,.23471317,.13276634,.0056881662,.17435624,.096364692,.0013198372,.048926454,.021640457,128.79189,234.71037,187.99112,208.87698,294.54214,268.75067,169.62163,300.44855,264.13846,6.2324333,13.80225,8.5385561,1.1052269,1.4327685,1.2635862,-.2944842,.20657201,-.11895382,.16958708,.50027466,.3738423,12,7,4,4,1,3,5,8,6,10,5,6,3,7,41,48,11,41,48,11
2018,.41301346,.10900333,.1856668,1.4558771e-18,.054533169,.073678605,Outside, , , , ,346165.63,257419.56,349261,259503,.18249799,.33272028,.52379209,.24756804,.21515457,.1214285,.061069485,198.356,266.53134,263.15192,10.113268,1.2772273,-.0046256953,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.066498682,.24415749,.15979472,.31227809,.68305886,.48420799,.048886597,.3683461,.21272194,.077628426,.28029293,.15375084,.0089777736,.18178338,.10593049,.0092437156,.065498948,.031022742,135.80811,254.42535,205.83321,215.08823,313.35141,285.33655,176.04089,333.96603,291.69043,5.8563995,10.500114,7.5957003,1.1094352,1.4321005,1.2714663,-.39399368,.23974678,-.14616355,.1728728,.48355168,.35174745,12,6,5,4,2,3,6,7,7,10,10,11,1,8,41,47,12,41,47,12
2019,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.21595481,.35942847,.57023346,.27664191,.21347392,.13583715,.08011765,189.67897,254.7368,251.0531,39.972317,1.2484006,-.0045253378,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.083481289,.29663688,.19276813,.34495759,.74876809,.53116095,.066253901,.4166196,.23701254,.077569596,.27437186,.14688033,.012770394,.20854613,.11770493,.015763465,.094897307,.046474651,134.75467,240.63875,194.34985,207.10327,296.86206,273.90015,173.81432,312.62445,276.89633,8.2776814,42.642433,18.447292,1.0798711,1.4042161,1.2454454,-.38478732,.24494144,-.12106745,.1977395,.51412117,.37481302,12,5,6,4,2,3,7,7,8,10,9,7,8,6,37,49,14,37,48,14
2020,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.23833959,.38680333,.58455074,.28460529,.20629501,.14468913,.093650453,196.5845,256.45889,252.96996,112.79829,1.2540803,-.004717737,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.098431841,.32393047,.21292442,.35941172,.76478708,.54607403,.073661447,.4267298,.24527198,.071507812,.26285583,.1415754,.017840808,.21717224,.12074266,.031413078,.1075125,.06566067,140.96738,250.08087,203.02588,209.16425,298.06509,275.71799,180.66516,312.22449,278.79602,39.877003,180.18626,108.86041,1.1017377,1.4026738,1.2400494,-.4070062,.24388117,-.12905887,.23316288,.53966779,.40185118,12,6,7,4,2,3,7,8,8,11,8,8,9,7,35,49,16,35,48,16
2021,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.25452039,.41166919,.5835222,.30202636,.19222099,.16524555,.089274846,201.7424,275.66718,273.02295,8.8355913,1.2622333,-.003700576,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.093119271,.34701055,.2213842,.33277401,.77482969,.53446889,.071277395,.45116967,.25271434,.062718488,.23865703,.12451826,.017600244,.24435982,.13833195,.022809489,.10129361,.057807457,143.45712,262.04785,205.28619,218.03616,326.19263,297.52411,196.64958,334.88824,303.73383,6.0821915,9.1577587,7.2833791,1.0994172,1.3981352,1.2356138,-.41074628,.25016776,-.1273713,.24384837,.58608627,.42845774,12,6,6,3,1,3,8,9,8,11,8,9,2,5,33,52,15,33,52,16
2022,,,,,,,Outside, , , , ,346165.63,257419.56,349261,259503,.26704901,.42189503,.59916586,.34716344,.18256003,.19760658,.069442436,206.72502,267.25085,268.65424,8.8996115,1.2594485,-.0029891895,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.11359134,.36231542,.24031505,.3514044,.79458982,.56234914,.12961349,.50337839,.30777511,.06101181,.23089296,.12153487,.051927071,.28147212,.16986403,.018056676,.090163797,.050222725,150.95491,260.94867,211.98648,204.44231,320.08441,288.62784,193.72552,327.68866,295.6564,5.912395,9.0681648,7.2126446,1.1136283,1.3800958,1.2434313,-.40161172,.27750805,-.13584504,.26667145,.58981407,.44603789,12,6,7,5,2,4,8,7,7,8,8,8,2,7,30,58,12,30,58,12
2012,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,5.2802568e-22,0,5.2802568e-22,0,0,169.22472,241.54944,,230.06296,,-.76056856,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,0,0,6.8992828e-25,1.0553614e-21,1.3992199e-22,0,0,0,6.8992828e-25,1.0553614e-21,1.3992199e-22,0,0,0,0,0,0,168.6622,169.78725,169.13409,241.0043,242.09459,241.45569,,,,229.51434,230.61156,229.97269,,,,-.76605862,-.75507855,-.75968403,0,0,0,12,12,12,11.5,10,6.5,12,12,12,11,3,,12,,100,0,0,57,36,7
2013,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,5.2805662e-22,0,5.2805662e-22,0,0,149.95779,232.57855,283.37787,37.18063,1.8897319,-.35251355,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,0,0,6.8994608e-25,1.0554233e-21,1.3992829e-22,0,0,0,6.8994608e-25,1.0554233e-21,1.3992829e-22,0,0,0,0,0,0,149.41138,150.5042,149.86761,232.03342,233.1237,232.49176,282.83621,283.91956,283.29456,36.638962,37.722298,37.083408,1.8864598,1.8930037,1.890303,-.35597187,-.34905523,-.35194284,0,0,0,12,11,12,11.5,11,9.5,11,11,11,10,10,9,9,9,100,0,0,56,37,7
2014,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,5.2805662e-22,0,5.2805662e-22,0,0,149.95131,183.11256,183.20844,37.18063,1.2217898,-.51857668,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,0,0,0,6.8994608e-25,1.0554233e-21,1.3992829e-22,0,0,0,6.8994608e-25,1.0554233e-21,1.3992829e-22,0,0,0,0,0,0,149.40219,150.50041,149.8611,182.56395,183.66118,183.02228,182.66676,183.75009,183.11121,36.638962,37.722298,37.083408,1.2209284,1.2226514,1.221874,-.52188659,-.51526678,-.51803291,0,0,0,12,11.5,12,11,11,9.5,11.5,11.5,11,10,7,5,11,5,100,0,0,51,40,10
2015,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,5.7729295e-22,0,5.7729295e-22,0,0,156.95068,191.81256,191.81256,37.18063,1.2221231,-.67988926,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,0,0,0,7.5521579e-25,1.1538307e-21,1.5303600e-22,0,0,0,7.5521579e-25,1.1538307e-21,1.5303600e-22,0,0,0,0,0,0,156.40186,157.49953,156.86038,191.26395,192.36118,191.72229,191.26395,192.36118,191.72229,36.638962,37.722298,37.083408,1.2213453,1.222901,1.2222489,-.68308079,-.67669767,-.67936414,0,0,0,12,11.5,12,10.5,11,10,11.5,11.5,11,10,7,6,11,3,100,0,0,49,41,10
2016,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,8.5363918e-22,0,8.5363918e-22,0,0,139.62253,357.96631,357.96631,208.25735,2.5638437,-.22451277,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,0,0,1.1171413e-24,1.7061612e-21,2.2632843e-22,0,0,0,1.1171413e-24,1.7061612e-21,2.2632843e-22,0,0,0,0,0,0,139.07391,140.17113,139.53224,357.42465,358.508,357.883,357.42465,358.508,357.883,207.70874,208.80597,208.16708,2.5576525,2.570035,2.5648856,-.2269244,-.22210114,-.22411589,0,0,0,12,10,10,9.5,9,9.5,9.5,10,10,8,10,8,9,7,100,0,0,36,55,9
2017,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,6.9811873e-36,0,6.9811873e-36,0,0,172.96732,218.00687,198.11256,102.73632,1.1564384,-.50939918,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,0,0,0,0,1.3962375e-35,8.0129457e-37,0,0,0,0,1.3962375e-35,8.0129457e-37,0,0,0,0,0,0,168.14938,177.78528,172.88129,200.7312,235.28253,218.08185,197.56395,198.66118,198.02228,102.19465,103.27798,102.6391,1.1427896,1.1700872,1.156428,-.53248322,-.48631504,-.50898695,0,0,0,12,11.5,12,10,11,11,11.5,11.5,12,9,3,5,9,3,100,0,0,41,48,11
2018,.18136527,0,2.0767545e-22,,2.9374505e-20,0,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,4.7750953e-18,4.7347616e-18,4.0333695e-20,0,0,246.19821,246.68417,205.81256,37.18063,.83596277,-1.0195506,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,0,0,0,1.4973102e-20,9.5352178e-18,1.5604324e-18,1.4868466e-20,9.4546554e-18,1.5462085e-18,1.0463552e-22,8.0562752e-20,1.4223747e-20,0,0,0,0,0,0,245.55469,246.84172,246.05656,246.1425,247.22583,246.60083,205.26395,206.36118,205.72229,36.638962,37.722298,37.083408,.83584833,.83607721,.83600616,-1.0224684,-1.0166326,-1.0189083,0,0,0,12,11.5,12,6,11,11,11.5,11.5,12,11,8,8,11,3,1,99,0,41,47,12
2019,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,5.0596016e-18,5.0293384e-18,3.0263046e-20,0,0,221.5864,221.84329,202.40562,,.91343904,-.96183085,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,0,0,0,1.6210803e-20,1.0102992e-17,1.6613359e-18,1.6133962e-20,1.0042543e-17,1.6507124e-18,7.6839760e-23,6.0449248e-20,1.0623438e-20,0,0,0,0,0,0,220.98465,222.18814,221.47217,221.30162,222.38495,221.75995,201.86395,202.9473,202.3223,,,,.91334426,.91353375,.91343015,-.9647181,-.95894355,-.96128279,0,0,0,12,11,12,7,11,10,11,11,12,11,8,6,,2,1,99,0,37,48,14
2020,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,3.3134774e-20,0,3.3134774e-20,0,0,170.3477,223.95561,223.95561,,1.3147008,-.72817802,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,0,0,0,8.4131176e-23,6.6185422e-20,1.1631514e-20,0,0,0,8.4131176e-23,6.6185422e-20,1.1631514e-20,0,0,0,0,0,0,169.80629,170.8891,170.25043,223.41394,224.49728,223.87228,223.41394,224.49728,223.87228,,,,1.3137026,1.315699,1.31496,-.73079032,-.72556579,-.7277087,0,0,0,12,11.5,12,10.5,11,10.5,11,11.5,11,9,7,7,,8,100,0,0,35,48,16
2021,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,7.5801384e-36,6.1842115e-25,4.1743345e-12,7.5801384e-36,4.1743345e-12,7.5801384e-36,0,167.38322,222.94658,222.94658,31.008396,1.3319397,-.65980446,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,0,1.5160277e-35,4.4162982e-37,1.4414236e-14,8.3342543e-12,1.6876354e-12,0,1.5160277e-35,4.4162982e-37,1.4414236e-14,8.3342543e-12,1.6876354e-12,0,1.5160277e-35,4.4162982e-37,0,0,0,166.71478,168.05167,167.30417,221.47781,224.41533,222.8688,221.47781,224.41533,222.8688,30.294504,31.722286,30.930618,1.3284836,1.3353958,1.3317721,-.66274488,-.65686405,-.65945673,0,1.2368423e-24,1.3193346e-25,12,12,12,9,10,10,11.5,12,11,9,7,7,11,6,100,0,0,33,52,16
2022,,,,,,,Prairie Island,Prairie Island Indian Community,95,R,Prairie Island Indian Community,6.4842606,4.6619477,349261,259503,0,0,7.0188338e-13,7.0188338e-13,3.8928580e-20,0,0,231.83337,231.83337,222.07922,33.277847,.95790243,-.97698486,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,0,0,0,9.1532981e-15,1.3946135e-12,3.1919636e-13,9.1532981e-15,1.3946134e-12,3.1919633e-13,8.4357377e-23,7.7772801e-20,1.1655043e-20,0,0,0,0,0,0,231.29172,232.37505,231.75005,231.29172,232.37505,231.75005,219.66116,224.49728,223.87228,33.277847,33.277847,33.277847,.94970602,.96609885,.96600741,-.97957647,-.97439325,-.9765861,0,0,0,12,11,11,10,10,10.5,10.5,11,11,9,7,7,10,2,0,100,0,30,58,12
2012,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.044260107,.13793103,.075388893,.031128788,0,0,.044260107,78.465164,204.70212,,198.08629,,.22665618,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,0,0,1.8097184e-32,.077201955,2.3126924e-10,0,.01926692,1.3695066e-15,0,0,0,0,0,0,0,0,0,77.804008,95.942932,87.831802,80.581787,101.35961,91.109589,,,,193.52817,243.50049,206.05597,,,,-.045368791,.27493817,.033792555,0,0,0,12,7,9,6,11.5,6.5,7,7,7,5,2,,11,,0,41,59,57,36,7
2013,,,,,,,Red Lake,Red Lake Reservation,86,R,Red Lake Band of Chippewa,767.54645,382.69879,349261,259503,.044260107,.13793103,.057980724,0,.013720618,0,.044260107,100.92947,259.64355,299.06937,72.59082,2.412379,.038879752,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,0,0,7.9766850e-33,.034028262,1.0193641e-10,0,0,0,0,.0084922696,6.0363660e-16,0,0,0,0,0,0,90.333946,127.27522,106.42917,249.19786,261.11401,254.4751,279.38702,296.33148,288.74814,72.750145,89.277954,79.444603,1.8959695,2.8548846,2.3650653,-.20895116,.038261902,-.073779851,0,0,0,12,8,9,11.5,6,9.5,6,8,7,6,11,10,10,11,24,0,76,56,37,7
