adj_supply_hr,adj_supply_any,year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,adj_supply_ccc,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_hr,rank_adj_supply_public,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,share_hr
2.7704120e-15,.67625719,2016,1838,1276,Fillmore,.22998069,.10138015,129.56334,217.3992,247.46425,42.34766,1.8970386,87,29,12,78,42,65,52,67,77,70,4.0966842e-15
.028194837,.59184873,2017,1838,1276,Fillmore,.22282825,.10138018,108.40228,258.23856,134.61763,76.252342,1.15465,87,38,14,64,46,44,44,20,79,29,.047638588
.054358758,.68483007,2018,1838,1276,Fillmore,.29542643,.10138018,107.67774,191.59991,142.67847,20.627228,1.1757269,87,16,6,51,36,36,32,22,75,45,.079375543
,.45988014,2012,1742,1294,Freeborn,.091437638,.049813394,109.18814,218.58868,,49.210526,,87,69,47,,46,50,33,,39,,
0,.48109552,2013,1742,1294,Freeborn,.091435701,.049813394,112.69024,182.52147,256.67181,18.700487,2.1391156,87,70,47,70.5,44,51,56,65,41,71,0
.049813394,.52535486,2014,1742,1294,Freeborn,.14126481,.031397678,119.89572,182.07771,202.4404,13.780965,1.6872159,87,69,35,29,77,64,51,49,48,58,.094818562
.028616205,.49370843,2015,1742,1294,Freeborn,.12016287,.031397536,120.04621,179.65594,207.62488,14.230349,1.7068297,87,70,34,47,79,63,49,64,52,75,.057961751
.041520935,.43133003,2016,1742,1294,Freeborn,.10103893,.037464794,123.93478,177.24078,169.42152,21.204792,1.5300366,87,79,44,52,77,54,17,38,50,57,.096262567
.13554898,.41265282,2017,1742,1294,Freeborn,.10748186,.057442959,110.7626,207.92247,161.18736,20.583021,1.4257149,87,83,45,18,69,47,20,32,35,59,.32848188
.09753824,.42931375,2018,1742,1294,Freeborn,.085008487,.067794897,112.1406,176.26555,170.14705,13.465548,1.4802326,87,73,48,21,58,44,20,49,50,75,.22719571
,.61270905,2012,2599,1829,Goodhue,.093817502,.093693942,126.58926,181.62634,,48.869431,,87,39,45,,25,70,10,,38,,
5.6969857e-19,.5405407,2013,2599,1829,Goodhue,.093817502,.014204457,134.17369,162.95279,266.0936,21.797667,1.9498277,87,58,46,53,70,72,42,71,53,60,1.0539420e-18
1.1770170e-11,.55892354,2014,2599,1829,Goodhue,.093817502,.057324059,124.88609,160.85593,239.61823,10.208864,1.7720128,87,57,51,60,61,70,31,67,19,62,2.1058641e-11
.03341129,.52584106,2015,2599,1829,Goodhue,.094655856,.056505866,128.75435,174.32761,214.44577,10.20509,1.5380216,87,62,45,42,60,72,43,67,22,66,.06353876
.10788309,.49810734,2016,2599,1829,Goodhue,.10204447,.052824777,133.62796,175.33926,194.4053,13.697284,1.3651778,87,62,43,22,67,68,16,52,31,48,.21658602
.10155448,.46844673,2017,2599,1829,Goodhue,.11639874,.054801345,135.75581,191.46935,203.21603,13.575091,1.3996018,87,66,40,25,73,73,9,59,25,57,.21678983
.077607118,.47811273,2018,2599,1829,Goodhue,.1199646,.052804481,144.03023,204.65218,201.87529,11.208103,1.2931024,87,58,37,33,69,70,43,69,36,59,.1623197
,.46600994,2012,2266,1906,Grant,0,.10804661,93.563972,415.89246,,50.848385,,87,67,83.5,,17,13,77,,40,,
0,.51258922,2013,2266,1906,Grant,0,.12240145,94.598648,201.50705,239.44838,19.543701,2.0924339,87,61,83.5,70.5,13,14,66,58,46,69,0
0,.51162916,2014,2266,1906,Grant,0,.18786408,86.775726,189.99602,214.32869,18.480742,1.9052391,87,71,83.5,76.5,9,6,59,56,71,69,0
.02484978,.53218502,2015,2266,1906,Grant,0,.19445123,91.125656,190.95493,138.43402,18.245872,1.2144012,87,58,82.5,48,7,14,57,19,73,24,.046693873
.051770374,.59166193,2016,2266,1906,Grant,0,.22682607,69.31826,298.95251,133.51282,18.808443,1.1368425,87,43,82,46,5,2,76,8,44,19,.087499924
0,.66061127,2017,2266,1906,Grant,0,.25059158,91.305237,534.28577,139.52776,17.780294,1.1547294,87,27,82,83,5,21,79,23,31,30,0
.077758916,.62410456,2018,2266,1906,Grant,0,.25059158,89.363899,213.44684,128.87581,14.021419,1.0512782,87,29,82,32,4,6,49,14,52,24,.12459277
,.44584528,2012,75406,55279,Hennepin,.28639627,.019605579,219.38272,260.36658,,15.71614,,87,74,2,,67,87,54,,4,,
.11844537,.47231957,2013,75406,55279,Hennepin,.32258433,.01348681,228.23485,263.23312,283.9649,13.316601,1.3124242,87,71,1,4,71,87,84,74,9,21,.25077379
.15113276,.53181559,2014,75406,55279,Hennepin,.37701541,.020018391,227.89554,263.2066,281.95874,8.6207542,1.2913713,87,65,1,5,84,87,85,83,9,25,.28418264
.15972194,.51818854,2015,75406,55279,Hennepin,.36742294,.030601857,231.0182,270.5231,290.70389,8.2248373,1.2961987,87,66,1,2,81,87,84,84,9,39,.30823132
.17689864,.54293066,2016,75406,55279,Hennepin,.39845628,.036117427,244.03598,286.50934,301.41733,7.855689,1.2681655,87,51,1,4,79,87,74,77,6,37,.32582179
.20373362,.56530887,2017,75406,55279,Hennepin,.43109602,.039913755,245.40953,283.9603,304.54449,7.8472943,1.2833381,87,47,1,3,81,87,56,77,4,47,.36039346
.19814478,.56165743,2018,75406,55279,Hennepin,.42329651,.050417982,269.94333,320.6066,342.20993,8.0987453,1.2977519,87,37,2,2,70,87,84,82,9,60,.35278583
,.78736264,2012,1838,1276,Houston,.099134587,.067206301,108.49612,192.36655,,41.720337,,87,14,42,,37,48,17,,31,,
0,.82836896,2013,1838,1276,Houston,.099134587,.067150071,111.6987,159.20563,235.38225,11.741597,1.9742471,87,15,41,70.5,37,48,35,53,5,61,0
0,.836963,2014,1838,1276,Houston,.099134587,.089339964,105.26475,161.91591,249.10446,11.686271,2.1279299,87,18,48,76.5,46,47,32,72,31,76,0
0,.7427575,2015,1838,1276,Houston,.070462488,.107989,105.73045,177.83044,181.55516,13.105084,1.5234749,87,26,54,79.5,33,46,47,55,43,63,0
.28802973,.78635323,2016,1838,1276,Houston,.099953458,.14302129,112.37594,180.11836,143.61385,36.94009,1.1625912,87,11,45,1,23,45,19,13,72,22,.36628544
.13286659,.75862002,2017,1838,1276,Houston,.16124201,.1731557,101.71804,234.38942,123.85091,36.647446,.97792029,87,11,27,19,15,35,36,11,58,9,.17514248
.046320364,.70307165,2018,1838,1276,Houston,.15170854,.1731557,101.89538,180.43251,128.33905,13.087979,.95379579,87,12,31,58,10,23,23,13,46,7,.065882847
,.46167991,2012,2630,2129,Hubbard,.047522992,.053362735,109.88496,322.03247,,96.489723,,87,68,59,,42,54,66,,65,,
.028926032,.45763382,2013,2630,2129,Hubbard,.047522992,.053381521,112.5621,153.89819,179.68593,24.757656,1.5290512,87,75,60,22,40,50,24,29,60,38,.063207813
.067339055,.49835253,2014,2630,2129,Hubbard,.063441657,.018747209,115.15552,186.56354,161.76724,36.03154,1.352278,87,79,61,21,85,56,55,26,84,29,.13512333
.10051905,.49244848,2015,2630,2129,Hubbard,.066812284,.037309516,116.28797,175.24783,155.59152,27.925215,1.289387,87,71,60,13,75,58,44,34,84,37,.20412095
.17002784,.46512946,2016,2630,2129,Hubbard,.071207188,.018684493,123.95102,183.41051,133.94514,99.125771,.9936071,87,69,54,6,87,55,23,9,85,3,.36554947
.17044973,.46271718,2017,2630,2129,Hubbard,.083741523,.018836696,121.28301,321.20865,235.47546,183.05605,1.87578,87,68,50,11,87,62,61,67,85,76,.36836699
.12359054,.42968717,2018,2630,2129,Hubbard,.032317895,.069892935,117.4184,192.36646,138.98875,20.972544,1.02865,87,72,67,15,55,50,34,19,76,17,.28762913
,.34667858,2012,3387,2386,Isanti,.18891539,4.4924648e-36,146.13931,189.1738,,108.3895,,87,83,13,,87,77,15,,71,,
.029735187,.38441086,2013,3387,2386,Isanti,.20721923,4.4909699e-36,148.03085,177.79764,196.77179,49.481438,1.3655704,87,81,12,20,86,77,54,38,79,27,.077352621
.054251473,.38896462,2014,3387,2386,Isanti,.19241469,.031113615,144.3208,185.53587,179.0849,13.223385,1.1910751,87,85,15,24,78,77,53,39,44,17,.13947663
.065765448,.38654545,2015,3387,2386,Isanti,.1931168,.031138645,148.99031,198.05133,187.93495,13.22278,1.2278982,87,84,12,25,80,78,61,58,44,26,.17013639
.094038151,.35014331,2016,3387,2386,Isanti,.17303978,.031149067,152.45477,199.01479,183.01414,18.866102,1.1745999,87,86,19,23,83,77,39,44,46,25,.26857045
.0985642,.34291443,2017,3387,2386,Isanti,.18060245,.024621833,144.50204,220.47928,172.82559,21.697001,1.1090168,87,86,23,26,84,77,28,43,38,20,.28743088
.09885706,.35230398,2018,3387,2386,Isanti,.1985345,.024610214,161.56299,208.38695,188.05058,13.222325,1.1356338,87,86,15,20,84,76,46,63,49,39,.28060159
,.48622096,2012,2374,1820,Itasca,.067999855,.14189972,99.425484,245.47566,,36.567158,,87,62,55,,11,28,46,,25,,
.031017816,.54676443,2013,2374,1820,Itasca,.067999855,.18319091,99.439812,153.90729,150.87552,18.235582,1.2161947,87,56,56,19,8,19,25,18,38,17,.05672976
.10530844,.63263333,2014,2374,1820,Itasca,.10841866,.23503971,95.24958,169.88788,161.83707,15.124947,1.3217038,87,45,46,14,6,22,41,27,55,27,.16646047
.10896717,.6527878,2015,2374,1820,Itasca,.084066108,.26527414,88.289116,134.22829,144.63264,14.793787,1.1659129,87,39,47,12,4,10,10,25,55,19,.16692586
.13392869,.50604129,2016,2374,1820,Itasca,.090686478,.14844689,97.756653,141.54359,149.0388,23.173246,1.1177948,87,60,48,13,21,20,5,19,55,17,.26465961
.16615626,.50171256,2017,2374,1820,Itasca,.093616836,.15821563,97.86734,198.60582,135.94119,56.147766,1.0369939,87,57,49,12,21,29,14,21,72,14,.33117819
.07082098,.49436855,2018,2374,1820,Itasca,.03993383,.21386027,93.150566,182.98753,169.12854,14.212129,1.2314498,87,56,64,39,5,10,26,48,53,52,.14325543
,.76253784,2012,1053,893,Jackson,.17294072,.041173864,107.42622,273.67996,,112.18089,,87,18,16,,53,44,55,,72,,
0,.79353064,2013,1053,893,Jackson,.17294072,.03294044,113.53709,157.89581,297.33813,24.012346,2.5089567,87,18,16,70.5,56,53,33,80,58,80,0
0,.88672173,2014,1053,893,Jackson,.17294072,.13314477,100.51467,135.59149,238.27574,15.65177,2.0989506,87,13,21,76.5,23,33,11,66,59,75,0
0,.75057089,2015,1053,893,Jackson,.17318882,.13322835,95.891304,127.56719,161.30974,15.487998,1.4447695,87,23,20,79.5,24,24,6,40,58,55,0
.031944443,.77340943,2016,1053,893,Jackson,.15702213,.1675344,110.837,241.2589,141.98688,25.791914,1.0517395,87,13,26,57,13,40,59,11,60,6,.041303404
.077067986,.72523898,2017,1053,893,Jackson,.15702213,.17892192,94.039711,202.79576,99.953178,45.256329,.79028493,87,12,28,41,13,23,16,2,65,1,.10626564
.059188213,.6427936,2018,1053,893,Jackson,.15073825,.14269486,103.35313,142.17351,125.13287,13.057258,1.0133307,87,25,32,46,22,27,2,10,45,16,.092079654
,.93055636,2012,885,572,Kanabec,.039267562,.50321102,95.448212,191.74257,,64.094482,,87,4,63,,2,19,16,,49,,
3.5686420e-09,.92728943,2013,885,572,Kanabec,.039267562,.50321102,92.157593,168.94043,193.28909,24.507626,1.5934668,87,6,64,47,3,8,49,36,59,44,3.8484664e-09
2.3157703e-07,.96367455,2014,885,572,Kanabec,.039267562,.55376023,85.277115,167.90627,160.83562,15.71615,1.3268961,87,7,68,57,2,5,38,25,60,28,2.4030626e-07
2.3156140e-07,.97457737,2015,885,572,Kanabec,.039561007,.55375719,87.839333,168.35577,157.67392,15.810138,1.2671943,87,3,67,64,2,7,38,37,62,33,2.3760187e-07
.063191049,1.0975701,2016,885,572,Kanabec,.11788618,.55375749,102.39027,182.47989,151.17113,28.875639,1.0732898,87,2,38,39,2,24,22,21,64,9,.05757359
.087319404,.97063285,2017,885,572,Kanabec,.058922216,.5535723,87.04467,198.98268,128.50011,27.720098,1.0520046,87,2,60,34,2,10,15,15,47,15,.089961313
.072629809,.43554154,2018,885,572,Kanabec,.05416042,.05036132,119.96291,153.3654,142.77455,17.749088,1.0869505,87,71,58,37,71,51,5,23,66,30,.16675748
,.45482716,2012,2996,2195,Kandiyohi,.072292253,.026653526,109.80962,197.67789,,18.046488,,87,71,53,,62,53,20,,9,,
.02438733,.46083692,2013,2996,2195,Kandiyohi,.072292253,.03300463,111.63483,168.03717,154.04114,12.847972,1.3274392,87,72,54,26,55,47,46,19,6,24,.052919652
.072201625,.49853799,2014,2996,2195,Kandiyohi,.085942641,.047307931,111.10857,175.29356,166.06143,9.21807,1.4652804,87,78,53,20,67,54,45,34,10,47,.14482673
.080153935,.49041718,2015,2996,2195,Kandiyohi,.088162214,.054307021,109.66598,172.84236,159.01192,9.116065,1.3945279,87,73,46,19,62,53,40,39,13,48,.1634403
.090332463,.48504016,2016,2996,2195,Kandiyohi,.097033352,.071810521,116.73906,188.21193,158.26268,9.0256424,1.1991587,87,66,46,28,53,47,30,27,12,28,.18623708
.11752231,.47236422,2017,2996,2195,Kandiyohi,.11586688,.068611808,112.17003,210.35606,165.81755,12.166066,1.3565719,87,63,41,21,63,48,22,35,23,55,.24879596
.077179924,.46032345,2018,2996,2195,Kandiyohi,.10477688,.08503934,113.24895,197.7827,155.69885,10.645724,1.1921293,87,65,42,34,45,46,38,34,27,47,.16766454
,.55500221,2012,422,306,Kittson,0,.092592776,96.322304,989.62506,,171.73505,,87,48,83.5,,27,21,85,,78,,
0,.59378874,2013,422,306,Kittson,0,.092592776,93.209061,227.1264,316.77383,28.402573,2.9817958,87,49,83.5,70.5,26,11,76,81,66,81,0
0,.57771683,2014,422,306,Kittson,0,.12476565,88.026901,233.66025,294.14801,16.299438,2.6405346,87,55,83.5,76.5,27,10,76,85,63,85,0
0,.49225226,2015,422,306,Kittson,0,.073083945,97.986504,244.97298,300.74301,23.715981,2.5715694,87,72,82.5,79.5,53,28,75,86,80,86,0
0,.68649387,2016,422,306,Kittson,0,.21305844,100.9138,954.44727,1045.5433,76.223038,8.5485258,87,26,82,83.5,6,23,87,86,83,86,0
,.57197124,2017,422,306,Kittson,0,.21305844,92.462082,1047.7649,,77.351563,,87,45,82,,7,22,86,,80,,
,.57357049,2018,422,306,Kittson,0,.13989252,103.57853,289.36749,,31.778103,,87,36,82,,24,29,79,,83,,
,.42010224,2012,604,445,Koochiching,.025823832,.10854054,99.281677,711.10779,,45.737114,,87,77,70,,16,27,84,,33,,
0,.44678375,2013,604,445,Koochiching,.025823832,.080723234,102.82372,284.79816,382.26678,15.79056,3.2335911,87,79,72,70.5,31,25,85,84,26,84,0
0,.50177139,2014,604,445,Koochiching,.034147069,.13567713,93.701752,328.09299,383.69342,13.990829,3.3298612,87,77,70,76.5,21,19,87,86,49,87,0
0,.54737866,2015,604,445,Koochiching,.034147069,.18786351,90.370026,298.56091,292.20261,10.167528,2.524528,87,55,70,79.5,9,13,85,85,21,85,0
0,.52205777,2016,604,445,Koochiching,0,.19040561,94.804832,299.29593,336.96753,10.081962,2.5741119,87,55,82,83.5,8,14,77,79,20,78,0
.01681312,.43070576,2017,604,445,Koochiching,0,.19387221,79.797539,820.21735,127.23508,11.980645,1.1427524,87,77,82,70,10,5,85,14,22,25,.039036211
0,.35550326,2018,604,445,Koochiching,0,.15472405,94.85186,333.62756,277.98441,10.70349,1.4834195,87,84,82,82,18,13,86,74,28,77,0
,.44745779,2012,467,393,Lac qui Parle,3.1838642e-06,.077068262,95.243645,396.80634,,69.663445,,87,73,77,,32,17,73,,51,,
0,.44808358,2013,467,393,Lac qui Parle,3.1838642e-06,.079324625,93.650391,120.7253,123.73044,18.907043,1.1074522,87,78,78,70.5,32,13,7,6,42,10,0
8.1120816e-06,.5219655,2014,467,393,Lac qui Parle,.017109176,.14783584,95.563942,180.48543,142.71748,17.984888,1.1684226,87,70,73,55,13,23,50,17,68,16,.000015541413
9.3957151e-06,.5219357,2015,467,393,Lac qui Parle,.018099727,.14397663,96.112038,167.58185,144.17586,17.971014,1.1542108,87,64,72,62,18,25,36,24,70,16,.000018001672
2.8621776e-06,.5161894,2016,467,393,Lac qui Parle,.02262258,.17397347,86.549385,290.6394,233.65791,18.81184,2.1230338,87,57,71,74,11,9,75,65,45,74,5.5448204e-06
3.3711009e-07,.42530331,2017,467,393,Lac qui Parle,.017110202,.09948568,112.38525,337.6131,140.82613,197.9393,1.1488394,87,78,72,78,47,49,65,24,86,27,7.9263452e-07
.000064666463,.45494691,2018,467,393,Lac qui Parle,.034216195,.1446287,97.40403,172.78862,180.90001,18.343035,1.0404885,87,66,66,76,20,17,17,58,72,21,.00014214068
,.25294879,2012,520,530,Lake,.03003733,.020009916,114.99422,390.40918,,107.50165,,87,87,69,,65,58,72,,70,,
0,.36358351,2013,520,530,Lake,.03003733,.050600424,113.31261,193.93701,216.12265,27.20941,1.6919339,87,85,70,70.5,42,52,62,49,64,50,0
0,.38899162,2014,520,530,Lake,0,.11931174,87.135742,248.91095,185.76535,9.2230024,1.4751569,87,84,83.5,76.5,29,8,80,41,11,48,0
0,.28338614,2015,520,530,Lake,0,.051167395,101.11508,260.43234,177.92087,9.3225269,1.399586,87,87,82.5,79.5,66,36,79,54,14,50,0
0,.23906493,2016,520,530,Lake,0,.0463962,102.48406,257.40811,257.47189,15.379848,1.9608833,87,87,82,83.5,72,25,64,70,37,72,0
.012364234,.27642739,2017,520,530,Lake,0,.053367414,102.2962,485.38589,413.88666,23.263527,3.201947,87,87,82,71,75,36,77,83,42,82,.044728685
.045446914,.28221533,2018,520,530,Lake,0,.06876754,99.845421,278.31406,146.99184,9.3225269,.85853404,87,87,82,59,57,20,73,25,20,4,.16103631
,.41836333,2012,296,171,Lake of the Woods,0,.093023494,95.567665,996.38208,,274.85519,,87,79,83.5,,26,20,86,,82,,
0,.4599666,2013,296,171,Lake of the Woods,0,.093023494,92.885414,415.84015,500.92365,25.85746,4.5680208,87,73,83.5,70.5,25,9,87,87,61,87,0
0,.40009415,2014,296,171,Lake of the Woods,0,.093134783,93.346397,260.10754,260.10754,25.627829,2.348424,87,83,83.5,76.5,43,18,83,74,81,82,0
.041603252,.44088703,2015,296,171,Lake of the Woods,0,.093134783,92.612701,385.25235,116.31025,25.692644,1.0287182,87,82,82.5,36,40,18,87,4,82,7,.094362609
.054265112,.43951142,2016,296,171,Lake of the Woods,0,.15513231,99.463425,433.05518,140.9973,240.69316,1.0574068,87,77,82,44,18,21,82,10,87,7,.1234669
.052004065,.41778699,2017,296,171,Lake of the Woods,0,.17065477,75.998268,779.64862,133.50053,111.24813,.94282317,87,80,82,56,17,2,84,17,84,4,.12447507
.054265112,.41339511,2018,296,171,Lake of the Woods,0,.15513231,87.171425,439.09964,125.73927,24.815424,1.0434761,87,75,82,52,17,4,87,11,82,22,.13126694
,.72053629,2012,3985,3033,Le Sueur,.030278435,.07431823,125.87668,226.67433,,74.577721,,87,23,68,,34,69,38,,55,,
1.2931078e-18,.72380042,2013,3985,3033,Le Sueur,.030278435,.07431823,129.80673,208.38974,233.35199,30.236595,1.7346585,87,27,69,52,35,69,72,52,70,53,1.7865530e-18
.079125762,.77953404,2014,3985,3033,Le Sueur,.090936303,.10692829,119.47179,207.43991,203.91246,9.3689966,1.5678389,87,24,52,18,38,62,67,50,12,53,.10150392
.076435819,.72175974,2015,3985,3033,Le Sueur,.074779831,.10706075,121.4826,218.20544,171.51625,8.9163122,1.2879627,87,30,53,20,34,64,71,47,11,36,.10590202
.083737105,.68540138,2016,3985,3033,Le Sueur,.077271454,.10375658,128.20808,224.92021,180.22861,9.2531881,1.2501593,87,27,52,31,38,62,56,43,14,34,.12217236
.10646112,.68000323,2017,3985,3033,Le Sueur,.10901196,.093949467,126.40299,224.7112,169.70308,11.175435,1.2308419,87,22,44,23,50,68,33,41,20,39,.15655972
.048219841,.67169201,2018,3985,3033,Le Sueur,.021955768,.1615621,124.45493,239.12042,177.8717,8.3716192,1.2514275,87,19,70,55,11,54,68,56,11,53,.071788616
,.63893062,2012,386,278,Lincoln,0,.000042563468,97.034164,357.35306,,388.77722,,87,33,83.5,,82,23,70,,85,,
0,.73048538,2013,386,278,Lincoln,0,.00003617895,105.18498,205.62927,220.35625,70.194138,2.1245112,87,26,83.5,70.5,81,30,71,51,85,70,0
0,.93811303,2014,386,278,Lincoln,0,.19347481,87.54467,201.50937,221.60545,15.06447,2.1554518,87,11,83.5,76.5,8,9,63,59,53,77,0
0,.80850422,2015,386,278,Lincoln,0,.18361084,76.507484,186.07362,204.62746,14.294562,2.0540092,87,11,82.5,79.5,11,2,51,62,53,84,0
.0036019657,.75085688,2016,386,278,Lincoln,0,.18364614,78.496902,144.29951,263.17871,25.430212,2.8682044,87,14,82,70,9,4,6,71,59,79,.0047971401
.063575521,.91414011,2017,386,278,Lincoln,0,.23932248,76.544945,553.58722,194.37715,23.246634,1.7705733,87,4,82,49,6,3,80,55,41,75,.069546804
.073511109,.79139787,2018,386,278,Lincoln,0,.18358083,83.585602,257.39447,117.96198,14.293635,1.0740092,87,6,82,36,9,3,71,7,54,27,.092887677
,.84940368,2012,1741,1051,Lyon,.17219852,.05073294,102.18716,169.18668,,78.017899,,87,8,17,,44,37,7,,59,,
0,.86803907,2013,1741,1051,Lyon,.14915739,.059431802,108.64061,132.36723,150.42291,15.033091,1.3133886,87,10,23,70.5,38,39,13,17,22,22,0
0,.96747977,2014,1741,1051,Lyon,.16514686,.10314594,102.07859,130.89572,139.97914,12.616176,1.2487049,87,6,25,76.5,40,37,7,15,39,23,0
.0065664002,.90870631,2015,1741,1051,Lyon,.16499309,.12404988,99.259453,131.80658,139.13391,7.5646048,1.2310812,87,5,23,55,26,31,8,21,2,27,.0072260974
.064048231,.8582269,2016,1741,1051,Lyon,.14929919,.12435568,118.95715,161.32143,143.8808,6.9812789,1.0943609,87,6,28,37,31,48,10,14,3,11,.074628554
.080474868,.7618944,2017,1741,1051,Lyon,.14286642,.11184747,107.14496,279.43997,151.85284,8.8591585,1.2496918,87,10,32,39,37,43,54,28,9,43,.1056247
.086751789,.75570309,2018,1741,1051,Lyon,.17143114,.10022891,117.02716,181.42574,127.92252,7.2419991,.97583079,87,9,22,24,38,49,24,12,4,9,.11479612
,.34578466,2012,2630,2129,Mahnomen,.036196534,.14238462,67.883362,248.99988,,36.493,,87,84,65,,10,1,48,,24,,
.0845723,.36073661,2013,2630,2129,Mahnomen,.036196534,.14218071,68.279686,112.29554,112.22736,15.750182,.88933784,87,86,66,10,11,1,3,2,25,1,.23444335
.11069959,.50748426,2014,2630,2129,Mahnomen,.047901716,.26535013,54.655399,100.14024,105.41026,12.527681,.88561022,87,72,64,10,5,1,2,2,38,1,.21813405
.11968385,.46120474,2015,2630,2129,Mahnomen,0,.20657618,58.541035,254.78159,145.77151,12.602732,1.2946279,87,78,82.5,9,6,1,78,26,39,38,.25950265
.14638814,.44479293,2016,2630,2129,Mahnomen,0,.18310505,59.029213,180.40894,146.52519,13.9688,1.2294726,87,75,82,10,10,1,20,17,33,32,.32911527
.18232028,.43605655,2017,2630,2129,Mahnomen,0,.19090979,70.870613,499.45886,159.00836,31.027695,1.2601305,87,76,82,5,12,1,78,31,52,44,.41811156
.14861366,.4014585,2018,2630,2129,Mahnomen,0,.15888992,71.758446,259.26169,157.69019,13.189986,1.0545285,87,79,82,9,14,1,72,36,48,25,.37018436
,.53026354,2012,422,306,Marshall,.046477731,.083125465,100.85537,693.57764,,455.09064,,87,51,61,,31,35,83,,87,,
0,.59678108,2013,422,306,Marshall,.056171276,.083125465,108.58109,160.13086,245.93619,51.686611,2.0680852,87,47,58,70.5,29,38,37,60,81,68,0
0,.58924299,2014,422,306,Marshall,.046477731,.11403307,102.7845,165.11458,213.16525,35.226791,1.8063834,87,51,65,76.5,31,39,34,55,83,65,0
0,.60390925,2015,422,306,Marshall,.049934529,.11403307,104.32786,175.59798,223.71185,35.226791,1.8730788,87,45,62,79.5,30,41,45,72,86,78,0
.022222277,.56162119,2016,422,306,Marshall,.047446016,.13312933,109.83385,593.85156,672.20844,32.545227,5.2562056,87,46,64,62,28,38,85,85,68,83,.039568089
.061904915,.63704473,2017,422,306,Marshall,.045509443,.17198648,112.62837,731.86591,115.9534,90.238319,1.054383,87,31,64,50,16,50,83,7,82,16,.097175144
1.0530276e-06,.53263664,2018,422,306,Marshall,.045509443,.12280293,120.207,217.74794,152.43755,38.784882,1.0904292,87,44,61,78,29,52,57,29,86,31,1.9770093e-06
,.74118519,2012,1065,924,Martin,.080547854,1.4547989e-14,103.01942,219.19992,,269.56485,,87,22,50,,84,38,34,,81,,
0,.77224427,2013,1065,924,Martin,.080547854,1.4547989e-14,108.78207,153.91122,247.29716,45.669384,2.2668905,87,20,50,70.5,83,40,26,61,78,73,0
0,.85842299,2014,1065,924,Martin,.080547854,.11400323,98.191879,162.12486,210.71295,12.026612,1.9514862,87,17,55,76.5,32,28,33,52,34,72,0
1.1021203e-14,.88121843,2015,1065,924,Martin,.099824384,.11400323,100.26665,159.00092,149.83038,12.026612,1.351969,87,7,42,67,31,33,27,30,36,41,1.2506778e-14
1.5757652e-14,.91413635,2016,1065,924,Martin,.14530119,.11400323,123.01347,191.40027,208.16573,17.687576,1.4860123,87,3,29,77,34,52,32,56,42,54,1.7237747e-14
.011118227,.83595318,2017,1065,924,Martin,.11806915,.13124757,106.33185,263.94781,187.45592,29.943193,1.6690545,87,6,39,73,29,40,50,51,50,71,.013300059
.013207106,.76459122,2018,1065,924,Martin,.057201706,.13135886,105.78279,215.28719,110.89154,11.955219,.91866398,87,7,57,71,26,34,54,4,39,5,.01727342
,.69090438,2012,2272,1740,McLeod,.081349656,.072204895,109.68294,235.51559,,14.254049,,87,26,49,,35,52,42,,3,,
0,.77548951,2013,2272,1740,McLeod,.098214097,.1142854,110.04289,201.10265,207.77432,10.541366,1.6999699,87,19,42,70.5,18,44,65,45,3,52,0
.052587532,.76532751,2014,2272,1740,McLeod,.15078372,.089968324,115.87772,185.77921,232.6286,10.003712,1.8734199,87,27,30,25,45,58,54,65,15,66,.068712451
.049192134,.74728256,2015,2272,1740,McLeod,.17646548,.089926004,121.94443,199.67972,151.74222,10.003024,1.1890291,87,24,18,32,45,65,65,32,19,22,.065828025
.039945181,.68448079,2016,2272,1740,McLeod,.13564037,.091884032,127.48616,203.36819,158.63618,9.8450012,1.1250308,87,28,32,54,46,60,43,28,17,18,.058358368
.078347929,.66118115,2017,2272,1740,McLeod,.12366951,.098706923,118.04988,206.45747,188.64372,10.027808,1.4661249,87,26,38,40,48,58,18,53,15,62,.11849692
.051024623,.6128127,2018,2272,1740,McLeod,.110392,.090852499,128.08247,228.231,161.21472,8.9796677,1.1063627,87,30,40,53,41,59,63,43,18,36,.083263002
,.45895147,2012,2996,2195,Meeker,.10723922,.044791352,115.25589,255.88841,,57.679489,,87,70,38,,50,59,53,,44,,
.0073244348,.45327944,2013,2996,2195,Meeker,.09809269,.044702947,114.93414,168.79262,128.0535,22.678419,1.0587962,87,76,43,37,47,56,48,8,54,7,.016158763
.0073244348,.53120029,2014,2996,2195,Meeker,.09809269,.11303939,107.66705,172.56346,123.76949,13.534629,1.0027015,87,66,49,51,33,48,43,9,46,4,.013788462
.0028969101,.52959114,2015,2996,2195,Meeker,.097949818,.11303939,108.13698,186.7081,137.81895,13.534639,1.0947137,87,59,44,58,32,51,52,17,48,9,.0054700878
.11446361,.46970958,2016,2996,2195,Meeker,.13026597,.072398223,103.48658,197.61609,162.82886,15.097452,1.6418737,87,68,33,19,52,27,36,33,36,66,.24369018
