year,county,TotCapacity,Price,Capacity,ShareCCC,ShareHighRated,SharePublic
2017,Lyon,1388.9197,101.6,12.4,.054,.161,.089
2017,Fillmore,665.84448,99.5,15.5,.093,.14,.116
2017,Le Sueur,946.20001,118.5,11.3,.024,.131,.071
2017,Rice,1587.139,132,11.8,.045,.097,.037
2017,Mille Lacs,817.99402,109.6,16.7,.102,.184,.102
2017,Houston,757.86932,103,12.6,.05,.167,.1
2017,Beltrami,1552.0227,105.1,13,.034,.16,.092
2017,Sherburne,3056.2595,135.7,14.2,.074,.084,.037
2017,Martin,821.30042,92,11.9,.029,.116,.101
2017,Saint Louis,5243.0679,116.2,18.5,.137,.236,.123
2017,McLeod,1407.7509,111.2,12.7,.045,.135,.081
2017,Clay,2364.1589,121.8,13.3,.067,.146,.045
2017,Morrison,1273.8304,100.9,11.4,.045,.179,.08
2017,Chippewa,467.90637,94.40000000000001,13.8,.059,.118,.088
2017,Red Lake,482.29999,78,21,.043,.261,.217
2017,Murray,269.77524,87.59999999999999,12.8,.048,.095,.095
2017,Carver,4331.8965,171.2,25.9,.186,.138,.048
2017,Stevens,366.68356,91.90000000000001,11.8,.065,.161,.129
2017,Blue Earth,3076.7708,115,20.9,.129,.143,.088
2017,Steele,1667.1079,109.3,13.2,.032,.103,.056
2017,Brown,1372.8318,98.09999999999999,13.9,.04,.192,.091
2017,Benton,1761.7722,117.7,12.3,.042,.063,.028
2017,Crow Wing,1875.1642,116.2,16.2,.129,.164,.078
2017,Cass,789.21899,91.7,13.2,.033,.417,.233
2017,Watonwan,418.19394,86.3,17.4,.167,.167,.083
2017,Douglas,1520.713,106.3,12.8,.034,.126,.067
2017,Cook,105.61256,116.5,10.6,.1,.4,.1
2017,Meeker,611.54456,100.5,14.6,.048,.167,.119
2017,Nicollet,1502.2693,121.6,20.6,.164,.082,.055
2017,Otter Tail,1599.7252,102,11.4,.021,.143,.093
2017,Itasca,1321.5945,101.1,15.2,.08,.379,.161
2017,Cottonwood,423.46667,87.5,11.1,.026,.237,.132
2017,Roseau,586.47998,87.59999999999999,10.1,0,.121,.086
2017,Clearwater,260.77142,95.5,10.4,0,.24,.12
2017,Norman,269.69388,80.40000000000001,15,.056,.222,.222
2017,Chisago,1613.6576,129.4,16.6,.072,.165,.093
2017,Koochiching,288.5,84.2,11.5,0,.24,.2
2017,Carlton,1197.795,107.5,17.1,.114,.386,.171
2017,Wilkin,237.76253,93.09999999999999,10.3,.043,.13,.13
2017,Lake of the Woods,98.442856,73,12.3,0,.375,.25
2017,Pipestone,439.88144,90,11,.025,.15,.125
2017,Rock,400.5,92.5,11.1,0,.056,.056
2017,Redwood,500.79999,95.2,9.800000000000001,0,.118,.078
2017,Hubbard,606.14417,110.9,10.8,.036,.357,.036
2017,Marshall,417.3439,90.90000000000001,11.3,.027,.189,.162
2017,Faribault,452.63156,98.40000000000001,12.9,.143,.2,.086
2017,Waseca,511.51895,99.3,12.2,.048,.095,.095
2017,Sibley,527.20001,104,10.3,0,.176,.098
2017,Lake,130.5,116,9.300000000000001,0,.143,.071
2017,Isanti,775.09619,130.1,17.2,.156,.222,.067
2017,Yellow Medicine,384.36667,89.59999999999999,10.1,0,.211,.105
2017,Grant,273.20001,86.7,11.4,0,.208,.208
2017,Pine,567.79999,108.7,11.4,.02,.26,.12
2017,Lac qui Parle,201.46254,101.4,10.1,.05,.1,.1
2017,Lincoln,296.20001,86.7,10.6,0,.179,.143
2017,Pope,356.57535,102.9,12.3,.034,.069,.069
2017,Swift,332.51273,86.8,11.5,.034,.138,.138
2017,Kanabec,392.36264,101.6,11.5,.059,.294,.088
2017,Becker,1185.2125,109.1,12.1,.031,.347,.112
2017,Mahnomen,300.39999,77.90000000000001,14.3,0,.571,.286
2017,Renville,530.08771,97.8,13.6,.103,.103,.103
2017,Aitkin,253.3,100,11.5,0,.364,.182
2017,Big Stone,182.2,85.2,9.6,0,.105,.105
2017,Kittson,176,82,11,0,.25,.25
2017,Jackson,426.27542,85.3,12.5,.059,.235,.147
2017,Traverse,133.3,86.8,11.1,0,.167,.167
2018,Freeborn,796.80334,101.6,12.3,.031,.138,.077
2018,Washington,9324.6006,166.7,20.1,.123,.2,.084
2018,Kandiyohi,1423.609,106.9,13.1,.046,.193,.092
2018,Olmsted,7323.5518,150.1,18,.084,.147,.054
2018,Winona,1576.9827,116,14.1,.08,.134,.071
2018,Wadena,477.13773,96.09999999999999,12.6,.079,.237,.158
2018,Ramsey,15868.646,176.8,25.8,.247,.299,.111
2018,Dakota,15586.001,181.7,22.6,.168,.154,.054
2018,Anoka,10965.724,159.6,18.5,.133,.192,.069
2018,Polk,1368.2089,103.5,13.7,.05,.18,.12
2018,Wabasha,752.78784,120.8,10.8,.029,.157,.057
2018,Todd,724,90.2,12.1,.017,.25,.15
2018,Hennepin,43818.668,201.2,33.7,.329,.254,.091
2018,Pennington,689.87189,110.3,10.8,.031,.063,.047
2018,Mower,998.51965,105,13.1,.026,.158,.118
2018,Scott,5977.5845,171.1,16.1,.075,.099,.038
2018,Dodge,789.81348,127.2,11.4,.014,.072,.058
2018,Stearns,5904.6084,119.8,13.5,.071,.11,.06
2018,Goodhue,1302.6515,128.8,12.6,.068,.117,.078
2018,Wright,4542.0317,145.1,14.5,.048,.102,.07
2018,Lyon,1475.3281,104.4,13.5,.064,.174,.092
2018,Fillmore,724.95129,99.59999999999999,16.1,.089,.156,.111
2018,Le Sueur,946.7251,118.9,11,.012,.14,.081
2018,Rice,1639.6548,141.4,12.3,.053,.09,.038
2018,Mille Lacs,804.6441,111.6,17.1,.106,.17,.106
2018,Houston,700.80695,103.6,13,.056,.185,.111
2018,Beltrami,1591.8228,108.9,13,.033,.172,.09
2018,Sherburne,3085.7139,142.8,14.4,.074,.074,.033
2018,Martin,745.85236,94.59999999999999,11,.015,.118,.103
2018,McLeod,1363.723,114.4,13,.048,.143,.086
2018,Clay,2381.1387,125,13.8,.064,.162,.052
2018,Morrison,1229.7208,101.5,11.7,.038,.219,.114
2018,Chippewa,417.79999,100.5,12.7,.03,.152,.091
2018,Red Lake,465.33972,79.40000000000001,21.2,.045,.227,.227
2018,Murray,285.07526,90.40000000000001,12.4,.043,.087,.087
2018,Nobles,712.78802,88.7,14,.039,.216,.176
2018,Carver,4273.0361,173.4,26.2,.178,.141,.061
2018,Stevens,364.95499,96.2,11.8,.065,.194,.129
2018,Blue Earth,2951.2222,118.5,20.5,.125,.146,.097
2018,Steele,1688.7957,111.9,13.6,.032,.113,.056
2018,Brown,1313.9512,105.6,13.3,.04,.152,.081
2018,Benton,1821.9873,126.7,12.3,.034,.074,.041
2018,Crow Wing,1868.0431,120,15.8,.119,.169,.085
2018,Saint Louis,5358.6616,124.5,18.8,.133,.221,.126
2018,Cass,797.89484,97.5,14.2,.054,.429,.232
2018,Douglas,1396.663,112,12,.034,.121,.06
2018,Cook,159.61256,131.2,17.7,.222,.444,.111
2018,Meeker,607.09735,102.4,15.6,.051,.179,.128
2018,Nicollet,1279.8335,128.3,18.8,.176,.074,.044
2018,Otter Tail,1686.3252,103.6,12,.014,.136,.107
2018,Itasca,1195.7344,97,13.6,.023,.375,.239
2018,Cottonwood,446.7168,91.5,10.9,.024,.244,.122
2018,Roseau,579.47998,92.2,10,0,.138,.086
2018,Clearwater,274.43811,101.4,10.2,0,.185,.111
2018,Wilkin,220.47144,88.8,10.5,0,.143,.143
2018,Norman,289.69388,86.90000000000001,14.5,.05,.25,.2
2018,Chisago,1610.3961,137.3,17,.084,.158,.084
2018,Koochiching,265.36667,82,12.1,0,.227,.227
2018,Watonwan,392.47531,100.5,14.5,.111,.148,.111
2018,Carlton,1312.4391,103.4,19,.087,.362,.203
2018,Lake of the Woods,108.6,83.09999999999999,12.1,0,.333,.222
2018,Pipestone,429.44809,91.8,11,.026,.154,.128
2018,Rock,416.20001,94.09999999999999,11,0,.053,.053
2018,Redwood,484.06668,99.09999999999999,9.9,0,.122,.082
2018,Hubbard,581.37787,115,11,.019,.321,.057
2018,Marshall,380.04391,95.09999999999999,11.5,.03,.182,.182
2018,Kanabec,805.56665,108.2,25.2,.063,.281,.094
2018,Faribault,466.44324,93.3,13,.083,.194,.139
2018,Lake,128.2,112.2,9.199999999999999,0,.143,.071
2018,Isanti,792.7373,134.7,18.9,.167,.238,.071
2018,Pope,370.77536,109,12,.032,.065,.065
2018,Yellow Medicine,387.79175,102,9.699999999999999,.025,.2,.075
2018,Sibley,503.17142,105.8,10.3,0,.163,.102
2018,Grant,250.27142,89.5,11.9,0,.238,.238
2018,Pine,642.40002,114,12.1,.038,.245,.113
2018,Lac qui Parle,200.32507,103.3,10,.05,.1,.1
2018,Lincoln,261.89999,93.5,10.5,0,.16,.12
2018,Swift,359.09415,95.40000000000001,13.3,.074,.111,.111
2018,Aitkin,241.26666,102.7,11.5,0,.333,.19
2018,Becker,1149.5682,108.7,12,.021,.385,.135
2018,Mahnomen,293.06668,79.7,14.7,0,.6,.3
2018,Renville,472.58795,99.5,12.4,.079,.105,.105
2018,Big Stone,203.86667,89.5,9.699999999999999,0,.095,.095
2018,Kittson,197.60001,84.40000000000001,10.4,0,.211,.211
2018,Jackson,396.39413,91.59999999999999,12.8,.065,.258,.161
2018,Traverse,114,85.40000000000001,11.4,0,.2,.2
2018,Waseca,515.43164,101.2,12.3,.048,.095,.095
2019,Freeborn,830.00317,103.8,12.8,.031,.138,.077
2019,Washington,9336.3896,166.7,21.1,.129,.201,.088
2019,Kandiyohi,1384.5021,109.4,13.2,.048,.171,.086
2019,Olmsted,8211.7227,150.7,19.8,.097,.159,.056
2019,Winona,1539.0406,112.8,14.5,.057,.151,.085
2019,Wadena,447.31351,99.7,12.1,.081,.216,.135
2019,Ramsey,16363.344,175.7,27.4,.251,.332,.117
2019,Dakota,16619.912,182.2,24.7,.179,.155,.058
2019,Anoka,11327.739,159.3,19.6,.142,.206,.076
2019,Polk,1391.4193,106.5,14.2,.061,.204,.122
2019,Hennepin,44381.039,199.6,35.4,.337,.278,.101
2019,Pennington,725.00049,113.6,12.1,.033,.067,.05
2019,Mower,1079.881,108.1,13.5,.025,.162,.112
2019,Scott,6138.0757,171.7,17.6,.083,.1,.043
2019,Dodge,830.53796,127.9,11.9,.029,.114,.057
2019,Stearns,5937.3145,118.9,14.4,.073,.127,.063
2019,Goodhue,1342.7244,126,13.6,.071,.131,.081
2019,Wright,4687.2876,146.9,15.3,.056,.114,.078
2019,Lyon,1532.8347,105.7,13.8,.072,.162,.09
2019,Fillmore,772.85101,99,17.6,.114,.182,.114
2019,Le Sueur,930.2251,115.9,11.2,.024,.12,.084
2019,Rice,1687.2236,132.6,12.9,.053,.099,.038
2019,Mille Lacs,836.88562,105.6,19,.114,.205,.136
2019,Sherburne,3152.0557,146,14.6,.074,.074,.037
2019,Martin,790.39996,96.5,11.3,.014,.114,.1
2019,McLeod,1503.9738,112.6,14.1,.084,.159,.093
2019,Clay,2467.9177,125.5,14.5,.065,.165,.059
2019,Morrison,1304.0555,100.5,12.9,.04,.218,.119
2019,Chippewa,313.35635,104.2,10.8,.034,.138,.069
2019,Red Lake,462.87143,78.40000000000001,22,.048,.286,.238
2019,Murray,306.04193,92.7,12.8,.042,.083,.083
2019,Nobles,708.28802,87.8,14.8,.042,.25,.188
2019,Carver,4550.6802,171.8,28.1,.179,.167,.074
2019,Stevens,381.72168,97.59999999999999,11.9,.063,.219,.125
2019,Blue Earth,3167.5908,116.9,23.1,.139,.139,.109
2019,Steele,1646.4099,112.7,13.8,.034,.126,.067
2019,Brown,1285.4984,108.9,13.8,.054,.14,.065
2019,Benton,1808.6002,127.6,12.9,.036,.093,.043
2019,Beltrami,1611.2361,110.8,14,.035,.217,.087
2019,Crow Wing,1931.3434,119.5,17.6,.136,.2,.091
2019,Saint Louis,5607.7241,120.9,19.9,.149,.245,.145
2019,Cass,714.81903,98,13.7,.058,.423,.231
2019,Douglas,1577.2463,115.8,12.5,.04,.095,.056
2019,Cook,121.3752,133.6,13.5,.222,.333,.111
2019,Meeker,594.56879,99.90000000000001,17,.057,.2,.143
2019,Nicollet,1343.4941,127.1,20.4,.152,.091,.045
2019,Otter Tail,1747.6051,106,12.1,.021,.131,.103
2019,Itasca,1387.5109,99.90000000000001,15.6,.034,.382,.236
2019,Cottonwood,466.4762,89.40000000000001,12,.026,.308,.154
2019,Clearwater,283.23334,103.4,10.1,0,.214,.107
2019,Norman,234.69388,127.2,12.4,.053,.263,.211
2019,Chisago,1550.6315,137.9,18.7,.096,.205,.084
2019,Carlton,1360.6563,100.1,20.3,.09,.388,.224
2019,Wilkin,222.44286,91,11.1,0,.15,.15
2019,Lake of the Woods,130.5,98.40000000000001,10.9,0,.167,.167
2019,Pipestone,458.58142,88.59999999999999,12.1,.026,.184,.158
2019,Rock,467.67142,119.6,11.4,0,.049,.049
2019,Isanti,829.50873,140.1,18,.152,.217,.065
2019,Redwood,572.48096,104.3,10.2,0,.089,.071
2019,Roseau,597.30475,94.2,10.5,0,.105,.088
2019,Marshall,368.78391,97.90000000000001,11.5,.031,.188,.188
2019,Faribault,499.54449,90.90000000000001,14.7,.088,.176,.147
2019,Lake,133.37143,111.4,9.5,0,.143,.071
2019,Pope,362.97534,111,12.5,.034,.069,.069
2019,Yellow Medicine,532.39923,108.6,13.3,.125,.2,.075
2019,Sibley,515.67621,104.9,10.7,0,.146,.104
2019,Grant,253.64285,90.59999999999999,12.1,0,.238,.238
2019,Pine,612.40002,112.5,11.3,.037,.222,.111
2019,Lac qui Parle,187.5,99.8,10.4,0,.111,.111
2019,Aitkin,284.26666,100.4,11.8,0,.333,.208
2019,Hubbard,566.61121,116.2,11.1,.02,.333,.059
2019,Watonwan,372.15668,97.40000000000001,13.8,.074,.111,.074
2019,Wabasha,742.51556,121.5,11.3,.03,.167,.061
2019,Swift,337.69382,96.2,13,.077,.115,.115
2019,Kanabec,800.90479,106.8,24.3,.061,.333,.091
2019,Houston,687.31653,104.3,13.5,.059,.196,.118
2019,Becker,1154.8429,111.5,12.6,.022,.38,.13
2019,Jackson,377.64883,92.8,13,.034,.241,.172
2019,Lincoln,244.5,92.3,11.1,0,.182,.136
2019,Mahnomen,329.20001,87.59999999999999,14.3,0,.5649999999999999,.261
2019,Todd,708.16669,88.2,12.6,.018,.25,.161
2019,Waseca,616.32129,100.3,15.4,.05,.125,.125
2019,Koochiching,292.23334,88,12.2,0,.208,.208
2019,Renville,565.41504,102,14.9,.105,.105,.105
2019,Big Stone,215.8,91.5,10.3,0,.143,.095
2019,Kittson,227.36667,84.5,10.8,0,.238,.238
2019,Traverse,125.2,91.40000000000001,11.4,0,.273,.182
2020,Clay,2331.7617,128.5,14.8,.076,.146,.057
2020,Olmsted,7843.6162,158,19.4,.106,.151,.025
2020,Stearns,5679.7139,124.3,13.6,.077,.108,.038
2020,Beltrami,1636.9401,111.6,13.4,.033,.23,.107
2020,Meeker,566.64117,105,16.2,.057,.171,.114
2020,Wabasha,765.84412,127.2,10.8,.028,.127,.028
2020,Polk,1360.1127,106.6,14.3,.053,.221,.126
2020,Houston,632.36664,114,13.5,.085,.128,.085
2020,Lyon,1491.9452,105.7,14.1,.085,.208,.104
2020,Todd,585.33447,103.5,11,.057,.226,.094
2020,Roseau,579.63336,96.59999999999999,10.2,0,.175,.088
2020,Goodhue,1336.3931,139.5,13.1,.069,.098,.049
2020,Marshall,336.34644,97.2,11.6,.069,.207,.207
2020,Hubbard,567.44452,119.1,11.1,.02,.392,.059
2020,Itasca,1321.4395,102.7,15.5,.035,.365,.224
2020,Crow Wing,1860.9653,125.1,17.4,.14,.178,.065
2020,Kanabec,802.00476,107.2,25.1,.063,.313,.094
2020,Rice,1628.9249,133.5,12.7,.055,.102,.039
2020,Brown,1298.9824,111.9,13.7,.053,.084,.053
2020,Le Sueur,900.32507,117.7,11.7,.039,.143,.078
2020,Saint Louis,5382.1855,131.1,19.7,.154,.242,.128
2020,Douglas,1413.5963,119.9,12,.042,.085,.042
2020,Pope,334.97534,117.5,12,.036,.071,.036
2020,Otter Tail,1757.3165,109.2,12,.027,.123,.089
2020,Nobles,806.68848,95.7,15.5,.058,.25,.154
2020,Kittson,227.36667,84.8,10.8,0,.238,.238
2020,Morrison,1146.7841,105.4,11.8,.031,.186,.103
2020,Wadena,435.49838,95.5,13.2,.091,.303,.182
2020,Cook,117.04186,140.4,14.6,.25,.375,.125
2020,Mille Lacs,847.6142,111.2,18.4,.109,.217,.109
2020,Pine,675.29816,115.1,13.2,.078,.255,.118
2020,Clearwater,309.93332,104.1,10.3,0,.167,.1
2020,Carlton,1297.0562,109.1,19.1,.088,.353,.176
2020,Stevens,297.62167,105.4,11.4,.077,.231,.077
2020,Rock,417.87143,120.8,11.9,0,.057,.057
2020,Yellow Medicine,426.74286,115.6,11.9,.083,.25,.083
2020,Winona,1390.1121,118.4,12.6,.055,.136,.073
2020,Fillmore,749.11768,105.3,16.6,.111,.133,.089
2020,Martin,733.56183,93,11.6,.016,.143,.127
2020,Freeborn,786.29846,103.3,13.3,.034,.153,.085
2020,Nicollet,1339.9941,128.6,18.9,.141,.099,.042
2020,Renville,530.82147,107,14.3,.108,.081,.081
2020,Big Stone,225.10001,93.8,10.2,0,.136,.091
2020,Jackson,389.34882,95.3,13,.033,.267,.167
2020,Pipestone,498.41476,94.90000000000001,11.3,.023,.159,.136
2020,Waseca,569.0213,114,13.5,.048,.048,.048
2020,Benton,1788.3003,130.4,12.7,.035,.078,.035
2020,Cass,710.453,101.7,13.9,.078,.412,.235
2020,Red Lake,452.87143,77.5,22.6,.05,.35,.25
2020,Steele,1636.4385,113.3,14,.034,.137,.068
2020,Swift,313.25201,102.2,11.6,.037,.111,.111
2020,Lincoln,273.46667,89.40000000000001,11.4,0,.208,.167
2020,Mahnomen,373.20001,91,16.2,0,.696,.261
2020,Lac qui Parle,196.89999,101.6,13.1,.067,.133,.133
2020,Becker,1135.1143,117.5,12.2,.022,.366,.108
2020,Murray,318.74191,91.3,12.7,.04,.08,.08
2020,Aitkin,337.96667,119.1,12.1,.036,.25,.179
2020,Cottonwood,418.08347,97.7,11,.026,.289,.132
2020,Kandiyohi,1468.1836,114,13.5,.064,.174,.073
2020,Blue Earth,3048.9663,122.7,24.2,.159,.143,.087
2020,Faribault,509.17783,92.7,14.1,.083,.167,.139
2020,Dodge,754.27582,135.7,11.1,.029,.074,.015
2020,Redwood,567.64349,104.7,10.3,.018,.109,.091
2020,McLeod,1368.7239,114.4,13.4,.088,.147,.078
2020,Pennington,641.70526,118.4,12.1,.038,.075,.038
2020,Mower,997.38104,117.9,12.3,.025,.099,.074
2020,Watonwan,354.84836,98.40000000000001,14.2,.08,.12,.08
2020,Grant,222.14285,98.8,11.1,0,.2,.2
2020,Chippewa,306.05637,103.8,10.9,.036,.179,.071
2020,Sibley,440.80951,112,10.3,0,.163,.07
2020,Wilkin,202.44286,99.90000000000001,10.1,0,.2,.1
2020,Koochiching,242.56667,88.8,12.1,0,.2,.2
2020,Lake,127.5,112,9.800000000000001,0,.077,.077
2020,Norman,226.69388,92.2,11.9,.053,.211,.158
2020,Lake of the Woods,105.9,87.2,11.8,0,.222,.222
2020,Traverse,125.2,91.3,11.4,0,.273,.182
2020,Hennepin,43517.379,209.6,33,.328,.241,.068
2020,Ramsey,15892.625,184.7,25.8,.242,.317,.093
2020,Scott,5890.1563,175.5,17.5,.092,.092,.036
2020,Dakota,15224.332,193.3,22.4,.178,.109,.019
2020,Wright,4744.1704,150.1,15.5,.059,.121,.072
2020,Sherburne,2876.4021,157.8,13.8,.072,.077,.005
2020,Carver,4392.6133,187.3,27.3,.186,.149,.031
2020,Anoka,10645.812,171.1,18.6,.145,.165,.039
2020,Chisago,1300.498,153.4,15.5,.095,.167,.036
2020,Washington,8830.1035,182.7,20.2,.137,.146,.034
2020,Isanti,788.70874,156.9,16.1,.143,.184,.02
2021,Otter Tail,1760.6162,118.7,11.7,.02,.107,.073
2021,Mille Lacs,986.4201,118.3,19.3,.098,.235,.118
2021,Freeborn,761.09845,110.4,13.6,.036,.161,.089
2021,Nicollet,1391.5659,137.8,19.6,.155,.085,.056
2021,Saint Louis,5500.3579,138,21.6,.176,.302,.145
2021,Lyon,1505.1952,111.6,14.5,.087,.25,.115
2021,Murray,288.74191,94.8,13.1,.045,.091,.091
2021,Olmsted,7867.1816,174.3,21,.128,.176,.027
2021,Kandiyohi,1548.4624,121.6,14.5,.075,.224,.075
2021,Chippewa,303.10001,104.5,10.8,.036,.179,.107
2021,Carlton,1215.9188,120.9,18.7,.108,.369,.169
2021,Roseau,543.53333,105.3,10.7,0,.235,.098
2021,Red Lake,437,80.3,24.3,.056,.333,.278
2021,Pope,296.57535,121,12.4,.042,.083,.042
2021,Mower,1026.8381,123.1,13.5,.039,.132,.079
2021,Dodge,793.37183,141,12.4,.047,.125,.016
2021,Lincoln,268.86667,92.59999999999999,11.7,0,.261,.174
2021,Benton,1679.9697,136.5,12.6,.045,.075,.038
2021,Steele,1595.4376,119.8,14.8,.037,.148,.065
2021,Winona,1592.6311,126.2,13.6,.051,.128,.068
2021,Blue Earth,3239.2502,134.8,24.5,.167,.136,.083
2021,Polk,1331.015,113.2,14.3,.043,.237,.118
2021,Stevens,276.08771,103.2,12.5,.091,.227,.136
2021,Crow Wing,1878.3781,133.1,17.4,.148,.213,.065
2021,Stearns,5555.6753,132.6,14.5,.079,.139,.05
2021,Marshall,323.56253,98.7,12.4,.077,.269,.231
2021,Martin,726.8714,105,11.7,.016,.129,.113
2021,Beltrami,1580.385,122.5,14.4,.055,.255,.118
2021,Nobles,780.28455,98.59999999999999,16.3,.063,.271,.167
2021,Brown,1286.2816,118.5,14.8,.08,.092,.069
2021,Houston,633.87286,117.3,13.2,.083,.125,.083
2021,Goodhue,1271.0845,141,13.8,.076,.098,.054
2021,Wilkin,245.14285,103.5,10.7,0,.217,.13
2021,Waseca,553.10675,123,13.8,.05,.05,.05
2021,Yellow Medicine,371.78415,107.8,11.6,.063,.25,.094
2021,Clay,2338.4089,136.4,15.5,.086,.212,.053
2021,Renville,497.64227,113.9,14.6,.118,.147,.088
2021,Meeker,606.44122,111.7,16,.053,.237,.132
2021,Pipestone,483.46475,91.09999999999999,12.4,.026,.231,.179
2021,Douglas,1460.401,129.9,12,.041,.098,.049
2021,Le Sueur,880.7251,128.4,11.6,.039,.132,.066
2021,Pine,597.23291,115,14.2,.095,.262,.143
2021,Fillmore,680.16144,108.6,16.6,.122,.244,.122
2021,Cottonwood,343.73334,105.6,10.4,0,.242,.121
2021,Sibley,441.64285,121.9,11,.025,.175,.075
2021,Becker,1173.2394,134.3,12.8,.065,.348,.12
2021,Itasca,1369.2933,111.7,16.7,.049,.354,.22
2021,Rice,1585.0005,143.2,14.3,.081,.144,.063
2021,Pennington,542.03857,126,12.6,.047,.07,.047
2021,Koochiching,262.56668,91.3,12.5,0,.238,.238
2021,Hubbard,595.60474,126.6,11.5,.019,.404,.077
2021,Mahnomen,307.99649,90,14,.045,.6820000000000001,.273
2021,Cass,763.1911,106,14.4,.075,.396,.245
2021,Redwood,533.01428,109.6,10.3,0,.154,.096
2021,Todd,499.39209,108,10.2,.061,.224,.082
2021,Morrison,1070.2975,114.8,11.5,.032,.183,.097
2021,Faribault,481.60287,103.5,13.8,.086,.143,.114
2021,Wadena,489.13806,96.7,14,.086,.343,.229
2021,Rock,415.17142,102.6,11.9,0,.057,.057
2021,McLeod,1386.0498,117.5,14.6,.105,.189,.095
2021,Aitkin,320.56668,149.3,12.8,.04,.28,.16
2021,Jackson,376.44882,101.1,13.4,.036,.25,.179
2021,Grant,226.44286,103.1,11.3,0,.2,.2
2021,Watonwan,345.96667,91.7,16.5,.095,.143,.095
2021,Cook,131.66667,142.1,16.5,.125,.75,.25
2021,Clearwater,259.09048,109.4,10.4,0,.28,.12
2021,Kanabec,776.33807,120.3,25,.065,.29,.097
2021,Swift,418.97729,102.1,13.5,.065,.161,.129
2021,Wabasha,763.1441,134.7,10.7,.028,.127,.028
2021,Traverse,115.2,91.59999999999999,11.5,0,.3,.2
2021,Lac qui Parle,199.60001,105.2,13.3,.067,.2,.133
2021,Norman,231.29388,96.59999999999999,11.6,.05,.2,.15
2021,Kittson,248.76666,89.5,11.8,.048,.238,.238
2021,Big Stone,209.2,100.6,10.5,0,.15,.1
2021,Lake,127.5,123.7,9.1,0,.143,.071
2021,Lake of the Woods,74.599998,106.3,10.7,0,.571,.143
2021,Wright,4692.6289,157.5,16.8,.064,.121,.071
2021,Anoka,10749.254,180.5,20.3,.161,.2,.059
2021,Sherburne,2847.1829,167.8,14.5,.077,.107,.01
2021,Dakota,15691.647,206,24.4,.201,.162,.034
2021,Hennepin,44897.938,225.8,35.8,.361,.309,.078
2021,Chisago,1335.5015,157.6,16.5,.099,.235,.062
2021,Ramsey,15840.297,198.8,27.7,.262,.358,.114
2021,Carver,4305.3706,203,29.3,.204,.129,.027
2021,Scott,6267.0332,191.1,19.8,.123,.123,.032
2021,Isanti,773.83728,167.8,16.8,.174,.217,.022
2021,Washington,9161.9063,187.2,22.2,.15,.192,.075
2022,Freeborn,769.34247,121.5,14,.073,.164,.055
2022,Washington,9421.8066,192,23.8,.179,.21,.071
2022,Kandiyohi,1600.2175,125,15.5,.107,.262,.058
2022,Olmsted,7399.8389,175.1,20.7,.159,.182,.017
2022,Winona,1536.2635,131.7,15.5,.101,.152,.061
2022,Dakota,15911.196,207.8,25.4,.223,.167,.03
2022,Anoka,11277.836,183.1,21.8,.189,.218,.05
2022,Polk,1337.2532,118.8,15,.067,.258,.09
2022,Hennepin,47386.195,228.6,37.7,.392,.316,.068
2022,Mower,1197.7382,128,15.4,.077,.115,.051
2022,Scott,6473.3296,194.6,21.7,.148,.161,.03
2022,Dodge,841.85712,140.7,14.5,.052,.155,.017
2022,Goodhue,1579.8856,146.5,16.1,.102,.122,.02
2022,Wright,4949.0781,162.1,17.9,.101,.141,.054
2022,Pennington,590.06714,125.8,13.7,.047,.116,.047
2022,Lyon,1566.1643,120.9,15.8,.131,.242,.081
2022,Ramsey,15872.007,201.1,28.8,.298,.376,.109
2022,Fillmore,622.86145,118.7,18.9,.152,.212,.061
2022,Rice,1985.6521,146.5,16.4,.124,.14,.041
2022,Mille Lacs,1006.2201,123.7,22.4,.111,.289,.089
2022,Le Sueur,986.05011,129.4,13,.053,.171,.066
2022,Sherburne,2841.6482,170.1,15.3,.091,.102,.005
2022,Clay,2469.6172,138.9,16.1,.092,.242,.033
2022,Morrison,1189.9038,123.4,12.7,.043,.17,.043
2022,Stearns,5683.4165,136.4,15.4,.097,.146,.03
2022,Chippewa,295.35635,112.6,10.9,.074,.222,.037
2022,Red Lake,257.29999,97.40000000000001,15.1,.059,.294,.176
2022,Nobles,823.25116,113,17.5,.085,.234,.085
2022,Carver,4740.0039,197.5,31.4,.252,.159,.053
2022,Stevens,278.35025,118.6,13.9,.1,.2,.05
2022,Blue Earth,2816.907,142.2,22,.195,.102,.047
2022,Nicollet,1403.8842,139.5,21,.179,.09,.03
2022,Steele,1640.4585,121.8,15.1,.064,.128,.055
2022,Brown,1286.1066,126.7,15.7,.098,.073,.024
2022,Benton,1700.9724,137.1,12.7,.067,.067,.03
2022,Crow Wing,1939.8682,133.9,20.2,.188,.26,.073
2022,Cass,729.86255,110.1,14.3,.098,.333,.216
2022,Martin,819.17145,112.3,13.7,.05,.133,.083
2022,McLeod,1455.9784,120.9,15.2,.125,.188,.083
2022,Saint Louis,5113.1602,142.1,21,.218,.305,.095
2022,Douglas,1534.5638,133.3,13.2,.086,.129,.034
2022,Meeker,640.84119,117.1,17.3,.081,.216,.108
2022,Otter Tail,1969.8038,123.5,13,.053,.125,.046
2022,Itasca,1359.2648,116,16,.082,.329,.176
