year,latitude,longitude,income,race,b_gisjoin,ct_gisjoin,cty_gisjoin,mif_region,ed_region,school_district,school_district_id,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_public,adj_supply_lr,adj_supply_hr,drive_time_any,drive_time_ccc,drive_time_fcc,drive_time_public,drive_time_lr,drive_time_hr,price_any,price_ccc,price_fcc,price_public,price_lr,price_hr,totcost_any,totcost_ccc,totcost_fcc,totcost_public,totcost_lr,totcost_hr,quality_premium,adj_s_b_race1,adj_s_b_race2,adj_s_b_race3,adj_s_b_race4,adj_s_b_race5,adj_s_b_race6,adj_s_b_income1,adj_s_b_income2,adj_s_b_income3,adj_s_b_income4,adj_s_b_income5,adj_s_b_income6,adj_s_b_income7,adj_s_b_income8,adj_s_b_income9,adj_s_b_income10,adj_s_b_income11,adj_s_b_income12,adj_s_b_pov1_race1,adj_s_b_pov1_race2,adj_s_b_pov1_race3,adj_s_b_pov1_race4,adj_s_b_pov1_race5,adj_s_b_pov1_race6,adj_s_b_pov2_race1,adj_s_b_pov2_race2,adj_s_b_pov2_race3,adj_s_b_pov2_race4,adj_s_b_pov2_race5,adj_s_b_pov2_race6,adj_s_b_pov3_race1,adj_s_b_pov3_race2,adj_s_b_pov3_race3,adj_s_b_pov3_race4,adj_s_b_pov3_race5,adj_s_b_pov3_race6,adj_s_b_pov4_race1,adj_s_b_pov4_race2,adj_s_b_pov4_race3,adj_s_b_pov4_race4,adj_s_b_pov4_race5,adj_s_b_pov4_race6,adj_s_b_pov5_race1,adj_s_b_pov5_race2,adj_s_b_pov5_race3,adj_s_b_pov5_race4,adj_s_b_pov5_race5,adj_s_b_pov5_race6,adj_s_b_pov6_race1,adj_s_b_pov6_race2,adj_s_b_pov6_race3,adj_s_b_pov6_race4,adj_s_b_pov6_race5,adj_s_b_pov6_race6,adj_s_b_pov7_race1,adj_s_b_pov7_race2,adj_s_b_pov7_race3,adj_s_b_pov7_race4,adj_s_b_pov7_race5,adj_s_b_pov7_race6,adj_s_b_pov8_race1,adj_s_b_pov8_race2,adj_s_b_pov8_race3,adj_s_b_pov8_race4,adj_s_b_pov8_race5,adj_s_b_pov8_race6,adj_s_b_pov9_race1,adj_s_b_pov9_race2,adj_s_b_pov9_race3,adj_s_b_pov9_race4,adj_s_b_pov9_race5,adj_s_b_pov9_race6,adj_s_b_pov10_race1,adj_s_b_pov10_race2,adj_s_b_pov10_race3,adj_s_b_pov10_race4,adj_s_b_pov10_race5,adj_s_b_pov10_race6,adj_s_b_pov11_race1,adj_s_b_pov11_race2,adj_s_b_pov11_race3,adj_s_b_pov11_race4,adj_s_b_pov11_race5,adj_s_b_pov11_race6,adj_s_b_pov12_race1,adj_s_b_pov12_race2,adj_s_b_pov12_race3,adj_s_b_pov12_race4,adj_s_b_pov12_race5,adj_s_b_pov12_race6,x_s,y_s,string_origin,objectid_1,join_count,target_fid,objectid,mnsendist,shape_leng,district,name,memid,party,bg_gisjoin,gisjoin,fid_mn_county,name10,county_shape_area,county_n_kids_u5,county_n_fams_u5,state_n_kids_u5,state_n_fams_u5,county,share_hr,hr_slots,std_adj_supply_any,std_share_hr,std_totcost_any,std_hr_slots,access_index2012,access_index,c_hr_slots,c_share_hr,c_adj_supply_any,c_adj_supply_ccc,c_adj_supply_fcc,c_adj_supply_hr,c_adj_supply_public,c_totcost_any,c_totcost_ccc,c_totcost_hr,c_totcost_public,c_quality_premium,c_access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2012,46.81037,-93.24003999999999,4,1,G27000107701001156,G2700010770100,G2700010,Northland,Arrowhead,McGregor,4_1,0,0,0,0,,0,23.23872,178.51703,23.216713,92.71685,,,116.34142,205,116.37827,0,,,155.07263,502.52838,155.0728,154.52808,,,,1,0,0,0,0,0,0,0,0,.03216783,.055944052,.044755243,.0097902101,.03216783,.2335664,.20699301,.14965035,.23496504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.03216783,0,0,0,0,0,.055944052,0,0,0,0,0,.044755243,0,0,0,0,0,.0097902101,0,0,0,0,0,.03216783,0,0,0,0,0,.2335664,0,0,0,0,0,.20699301,0,0,0,0,0,.14965035,0,0,0,0,0,.23496504,0,0,0,0,0,-93.24004,46.81037,-93.24004_46.81037,40705,1,40704,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107701001,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,0,0,-1.4395927,-.48320869,.19469257,-.24070281,-.62245005,-.62245005,.050999977,.10188469,.56205237,.11210514,.39894724,0,.050999977,116.05154,302.28513,,137.25526,,.51472139,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,0,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,9.8190436e-32,0,8.7099670e-06,1.0114985,.47444975,0,.28940472,0,6.9309305e-09,.81040406,.17718989,0,0,0,0,9.8190436e-32,0,112.10265,132.44038,124.80094,135.44446,493.41721,322.83362,,,,27.250055,210.36153,129.00027,,,,-.28981727,1.2360978,.51828665,0,2.3860295e-30,0,87,71.5,85,70,85,44,71.5,71.5,86,78,75,,72,,,,,57,36,7
2013,46.36851,-93.70946000000001,9,1,G27000107905021069,G2700010790502,G2700010,Northland,Arrowhead,Aitkin,1_1,1.9489540e-11,1.9489540e-11,1.4046389e-21,0,1.9489540e-11,0,12.533359,12.533359,14.733363,26.333385,12.533359,46.850094,140.5,140.5,131.33333,0,140.5,121.29443,161.38893,161.38893,155.88893,43.888977,161.38893,199.37791,1.2353878,1,0,0,0,0,0,0,0,0,.027540362,.045584045,.041785374,.0075973407,.021842355,.18518518,.22412157,.15384616,.29249763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.027540362,0,0,0,0,0,.045584045,0,0,0,0,0,.041785374,0,0,0,0,0,.0075973407,0,0,0,0,0,.021842355,0,0,0,0,0,.18518518,0,0,0,0,0,.22412157,0,0,0,0,0,.15384616,0,0,0,0,0,.29249763,0,0,0,0,0,-93.70946,46.36851,-93.70946_46.36851,17509,1,17508,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107905021,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,0,0,-1.1340467,-1.0867476,.17916898,-.31971285,,-.42486352,.089722335,.10016614,.71944702,.1146253,.53750175,.02240237,.067319967,118.64977,155.7787,162.53612,35.137897,1.2736937,.41743276,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,0,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,3.5647515e-30,0,.010939512,1.2511861,.6259799,0,.29525161,0,.000052289433,.96674377,.43347123,0,0,0,0,1.1601052e-36,0,116.01418,133.47829,124.73524,127.00002,177.94455,158.19447,152.60004,173.29453,164.87785,28.166723,43.416752,36.138962,1.0677269,1.3847473,1.3280795,-.14018045,.83018255,.3206974,0,4.8091950e-26,0,87,75.5,80,42,82,60,72.5,75.5,85,79,41,41,72,26,0,100,0,56,37,7
2014,46.52005,-93.7822,9,1,G27000107703003038,G2700010770300,G2700010,Northland,Arrowhead,Aitkin,1_1,.62202156,.36604062,.23567949,.020301426,.60172009,0,4.6354852,3.9333413,5.5452952,6.7333469,4.5647054,30.500061,117.0183,125,114.70164,0,120.96638,122.20583,124.74411,131.55557,123.94381,11.222245,128.57422,173.03926,1.3458318,1,0,0,0,0,0,.080968551,.048957724,.058372676,.0581218,.034071401,.0821722,.016033601,.0290609,.1793759,.15432341,.065136507,.19340532,.080968551,0,0,0,0,0,.048957724,0,0,0,0,0,.058372676,0,0,0,0,0,.0581218,0,0,0,0,0,.034071401,0,0,0,0,0,.0821722,0,0,0,0,0,.016033601,0,0,0,0,0,.0290609,0,0,0,0,0,.1793759,0,0,0,0,0,.15432341,0,0,0,0,0,.065136507,0,0,0,0,0,.19340532,0,0,0,0,0,-93.7822,46.52005,-93.7822_46.52005,16489,1,16488,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107703003,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.032637816,.020301426,.082714088,-1.1129611,.80206466,-.48692206,,.13261889,.33525652,.20186348,.97387409,.28936771,.54639459,.19714478,.13811174,115.86817,167.09505,173.39569,17.642954,1.3654681,.85073435,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,0,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,3.5477950e-24,.15836892,.026121689,.12269218,1.568049,.68385214,0,.40022939,3.0821568e-06,.0027152754,.96471971,.4243769,0,0,0,1.0897334e-36,.15561478,.016436286,110.95998,135.44455,121.95062,132.77779,202.9707,156.7778,165.17813,183.43564,172.67815,5.4166775,28.194502,12.472247,1.299917,1.4685649,1.347764,-.27230024,1.3201858,.46970743,1.5252744e-20,.25221506,.042749334,87,58,56,12,62,59,51,61,59,63,16,35,52,34,38,59,3,51,40,10
2015,46.52191,-93.70156,5,1,G27000107703001061,G2700010770300,G2700010,Northland,Arrowhead,Aitkin,1_1,1.223238,0,1.0678152,.15542275,1.0678152,0,3.1399038,23.366713,3.2888377,2.1166708,3.2888377,27.383389,103.17189,139,118.18877,0,118.18877,106,108.40506,177.94452,123.67017,3.5277848,123.67017,151.63898,1.2261565,1,0,0,0,0,0,.16712782,.10105402,.1204875,.043774303,.025660796,.061887801,.01207567,.021887152,.13509655,.11622831,.049057409,.14566277,.16712782,0,0,0,0,0,.10105402,0,0,0,0,0,.1204875,0,0,0,0,0,.043774303,0,0,0,0,0,.025660796,0,0,0,0,0,.061887801,0,0,0,0,0,.01207567,0,0,0,0,0,.021887152,0,0,0,0,0,.13509655,0,0,0,0,0,.11622831,0,0,0,0,0,.049057409,0,0,0,0,0,.14566277,0,0,0,0,0,-93.70156,46.52191,-93.70156_46.52191,17594,1,17593,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107703001,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.12705848,.15542275,1.7408999,-.71769667,1.113045,-.0091406815,,.94826806,.18287987,.1933291,.68118143,.0036498054,.51705414,.02240237,.16047749,105.23385,187.41913,148.36508,15.500192,1.1715387,.5431565,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,0,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,3.5477950e-24,.15836892,.026121689,.0079029733,1.2306159,.50702971,0,0,0,.0014032484,.9814775,.34247726,0,0,0,5.9319869e-26,.15836892,.026121689,81.922394,125.45966,110.78573,176.44452,211.50012,182.36119,127.91671,159.36122,150.47231,4.5097699,25.666719,11.055577,1.0769722,1.2543651,1.2209176,-.45107096,1.1238507,.37743106,1.5252744e-20,.27732089,.10191879,87,28,14,70,10,66,18,47,20,40,46,40,20,41,87,0,13,49,41,10
2016,46.61088,-93.29734999999999,9,1,G27000107704001032,G2700010770400,G2700010,Northland,Arrowhead,McGregor,4_1,1.5781826,0,.96104437,.61713821,.59231585,.36872849,3.5580943,50.466766,3.5296576,3.6023774,4.4196458,2.1000042,73.307312,139.08333,120.38187,0,119.8587,121.22228,79.237473,223.19461,126.26464,6.003962,127.22478,124.72229,.98033011,1,0,0,0,0,0,.18634669,.08635579,.15907645,.068186529,.035513815,.035513815,.009943868,.020598013,.12145726,.096597582,.088784538,.091625653,.18634669,0,0,0,0,0,.08635579,0,0,0,0,0,.15907645,0,0,0,0,0,.068186529,0,0,0,0,0,.035513815,0,0,0,0,0,.035513815,0,0,0,0,0,.009943868,0,0,0,0,0,.020598013,0,0,0,0,0,.12145726,0,0,0,0,0,.096597582,0,0,0,0,0,.088784538,0,0,0,0,0,.091625653,0,0,0,0,0,-93.29735,46.61088,-93.29735_46.61088,34428,1,34427,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107704001,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.62468481,.98586667,2.8146667,1.559727,1.6728117,4.1970091,,2.8948293,.19184081,.22893025,.60229743,.0036002314,.43821967,.03136332,.16047749,106.30224,195.35806,153.89406,48.515102,1.165459,.49149343,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,0,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,4.9669132e-24,.15836892,.026121689,.000036488014,1.1371708,.45242193,0,0,0,4.0138133e-07,.85715085,.28334624,0,0,0,5.9319869e-26,.15836892,.026121689,83.911064,135.26912,115.3143,177.3334,222.69461,182.72231,132.89156,152.72235,141.05566,4.5097699,25.666719,11.055577,.98971736,1.3202366,1.106555,-.53517485,1.0077026,.2064786,2.6055123e-08,.33160466,.12197261,87,2,6,67,9,1,7,10,5,17,54,10,40,14,61,0,39,46,43,11
2017,46.53466,-93.58421,5,1,G27000107701003108,G2700010770100,G2700010,Northland,Arrowhead,Aitkin,1_1,.0038462416,0,.0038462398,1.9560169e-09,.0038455813,6.5833370e-07,7.4838505,116.3169,7.4838486,11.61669,7.4833488,10.401826,112.92346,178.5,112.92352,0,112.92059,129.99031,125.39655,372.36151,125.3966,19.361149,125.39285,147.32671,1.1749212,1,0,0,0,0,0,0,0,0,.032167833,.055944052,.044755246,.0097902101,.032167833,.23356642,.20699303,.14965035,.23496506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.032167833,0,0,0,0,0,.055944052,0,0,0,0,0,.044755246,0,0,0,0,0,.0097902101,0,0,0,0,0,.032167833,0,0,0,0,0,.23356642,0,0,0,0,0,.20699303,0,0,0,0,0,.14965035,0,0,0,0,0,.23496506,0,0,0,0,0,-93.58421,46.53466,-93.58421_46.53466,19955,1,19954,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107701003,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.0001716714,6.6028974e-07,-1.5015028,-1.611859,.81468105,-.97867,,-.55516392,.23140581,.42250928,.51076168,.0036002314,.34668395,.07092832,.16047749,101.03747,398.47488,158.34077,49.125931,1.1581894,.41535574,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,0,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,4.2612628e-13,.34400618,.095703274,.00010075534,.88444006,.45891148,0,0,0,9.4840374e-08,.61757785,.13455601,9.3364507e-36,.13893768,.000018079081,5.9319869e-26,.15836892,.026121689,71.829857,133.88756,111.69394,359.83371,496.00052,368.00037,137.54669,153.22224,143.49249,4.5097699,25.666719,11.055577,1.0533094,1.2021449,1.0991186,-.590074,.9639129,.4030911,.0001716714,.77482671,.38408974,87,69,72,70.5,72,48,70,69,75,57,59,36,70,40,100,0,0,41,46,13
2018,46.35399,-93.74862,9,1,G27000107905021073,G2700010790502,G2700010,Northland,Arrowhead,Aitkin,,.020692915,.020686068,6.8470936e-06,1.8146305e-27,6.8470936e-06,.020686068,8.2506781,8.2500162,10.25002,15.633365,10.25002,8.2500162,141.32693,141.33333,122,0,122,141.33333,155.07806,155.08336,139.08336,26.055607,139.08336,155.08336,1.1150389,1,0,0,0,0,0,0,0,0,.027540363,.045584045,.041785378,.0075973407,.021842355,.18518518,.22412157,.15384616,.29249766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.027540363,0,0,0,0,0,.045584045,0,0,0,0,0,.041785378,0,0,0,0,0,.0075973407,0,0,0,0,0,.021842355,0,0,0,0,0,.18518518,0,0,0,0,0,.22412157,0,0,0,0,0,.15384616,0,0,0,0,0,.29249766,0,0,0,0,0,-93.74862,46.35399,-93.74862_46.35399,17003,1,17002,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107905021,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.99966913,.020686068,-1.4022936,3.0924554,.57585829,-.8294189,,-.55195141,.22353508,.38197502,.50375044,.0052803396,.33799261,.063057579,.16047749,104.72227,208.52121,159.82091,15.500192,1.1345612,.47102842,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,0,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,6.2498525e-13,.34394032,.072532721,6.4578571e-06,.82382983,.48551974,0,0,0,3.3610467e-10,.60757226,.077971391,0,.13571553,.000013568862,5.9319869e-26,.15836892,.026121689,88.620735,135.54262,119.46347,182.25008,236.38907,188.25009,137.83607,163.45999,151.32269,4.5097699,25.666719,11.055577,.96288639,1.210701,1.1148784,-.50731605,1.0906438,.42299399,.000032033593,.57585436,.35205734,87,60,73,47,74,37,71,2,82,70,17,33,71,33,0,100,0,41,47,12
2012,45.17556,-93.28503000000001,10,1,G27000300507042001,G2700030050704,G2700030,,Metro,Anoka-Hennepin,11_1,.49346679,.16575427,.29916885,.028543662,,0,4.5215335,4.3105803,4.4957604,6.0166788,,,166.51694,247.19872,137.70261,0,,,174.05283,254.38303,145.19554,10.027799,,,,1,0,0,0,0,0,0,0,0,0,.022500003,0,.015000002,.045000006,.23875001,.22375001,.18875003,.26625004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.022500003,0,0,0,0,0,0,0,0,0,0,0,.015000002,0,0,0,0,0,.045000006,0,0,0,0,0,.23875001,0,0,0,0,0,.22375001,0,0,0,0,0,.18875003,0,0,0,0,0,.26625004,0,0,0,0,0,-93.28503,45.17556,-93.28503_45.17556,35750,1,35749,31,37,47233.625,37,Alice M. Johnson,10282,DFL,G27000300507021,G2700030,75,Anoka,1155421184,21542.266,16762.338,349261,259503,Anoka,.057843126,.028543662,-.11149734,.034287963,-.17578505,-.063155256,-.14364119,-.14364119,.011892154,.022573592,.53164959,.22092582,.29883164,0,.011892154,179.71942,231.85849,,22.614832,,-.14756301,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,1,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,4.6826591e-20,.0072304397,5.5310597e-08,.38926455,.67612606,.51579273,.13667455,.29955137,.21100394,.20147339,.38117844,.2867243,0,0,0,4.6826591e-20,.0072304397,5.5310597e-08,163.47444,193.31912,181.69598,217.37686,250.51132,232.77753,,,,11.327272,23.811665,18.263927,,,,-.40407336,.10983069,-.1231305,1.0825649e-19,.014328692,8.7263373e-08,87,23,43,21,41,44,23,27,63,82,52,,25,,61,34,6,57,36,7
2013,45.15433,-93.26220000000001,5,1,G27000300508093010,G2700030050809,G2700030,,Metro,Anoka-Hennepin,11_1,.4701274,.17347358,.23136269,.065291137,.32399398,.080842279,4.5148191,5.0807009,4.0664864,4.600009,4.460454,4.6638989,152.38918,224.14014,141.59558,0,157.08902,256.62845,159.91386,232.60797,148.37305,7.6666818,164.5231,264.40161,1.6070789,.93204933,0,0,0,.067950644,0,0,0,0,0,.027700828,.011772853,.072714679,.0096952906,.22576177,.27839333,.086565092,.2873961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.025818538,0,0,0,.0018822892,0,.01097288,0,0,0,.00079997303,0,.06777367,0,0,0,.0049410095,0,.0090364888,0,0,0,.00065880129,0,.21042112,0,0,0,.015340659,0,.2594763,0,0,0,.018917007,0,.080682941,0,0,0,.0058821542,0,.26786736,0,0,0,.019528754,0,-93.2622,45.15433,-93.2622_45.15433,38213,1,38212,31,37,47233.625,37,Alice M. Johnson,10282,DFL,G27000300508093,G2700030,75,Anoka,1155421184,21542.266,16762.338,349261,259503,Anoka,.31083789,.14613342,-.17938478,.78028417,.20717695,.094690539,,.040827569,.10983125,.1958441,.53398275,.23700322,.28435582,.097207561,.012623692,185.12231,235.83438,262.18979,17.898964,1.51293,-.1098142,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,1,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.023360383,.16667527,.11267839,.39337707,.67507625,.5139991,.14975983,.31509483,.22567675,.19366047,.35667098,.2711702,.020985097,.13622838,.097758345,2.7968304e-18,.012071177,8.2460943e-08,170.36333,199.63504,186.88651,225.15604,252.96526,236.73303,246.64737,278.48895,264.82373,10.959245,23.250046,18.138926,1.4042194,1.5939267,1.4982054,-.26657093,.064053133,-.11226473,.056923591,.29237264,.22726436,87,17,46,18,61,6,26,11,59,78,74,64,33,43,49,37,14,56,37,7
