year,mnlegdist,legdist_n_kids_u5,legdist_n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_mnlegdist,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2021,52A,2544.2195,2075.6387,349261,259503,.32697636,.53038764,.62217456,.31551409,.16574708,.18606298,.14091338,205.53009,299.05679,308.58255,6.8586831,1.3196709,.10719036,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.29710174,.3680346,.336979,.54561436,.69720638,.63134599,.2657235,.37106365,.31062108,.13965255,.20355901,.16411105,.16947255,.21821001,.19722101,.12320691,.14745313,.13393128,200.14549,213.10788,205.37283,294.79285,303.30212,298.38092,304.25293,313.38824,306.17932,5.5952859,7.9778643,7.0115328,1.2735497,1.363173,1.3446455,.012658335,.20815173,.11390083,.48504955,.58260912,.52137959,134,29,52,51,73,51,23,27,54,69,76,78,16,94,27,51,23,33,52,16
2022,52A,2544.2195,2075.6387,349261,259503,.31860355,.51351488,.62493533,.35382947,.15221392,.19971158,.11889198,218.60851,300.12424,309.34961,6.608232,1.276252,.031095151,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.28913474,.36469367,.32172048,.56267881,.68657267,.62998867,.30593657,.39744562,.36060739,.1222921,.1914143,.15048474,.17399177,.23953134,.20854332,.10782596,.12867954,.11769408,210.92026,231.08075,216.88367,291.6004,306.20071,296.09686,302.53329,316.48471,305.64395,5.5348086,7.7960491,6.7031727,1.2576798,1.3095737,1.2964256,-.066363409,.13354255,.03783267,.44708204,.57971787,.50900519,134,36,61,57,76,58,20,38,64,71,83,83,12,83,24,57,19,30,58,12
2012,52B,2334.7905,1936.2349,349261,259503,.022514163,.04139306,.51175714,.1834228,.30582014,0,.022514163,185.46669,248.12019,,9.3103943,,-.23042291,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.0023998725,.041737631,.017817959,.39717275,.61593229,.51094341,.12787645,.24293016,.17851371,.22092132,.38743746,.31386107,0,0,0,.0023998725,.041737631,.017817959,173.97249,180.64702,176.90556,242.84666,245.71992,244.18475,,,,6.7744899,11.783504,9.3166723,,,,-.38017768,-.0232995,-.2023655,.0073646484,.072949156,.033721812,134,67,68,65,61,67.5,67,65,81,83,74,,29,,60,36,4,57,36,7
2013,52B,2334.7905,1936.2349,349261,259503,.093385436,.18533243,.47634244,.18590593,.27339539,.076344311,.017041121,193.81079,251.07294,259.90762,9.3210697,1.3864708,-.21936658,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.035358582,.1445086,.091371328,.37538835,.5717535,.47748283,.1245001,.24130198,.17563111,.19701394,.34256643,.29092181,.030531887,.11385686,.073320888,.0022355116,.031361219,.013353916,182.62944,191.08099,185.44304,245.15453,249.21016,247.74861,250.99037,259.95148,252.86258,6.7917109,11.786738,9.3165035,1.3874705,1.4191688,1.406065,-.31916362,-.072241977,-.21235123,.081522904,.28718701,.18620314,134,81,91,73,74,60,72,67,91,82,89,62,30,57,57,39,4,56,37,7
2014,52B,2334.7905,1936.2349,349261,259503,.12557454,.26700884,.45549005,.16639452,.25332803,.089807011,.035767529,185.31537,256.92593,263.93362,7.1476221,1.4525512,-.22672173,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.07505215,.17487186,.12524776,.37200078,.54636365,.45876086,.088759877,.20876846,.15950939,.18056884,.31222096,.26314381,.04950517,.12696569,.086147219,.025129756,.04583722,.034504302,169.84161,189.44086,172.99738,249.66853,260.15872,253.31406,253.86955,265.00146,258.5238,5.9801364,8.5421553,7.2039804,1.3646406,1.5781996,1.4764035,-.33066502,-.082543626,-.22130531,.18798195,.34194845,.2766327,134,80,115,86,76,65,74,52,88,76,94,82,22,86,56,37,8,51,40,10
2015,52B,2334.7905,1936.2349,349261,259503,.12104643,.26672029,.43358165,.18863305,.219116,.095213845,.025832588,196.82208,257.90866,259.74545,7.7366199,1.3676926,-.3163622,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.072666362,.17177022,.12204747,.33685958,.53233403,.44166476,.10122277,.24765274,.19489008,.1506177,.26236486,.21873522,.050823946,.13508651,.092850626,.011067213,.034829371,.021275476,181.31384,205.28302,190.59467,247.8876,257.30359,252.08716,254.24554,264.55109,257.99216,6.3726678,9.5290728,7.6857486,1.3102909,1.4845775,1.3803892,-.4751761,-.15549834,-.33708525,.19121987,.33726695,.2803846,134,94,112,78,79,69,96,66,109,78,82,78,37,76,51,44,6,49,41,10
2016,52B,2334.7905,1936.2349,349261,259503,.12280899,.36247241,.32087308,.11122337,.14634411,.059503384,.063305601,176.07188,273.10986,257.77631,8.4069729,1.3180269,-.0045712092,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,.053718403,.1767185,.12578356,.22634616,.40219805,.31757632,.057046752,.15379681,.10646518,.10000388,.18132184,.14271821,.025876705,.090590782,.056743033,.026103724,.090448387,.069069877,153.58662,174.55934,161.11246,260.19211,268.65945,264.69135,245.65273,262.82974,253.30161,5.2710295,10.216503,7.5276504,1.2716974,1.3501549,1.3149023,-.20502536,.16678496,.044599444,.27216467,.47728559,.35878044,134,49,54,85,29,68,8,41,62,66,97,67,36,51,46,35,20,36,55,9
2017,52B,2334.7905,1936.2349,349261,259503,.22272895,.38762552,.44484961,.23445152,.1822997,.19463056,.028098384,198.82967,261.01053,251.80894,8.7910872,1.3347321,-.0059725707,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,.080894254,.1986158,.15038466,.29086468,.45539957,.364391,.072015733,.21293737,.14948329,.12620218,.23325641,.18270701,.068612166,.15237823,.11494382,.0086943172,.043353435,.02757745,179.39436,205.78174,189.92276,247.9619,266.56335,258.55194,237.66866,263.8082,249.08939,6.7013707,11.139209,8.9584866,1.2784983,1.4360079,1.3458767,-.25822842,-.016051935,-.15524149,.26116297,.50057644,.38923794,134,33,69,54,59,23,90,59,68,77,52,71,47,74,41,53,6,41,48,11
2018,52B,2334.7905,1936.2349,349261,259503,.14142512,.35321182,.4010756,.18513823,.17789391,.10338166,.038043458,214.49756,290.04529,297.37555,7.4123478,1.4188961,-.26191247,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.095493965,.16295747,.12788582,.3139396,.46302539,.37365469,.076116607,.21601729,.15839803,.12710957,.23258169,.1773302,.054222878,.11689492,.09316881,.025462845,.045733076,.034541786,187.32779,229.71667,207.14172,275.91339,284.56232,281.50076,288.23239,294.79584,291.4035,6.4067688,8.8615093,7.5280523,1.3206749,1.5502832,1.4570489,-.33767638,-.16666107,-.25693977,.2837323,.41113943,.33678865,134,96,110,82,75,70,81,60,98,73,72,80,37,114,44,46,9,41,47,12
2019,52B,2334.7905,1936.2349,349261,259503,.16480993,.39316925,.40829045,.18954411,.14166899,.087732583,.077077337,193.06975,281.02914,295.47162,24.442745,1.3841057,-.23424695,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.087255903,.22909388,.16688094,.29451531,.50625712,.39787233,.079331405,.23262489,.17462277,.10626255,.17091432,.14629035,.025684638,.12186013,.08232823,.0570383,.098944172,.074800089,168.9706,195.27274,176.52759,265.59665,279.03036,272.34998,271.27032,307.98117,293.46875,6.8397617,10.434994,8.3613529,1.2399317,1.5389266,1.388996,-.35460642,-.090993121,-.26068467,.30425987,.49218631,.37116152,134,100,122,86,86,86,58,56,97,70,82,93,59,111,35,46,19,37,48,14
2020,52B,2334.7905,1936.2349,349261,259503,.20336404,.41266772,.47953349,.24121258,.16182001,.12686311,.076500922,219.92078,277.74576,299.44424,148.45442,1.4681411,-.25857431,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.11134747,.28563833,.2016916,.31852335,.61921507,.49577689,.086631663,.33395001,.25284377,.12111514,.19491421,.16599555,.055085056,.18224196,.12815747,.049356915,.10401541,.071327344,201.31168,211.68257,206.08923,256.4787,287.20645,269.06451,279.58704,308.2724,298.9386,98.847237,214.47505,136.96432,1.3476841,1.6422093,1.4874651,-.47807974,-.026543243,-.27665615,.34317511,.48217031,.41617551,134,83,104,72,78,72,71,62,101,83,73,91,89,122,34,50,16,35,48,16
2021,52B,2334.7905,1936.2349,349261,259503,.23863797,.42863646,.54449612,.29181224,.16096565,.14691976,.091718204,209.30849,293.74548,303.11691,7.2640777,1.3254536,-.089453027,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,9.2420166e-10,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,-.20208576,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,.24678306,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,-.12613159,.42891139,.13545072,.32163686,.22902848,.36599544,.69808441,.55333936,.11258551,.40499115,.3127259,.1212919,.19423448,.16701651,.060860224,.19911672,.14149579,.067077801,.11263571,.088063613,188.81985,214.18013,207.96329,279.74225,300.30353,287.41339,300.64511,307.20337,304.15665,5.9338365,8.2054739,7.2618833,1.3139536,1.3849188,1.3529284,-.27892968,.097048141,-.11771888,.38411322,.45948952,.42219019,134,68,82,61,75,72,51,67,77,71,68,73,33,96,30,54,17,33,52,16
2022,52B,2334.7905,1936.2349,349261,259503,.22016431,.41504574,.52997309,.29452699,.15148985,.13620806,.083956264,210.74039,290.21677,307.52679,7.1065407,1.3692122,-.14251706,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,1.1749185e-09,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,-.20119825,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,.24570918,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,-.13536032,.44643068,.139494,.30420244,.22712728,.33285841,.69652498,.54335165,.10399526,.41147232,.30993736,.11532936,.18289812,.15601523,.066911131,.19391049,.14050151,.062235616,.10688648,.081956014,191.83568,217.94194,211.05096,276.54572,302.98755,285.76947,301.96606,312.01062,308.14856,5.7839694,8.1690254,7.0642023,1.3023438,1.4544559,1.3982202,-.29844853,.025557205,-.1815666,.39298898,.44537234,.42671919,134,91,89,73,77,102,46,71,83,68,70,79,31,109,29,56,16,30,58,12
2012,53A,2584.884,2065.9487,349261,259503,.015215438,.031259224,.4923147,.27161062,.20548864,0,.015215438,216.06944,272.94244,,12.717558,,-.55525631,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.000038904873,.023716215,.0013473878,.38121858,.60982215,.48623776,.16544642,.35166538,.23622288,.15975367,.24906786,.21284431,0,0,0,.000038904873,.023716215,.0013473878,201.91878,225.78043,212.3606,262.79065,282.18869,274.49155,,,,9.4338923,15.541036,13.453287,,,,-.67899746,-.43296355,-.57494301,.00010976559,.046648648,.0040948428,134,74,78,35,92,67.5,74,72,108,112,113,,50,,42,55,3,57,36,7
2013,53A,2584.884,2065.9487,349261,259503,.19027326,.37278679,.48753688,.25864977,.21368808,.1750742,.015199049,218.74886,281.84778,295.88947,12.711854,1.5911351,-.27804273,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.12218292,.22617948,.16572012,.38416448,.59819794,.47922838,.15163772,.33463457,.22778299,.16730401,.26206481,.2207332,.10918329,.21089688,.14089413,.000037984799,.02371572,.0013465422,206.89548,228.43118,214.44077,270.33582,290.96127,282.89673,285.819,303.33945,296.71976,9.4335918,15.529572,13.446467,1.5431589,1.6716486,1.5908124,-.36632419,-.17894812,-.29275522,.30277511,.42712459,.36719194,134,22,85,39,93,10,74,6,99,104,131,124,52,100,44,53,3,56,37,7
2014,53A,2584.884,2065.9487,349261,259503,.19571212,.36390361,.53508931,.30515221,.20558658,.17136158,.02435053,225.04927,282.17831,305.71066,9.4600763,1.5180315,-.31727681,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.12801871,.24730591,.17677343,.43367502,.64785528,.55077201,.21782376,.37615734,.29008377,.14711539,.25677294,.21312562,.10721626,.21887866,.14219394,.0064642578,.029128669,.015080858,212.89307,236.04573,222.94934,273.72571,290.37253,280.20065,298.32416,310.77939,305.11508,7.2164841,11.559426,9.1695471,1.4984624,1.5441097,1.5265001,-.40748799,-.21704176,-.30951694,.28994352,.43053955,.38239425,134,30,86,39,92,20,91,19,106,110,131,133,64,99,38,57,5,51,40,10
2015,53A,2584.884,2065.9487,349261,259503,.23824547,.45245442,.52534312,.33558473,.16323739,.21172446,.026521018,237.46225,288.20087,319.27924,9.3655729,1.593082,-.2623671,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.16493219,.29974496,.23053533,.41605452,.63703984,.54653883,.23046203,.40704542,.32646757,.11255026,.20177144,.15770386,.12596212,.26999983,.19389795,.0067100939,.036486112,.015387093,222.45822,253.30965,238.39815,279.99203,299.45969,289.14667,309.10291,327.14291,318.23779,7.062067,11.450124,9.1540604,1.5537558,1.6262014,1.5753384,-.4023447,-.095821343,-.23954456,.37816966,.51784772,.47128537,134,22,78,31,98,12,94,10,95,117,128,134,65,123,31,64,5,49,41,10
2016,53A,2584.884,2065.9487,349261,259503,.21718964,.52183867,.41242465,.27971199,.093553804,.17803079,.039158843,239.14188,298.29965,310.6062,8.0589256,1.412119,-.11034451,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,.13520077,.22727789,.18006414,.29812592,.46489784,.36815384,.16685541,.33115566,.23889194,.052961808,.11492736,.084212311,.091457725,.19098683,.14231037,.023943802,.042363402,.032105062,228.19284,250.84132,240.86893,283.99506,310.37039,297.66736,300.23343,317.4299,312.77744,6.2706766,9.2383108,7.4820333,1.278405,1.5125674,1.4064695,-.21444319,-.08018139,-.14728551,.46300992,.58225006,.53675908,134,12,25,28,82,12,30,8,90,112,124,116,32,71,23,68,9,36,55,9
2017,53A,2584.884,2065.9487,349261,259503,.20151576,.45258519,.48975897,.35225642,.1179679,.17821677,.023299005,242.57063,286.1593,299.10367,12.469876,1.3527992,-.2044864,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,.13316084,.25065455,.19243887,.3586908,.53055608,.45789507,.23189372,.37063304,.30631807,.079717442,.14867966,.11483485,.10728042,.23025012,.16659153,.0073398789,.024547674,.015401722,232.07866,259.31396,244.08173,275.83353,296.19907,287.46231,291.20465,304.63235,299.24915,7.2164812,13.658432,9.7332926,1.2888935,1.3755699,1.3291976,-.34038249,-.1435201,-.22885007,.38328674,.53523487,.44748071,134,42,43,21,96,32,99,32,101,110,94,108,64,82,24,71,5,41,48,11
2018,53A,2584.884,2065.9487,349261,259503,.25100642,.45153591,.53969347,.39206305,.13263835,.23601437,.014992054,272.7952,312.7861,342.46823,8.4950218,1.5183972,-.21089871,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.13859001,.31682098,.23348889,.38623449,.66580397,.53821367,.26565787,.4615151,.36165783,.086840779,.16782153,.13047983,.12783743,.30129263,.2114576,.0068527739,.023423938,.012534881,253.25842,293.6377,279.07516,299.57175,333.19229,315.22952,334.92505,356.80933,344.74976,6.5346651,10.15029,8.4023781,1.318429,1.709685,1.5232228,-.48343116,.0066216984,-.17650744,.39369684,.51301724,.44882131,134,24,62,26,93,14,125,29,87,117,104,115,65,127,25,73,3,41,47,12
2019,53A,2584.884,2065.9487,349261,259503,.29568738,.51844317,.57051873,.38607669,.12052055,.2317659,.063921489,237.3728,292.1058,321.80429,33.199635,1.484726,-.11617993,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.21423018,.36923254,.29378492,.44798744,.69129503,.58684593,.27545401,.46118176,.36995167,.080807254,.15244812,.1178491,.15006152,.29161072,.2169064,.044074733,.08164826,.07066533,222.44728,246.14941,233.77856,275.7955,306.41592,291.2424,308.42264,329.14484,321.93747,16.363634,48.188595,28.078569,1.4186227,1.5041659,1.4675364,-.29007465,.072238006,-.063626863,.47442609,.58615375,.52912033,134,26,61,34,94,20,71,20,78,98,97,116,80,125,21,68,11,37,48,14
