year,adj_supply_any,totcost_any,quality_premium,county,share_hr,access_index
2018,.75910681,199.7901,1.4330475,Anoka,.55669862,.54619086
2018,.27857354,239.38593,1.6601826,Anoka,.51864445,-.1427718
2018,.53373909,228.34225,1.5774339,Anoka,.5324437,.16738328
2018,.054251175,171.35242,1.2079679,Anoka,.010411557,-.87017018
2018,.44488636,226.45251,1.5963875,Anoka,.53244442,.093207963
2018,.47743511,253.6161,1.5134996,Anoka,.48742947,-.072895639
2018,.9857794,214.9301,1.2483001,Anoka,.59940523,.75812376
2018,.80000758,201.77814,1.4466263,Anoka,.53208315,.53521228
2018,.31676772,232.78926,1.5877239,Anoka,.52724582,-.063295819
2018,.50599831,215.22446,1.538156,Anoka,.40973428,.0013606362
2018,.53928804,176.90543,1.0861645,Anoka,.19053254,-.1505657
2018,.40422741,228.15005,1.584698,Anoka,.52338302,.032902241
2018,.87922019,225.7641,1.4692515,Anoka,.4106406,.30261269
2018,.39063004,237.37936,1.5438324,Anoka,.52302331,-.022194346
2018,.78178155,223.21675,1.453763,Anoka,.57157004,.48528159
2018,.91018194,210.08368,1.2918214,Anoka,.63938415,.77475035
2018,.283196,217.31233,1.4307736,Anoka,.5509758,.014229983
2018,.43519834,220.08333,1.6378223,Anoka,.38341102,-.12943669
2018,.43891752,247.1013,1.4963126,Anoka,.48605967,-.081454404
2018,.59551454,243.11662,1.2443411,Anoka,.28923202,-.23782551
2018,.90482056,240.58665,1.1050913,Anoka,.4152019,.26666531
2018,.58840913,259.53525,1.2458521,Anoka,.33595341,-.24286605
2018,.51216978,253.24782,1.3980993,Anoka,.45840999,-.086098224
2018,.50699413,174.26219,1.3190516,Anoka,.46538609,.27857846
2018,.3850908,238.36417,1.5496958,Anoka,.52907008,-.021979114
2018,.48039728,220.02415,1.6148077,Anoka,.38160017,-.090022877
2018,.15959106,179.5721,1.0141395,Anoka,4.5276874e-13,-.8262831
2018,.24764265,317.40622,1.3590726,Anoka,.65971959,-.29579172
2018,.79203296,206.92728,1.4807533,Anoka,.41714767,.31741863
2018,.85116106,208.73961,1.4685298,Anoka,.42212692,.37236679
2018,.29817668,243.8605,1.2343459,Anoka,.12230057,-.78972346
2018,.38280758,252.21408,1.5463887,Anoka,.49745181,-.13835342
2018,.45444146,236.65912,1.1534775,Anoka,.25719947,-.39204353
2018,.36025918,238.00734,1.4407189,Anoka,.44686833,-.17724197
2018,.52495122,180.82091,1.299359,Anoka,.48202628,.29263836
2018,.46009946,261.80804,1.188236,Anoka,.29643467,-.43696517
2018,.21241257,187.52081,1.4046439,Anoka,.39434916,-.17146188
2018,.13197421,232.67172,.93141735,Anoka,.0020985727,-1.089357
2018,.37828207,235.82635,1.5501033,Anoka,.51877397,-.033566076
2018,.81733572,200.66643,1.4140329,Anoka,.48711482,.48321909
2018,.5317806,222.02007,1.5305958,Anoka,.40957758,-.0056976755
2018,.23331569,297.26395,1.4824263,Anoka,.6039573,-.30853721
2018,.43181935,250.51649,1.1897303,Anoka,.49032751,-.096605688
2018,.073676929,154.47034,1.3655829,Anoka,.0055630575,-.7834205
2018,.373236,236.05844,1.5495089,Anoka,.51969409,-.03782047
2018,.38329664,236.56505,1.4453534,Anoka,.43952405,-.16119863
2018,.57668102,201.74654,.83520657,Anoka,4.2726317e-08,-.53840876
2018,.72344023,205.10934,1.481612,Anoka,.53630465,.45567238
2018,.35477766,209.99937,1.5822998,Anoka,.39348361,-.14221583
2018,.41887748,238.01158,1.5400115,Anoka,.53341627,.018155873
2018,.87511027,230.90353,1.4423478,Anoka,.56959724,.53413075
2018,.56152689,218.60583,1.50348,Anoka,.43812793,.08394134
2018,.95875823,207.44756,1.3473412,Anoka,.6217761,.80328935
2018,.38966602,210.81787,1.5926596,Anoka,.40299395,-.097962037
2018,.52964526,221.13226,1.393517,Anoka,.30625623,-.17178188
2018,.47663069,188.91866,1.5060587,Anoka,.13443857,-.35466215
2018,.41051331,120.6804,.94531602,Anoka,.47982082,.4551737
2018,.48786703,240.04869,1.5003923,Anoka,.50813234,.032025106
2018,.00024230131,265.00723,.6801703,Anoka,7.8324925e-12,-1.3620679
2018,.51260614,192.74603,1.4617831,Anoka,.3439433,.0023853846
2018,.395964,205.91728,1.6007653,Anoka,.40934691,-.059538849
2018,.3302207,245.68466,1.2249737,Anoka,.15239187,-.71918982
2018,.49594554,240.10846,1.4965018,Anoka,.50582319,.035519939
2018,.25685737,238.49648,1.563566,Anoka,.59288234,-.038164657
2018,.35099041,239.23169,1.5321995,Anoka,.58884925,.039601672
2018,.38732246,186.37837,1.5970755,Anoka,.10872755,-.46814921
2018,.60870594,212.47728,1.3754697,Anoka,.41782057,.12262265
2018,.31488141,239.83096,1.5345985,Anoka,.61022228,.038034976
2018,.678491,197.36607,1.5015597,Anoka,.27547428,.024508322
2018,.7768479,231.18034,1.460394,Anoka,.57992911,.45817927
2018,.43148568,237.30573,1.5204061,Anoka,.51919299,.0099543137
2018,.47863102,206.9863,1.3191839,Anoka,.35294324,-.079179704
2018,.59125185,203.60941,.86017114,Anoka,5.4174577e-24,-.53328645
2018,.62368244,211.63274,1.5722561,Anoka,.4103581,.12825641
2018,.20667437,197.66669,1.3117793,Anoka,.12841754,-.65552574
2018,.33691159,220.33026,1.3411064,Anoka,.57917303,.096450686
2018,.4754031,245.58157,1.4356275,Anoka,.46943322,-.06763985
2018,.28599957,243.28104,1.5541596,Anoka,.5971666,-.025749108
2018,.2799345,238.69379,1.5518672,Anoka,.59508497,-.013984442
2018,.26396236,238.83026,1.5520672,Anoka,.59952807,-.02224783
2018,.24030182,244.05141,1.5561721,Anoka,.62992746,-.018491348
2018,.084284917,187.57874,.9580943,Anoka,.0042230687,-.92584574
2018,.49271891,288.65463,1.3607358,Anoka,.54178017,-.12910022
2018,.42501354,192.45229,1.2702906,Anoka,.31727472,-.1212486
2018,.38881195,240.56131,1.5224463,Anoka,.53406829,-.020343333
2018,.41471687,291.41537,1.3134804,Anoka,.48938751,-.29951027
2018,.32209665,212.77765,1.4977777,Anoka,.43022186,-.12546867
2018,.44591692,228.67955,1.3948139,Anoka,.46445337,-.026563257
2018,.53895909,240.17686,1.4594917,Anoka,.45045379,-.014828688
2018,.39320895,213.32463,1.4990348,Anoka,.4284279,-.064643733
2018,.3738631,232.95575,1.459016,Anoka,.60621572,.11761736
2018,.86022437,227.15747,1.4465792,Anoka,.4905678,.40865967
2018,.46196175,240.26917,1.5018077,Anoka,.50913233,.0085279597
2018,.13476604,155.22623,1.44708,Anoka,.18737479,-.43411967
2018,.19192071,220.60574,1.0040526,Anoka,.00010159877,-.98206961
2018,.18775132,175.37569,1.7927184,Anoka,.018379873,-.75112349
2018,1.2739582,218.07428,1.1958947,Anoka,.4697409,.80125135
2018,.11867217,157.99773,1.2020853,Anoka,.00026104858,-.76613969
2018,.65309435,205.82698,1.3649707,Anoka,.39524469,.15737964
2018,.38244221,240.0143,1.5324256,Anoka,.52928263,-.031581968
2018,.077340521,170.92888,.90975428,Anoka,.21515223,-.51359993
2018,.33602798,238.16902,1.5405718,Anoka,.5362044,-.055175859
2018,.6057772,199.37547,1.481105,Anoka,.28703454,-.033508021
2018,.5830729,244.217,1.4152176,Anoka,.46231815,.02723893
2018,.42599389,241.15196,1.4550855,Anoka,.50435317,-.036746901
2018,.50286895,188.16429,1.3241452,Anoka,.40273657,.1097591
2018,.43030021,240.22852,1.4785454,Anoka,.51382565,-.013136089
2018,.78657061,195.15416,1.4128177,Anoka,.6570102,.75601143
2018,.28443685,219.32672,1.3330166,Anoka,.61741018,.11435159
2018,1.0769131,219.35909,1.4500711,Anoka,.53737849,.72198284
2018,.48201227,205.10187,1.6064863,Anoka,.41777515,.038006153
2018,.4598763,238.16693,1.5168246,Anoka,.510755,.018758401
2018,.35798582,211.5769,1.591404,Anoka,.39999729,-.13578235
2018,.57154346,291.85324,1.3158238,Anoka,.46395415,-.19683345
2018,.46590915,238.69827,1.5112828,Anoka,.50806546,.017590979
2018,.47448164,191.30217,1.4238324,Anoka,.35433376,-.0096645625
2018,.39900351,228.57706,1.5842903,Anoka,.52664578,.031410325
2018,.47642985,253.3181,1.4000902,Anoka,.4547582,-.12564223
2018,.43637562,234.45305,1.3886578,Anoka,.42315847,-.1288213
2018,.43913928,295.25473,1.2898839,Anoka,.47994766,-.30953568
2018,.42602223,219.59204,1.4586918,Anoka,.36129975,-.17173317
2018,.39135534,209.20885,1.392458,Anoka,.30975354,-.24081087
2018,.43312126,251.90623,1.432817,Anoka,.46007654,-.1509182
2018,.53159457,206.45306,.95805746,Anoka,.00092632166,-.60022974
