year,county_n_kids_u5,county_n_fams_u5,state_n_kids_u5,state_n_fams_u5,county,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2012,27106.016,20968.01,349261,259503,Dakota,.0074837701,.013450718,.58447027,.27166882,.30531767,0,.0074837701,201.18448,252.81328,,16.425701,,-.28597346,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,1.3004546e-06,.0086909961,.0018236986,.4491092,.70777249,.57654488,.16037075,.36256647,.26437402,.23488982,.37075239,.3001146,0,0,0,1.3004546e-06,.0086909961,.0018236986,181.94072,219.83508,206.07344,242.85732,264.58368,254.47867,,,,8.1213903,16.346745,11.472245,,,,-.45661312,-.1222586,-.28381547,2.4977953e-06,.015002079,.0029598675,87,78,43,3,68,44,78,77,83,86,50,,6,,52,46,1,57,36,7
2013,27106.016,20968.01,349261,259503,Dakota,.12531692,.21320046,.57864624,.28499642,.28697112,.11863822,.0066786939,208.02568,257.78079,279.89264,13.687115,1.4599397,-.20990421,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.079345666,.17105392,.13029686,.45544145,.70286578,.56534165,.17301126,.38994902,.26686996,.22998777,.34626675,.28552827,.073100582,.16164692,.11869285,1.3868015e-06,.0084249591,.0017743082,189.4832,226.35223,212.20036,248.11568,267.9205,258.73349,276.0567,290.50748,285.01517,8.1130762,16.333366,11.472497,1.3773673,1.5330898,1.4385741,-.29905838,-.11769297,-.20601161,.1567899,.28718701,.21756199,87,23,51,2,74,3,79,12,83,86,82,73,12,35,50,49,1,56,37,7
2014,27106.016,20968.01,349261,259503,Dakota,.15362751,.25795382,.58748788,.29372433,.27327374,.1331377,.020489821,207.77759,262.8194,277.50967,8.4182472,1.4344357,-.22626793,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.096424028,.20850515,.15889567,.46533737,.70879793,.58239049,.18057996,.39450344,.29285669,.21448061,.32792628,.26793194,.08336135,.18056218,.13807563,.0081933821,.02929551,.018197102,192.13467,224.59615,212.60089,253.45038,271.10864,262.04794,259.94485,298.97086,287.72897,6.2774158,9.6795502,7.9811053,1.3482798,1.5250765,1.4623629,-.34914973,-.10043404,-.23431852,.19483966,.34247079,.2683571,87,26,52,5,74,6,83,13,82,86,84,81,8,42,47,50,3,51,40,10
2015,27106.016,20968.01,349261,259503,Dakota,.15632989,.27167511,.55622625,.28909084,.24775954,.13695398,.019375905,214.05338,267.89474,281.75534,8.1702604,1.4119818,-.24627905,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.093483359,.21001619,.15773924,.43208149,.6811282,.54522592,.18777269,.386323,.28036845,.19057629,.29394501,.24030794,.079568461,.18808991,.1378547,.010405797,.024952054,.018615281,196.12138,234.7113,215.22684,254.73952,283.18332,265.42468,263.0206,303.00107,291.26425,6.0277553,9.4834499,7.6201296,1.3204061,1.4953867,1.4209189,-.41537991,-.086223714,-.26582819,.19960935,.36442366,.28435573,87,28,52,5,75,5,86,14,84,86,82,83,8,53,45,52,3,49,41,10
2016,27106.016,20968.01,349261,259503,Dakota,.13112532,.28862363,.40997705,.25467807,.13272171,.10854805,.022577278,223.11369,273.14771,285.49738,11.428554,1.3420527,-.13317563,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,.046429545,.17666426,.10607158,.26601413,.4990066,.38505355,.12456862,.34679803,.21815111,.090566412,.15465425,.11932565,.024627341,.15544878,.084262691,.00059596467,.018521013,.0082698762,198.43529,254.24583,229.92017,258.09375,285.83401,271.25876,268.83322,313.44281,293.03677,7.0833616,12.905812,9.2656822,1.2202137,1.5046332,1.3185588,-.31348574,-.027784625,-.1843777,.13749865,.42139626,.27949044,87,10,2,3,41,7,47,25,84,86,66,67,4,17,32,62,6,36,55,9
2017,27106.016,20968.01,349261,259503,Dakota,.18283412,.35574803,.49416825,.29312816,.17371757,.15521833,.027615787,222.41797,277.24771,280.89648,9.8323936,1.3356969,-.1266989,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,.1097613,.22499084,.16749845,.3828465,.57101262,.46857488,.18026386,.36133924,.27031389,.13718797,.20647766,.17303641,.083826378,.19429708,.14136893,.0069016125,.02604356,.013958503,204.65126,248.96719,232.09109,261.3183,291.76837,275.02972,263.7392,306.12576,294.98169,6.4208384,10.803246,8.7854242,1.2406197,1.4280478,1.3380753,-.30167639,-.033459272,-.18012333,.25433043,.45302978,.359806,87,21,25,3,72,5,76,20,81,86,48,73,2,47,35,59,6,41,48,11
2018,10294.306,7750.1924,349261,259503,Dakota,.17987481,.32168296,.53877854,.33195743,.18490306,.15795676,.021918036,250.8596,306.58765,316.10614,8.3773966,1.3478591,-.23319581,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.11196412,.23408175,.17927803,.41364935,.65951538,.51614469,.21632585,.44468167,.32148251,.14015225,.22259475,.18005836,.093610652,.20942433,.15696011,.012192941,.030464252,.022356039,229.67923,275.57651,262.67648,289.42618,326.25128,308.43701,293.7529,343.30042,331.14563,6.2155671,9.0833511,7.5243611,1.2758126,1.4379895,1.3429823,-.40324765,-.099634469,-.25802583,.24712786,.40833354,.32451457,87,29,41,5,80,4,86,23,86,86,82,80,12,64,34,62,4,41,47,12
2019,27106.016,20968.01,349261,259503,Dakota,.21426477,.35096371,.60616541,.37263227,.17827277,.15900443,.055260338,234.192,291.36493,302.28522,49.399529,1.3050365,-.18986847,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.14859642,.27675548,.21953584,.48008507,.74405003,.59588826,.23566851,.50166255,.37589818,.13430059,.21473104,.1691685,.094976053,.22290111,.16839732,.023238942,.059151363,.035647519,203.57715,267.19327,250.55328,276.32309,307.43964,293.63742,285.89725,324.23959,312.99091,9.7616224,74.26416,25.625816,1.2287446,1.3878547,1.2846107,-.38968471,-.012562205,-.21435423,.28673494,.4333452,.34864703,87,28,40,4,79,8,77,22,83,86,77,80,75,67,29,61,9,37,48,14
2020,27106.016,20968.01,349261,259503,Dakota,.22337395,.35324112,.61762655,.38619477,.17780323,.16974539,.053628568,245.88901,290.12415,300.35495,172.18863,1.3022467,-.23605902,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.14426591,.29650617,.2319919,.48378801,.75249541,.61278534,.25295296,.51295453,.385169,.13670987,.21196637,.17217351,.10283691,.23283932,.17904148,.031187806,.067310147,.047887679,215.11102,271.06503,256.39044,273.45261,308.13028,291.91641,286.28668,324.3165,309.64941,139.12773,222.00336,181.13573,1.1995635,1.4043056,1.2730213,-.43689099,-.070365131,-.25117117,.27371272,.45931023,.35818809,87,34,38,4,79,7,80,28,86,86,76,83,83,66,29,63,9,35,48,16
2021,27106.016,20968.01,349261,259503,Dakota,.25496659,.39383835,.62987673,.4069272,.16516691,.19718394,.05778265,253.00586,315.47516,320.31696,8.4505863,1.2731303,,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,,.42891139,.14711505,.34616843,.26123729,.46800688,.77562833,.62887406,.26313177,.53973722,.39804929,.12078761,.19799796,.15711397,.11210535,.27339816,.19688947,.025966093,.071165413,.04771902,216.93445,285.75369,268.67587,294.8642,335.71225,319.32605,305.58804,348.41608,329.56787,6.6138434,8.7578583,7.5596886,1.1940556,1.3620801,1.2671402,,,,.30662668,.49861872,.42413503,87,29,36,4,80,6,78,26,,86,78,81,16,59,26,65,9,33,52,16
2022,27106.016,20968.01,349261,259503,Dakota,.26338765,.40069604,.63607299,.42902762,.1539946,.21033689,.05305076,254.22023,309.64938,316.88861,8.0976648,1.2602123,,.26744977,.59806472,.34602442,.18187934,.19728884,.070160918,206.02438,267.03397,268.21628,8.9497108,1.2590977,,.42291179,.28764853,.59792238,.42707723,.1100736,.22687696,.060771573,253.76491,311.44153,320.31583,7.7107048,1.2617077,,.47959268,.24278243,.59823847,.24704041,.26957062,.16115496,.081627466,147.72226,205.79477,197.83298,10.619012,1.2555509,,.35369146,.23990816,.56106758,.30584425,.12088981,.16885473,.050118964,211.27977,288.37915,295.1109,7.2191019,1.2429373,,.44643068,.16701616,.35134929,.27823487,.49438664,.77573925,.64056879,.30255085,.55300105,.43196735,.11429878,.19003706,.15057857,.12532264,.28872633,.21549034,.027523577,.066131465,.049226183,221.89386,287.24957,263.81137,289.14667,331.59818,313.08063,304.70767,347.11118,324.62411,6.2580762,8.3883266,7.1906357,1.1836374,1.3458414,1.266017,,,,.32311657,.50902319,.43587816,87,28,39,9,81,22,66,24,,86,81,82,14,53,24,67,8,30,58,12
2012,1372.9996,901.99976,349261,259503,Dodge,.040645365,.051145177,.69939882,.097266644,.56148678,0,.040645365,122.71103,226.48686,,32.740894,,.63455164,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,2.5276571e-15,.095860824,.00041112065,.18927953,1.2403703,.68415791,0,.24116609,4.6129379e-08,.18927953,.85761571,.50426799,0,0,0,2.5276571e-15,.095860824,.00041112065,115.5268,132.35086,125.35815,182.99446,284.23917,194.02226,,,,4.3333421,22.194588,14.138918,,,,.036918104,1.2760352,.60910422,7.9846671e-09,.07953658,.020604134,87,54,25,43,21,44,54,55,39,66,37,,19,,80,14,6,57,36,7
2013,1372.9996,901.99976,349261,259503,Dodge,.040847529,.051242001,.76128387,.097266644,.62337184,.00020216216,.040645365,123.97514,202.82664,182.80174,16.142454,1.4449574,.36584646,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,2.5279165e-15,.095860824,.00047998552,.25567755,1.3054497,.74715215,0,.24116609,4.6129379e-08,.22212112,.98050356,.66523713,0,6.7868272e-10,6.6814901e-27,2.5276571e-15,.095860824,.00041112065,116.97575,133.66765,129.70958,182.69154,219.91119,194.32782,153.54799,189.66678,160.63858,4.3333421,22.194588,14.138918,1.0674214,1.5945516,1.241205,.076452404,.73014665,.34568435,4.4035522e-11,.073857673,.00099068286,87,64,24,44,17,42,50,66,47,62,68,31,30,34,82,13,5,56,37,7
2014,1372.9996,901.99976,349261,259503,Dodge,.071915731,.076479927,.76701546,.097266644,.59813267,.0002996212,.071616113,121.65401,202.65332,184.08188,11.663922,1.4367172,.32666713,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,7.4944332e-08,.13200474,.081933863,.24003054,1.3039726,.66872859,0,.24116609,4.6129379e-08,.24003054,.92948455,.54143524,0,6.7868272e-10,6.6814901e-27,7.4944332e-08,.13200474,.081873007,117.93415,129.91367,125.86433,183.27223,220.24454,194.96671,157.9471,191.19455,165.52116,4.1944528,18.111149,5.6021023,1.0976428,1.575322,1.2755328,-.084802009,.76296282,.25606808,.000034182576,.099922426,.08748211,87,76,26,50,17,54,55,83,54,66,64,40,30,44,78,13,9,51,40,10
2015,1372.9996,901.99976,349261,259503,Dodge,.062586941,.056919474,.74646246,.10347938,.58069575,.00029962166,.062287316,126.67679,200.78574,189.92998,15.225819,1.4555217,.25956914,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,3.6785382e-28,.13200474,.047420405,.29916856,1.2841965,.63040102,1.6057620e-30,.24116609,.0069390768,.28507537,.89878464,.50655752,0,6.7868272e-10,6.6814901e-27,3.6785382e-28,.13200474,.047420405,122.18248,131.06769,128.85497,183.69446,207.77783,195.08336,163.20718,196.38899,170.59222,4.9555759,26.166719,9.1863194,1.1205847,1.5324405,1.2833786,-.2264034,.84449065,.082776822,5.0479089e-26,.10044935,.079359315,87,79,25,41,13,59,58,84,59,70,66,59,56,58,78,14,8,49,41,10
2016,1372.9996,901.99976,349261,259503,Dodge,.0004016457,.0032038437,.26130253,.10765466,.15333253,.000086294975,.00031535071,112.9454,162.88977,107.25558,78.005524,1.4821334,.096585296,.10475305,.30868447,.16964787,.11242023,.07813669,.026616363,168.51242,242.1907,246.28207,38.804512,1.6600305,7.6565043e-10,.2843667,.13995342,.37132013,.24233294,.10267338,.1136396,.026313821,221.29439,274.26117,281.49667,12.025635,1.3112875,-.145895,.35410124,.061771214,.23220243,.080894902,.12432174,.034785431,.026985783,104.06235,203.03069,187.33775,71.503181,2.2442749,.17814684,.19921653,.067397177,.26988581,.12638226,.08399827,.039365496,.0077712298,179.23958,254.69212,267.13513,10.302787,1.3251808,-.076522715,.25419465,0,2.0033946e-08,1.5004709e-23,.02706044,.38459986,.23959814,0,.2100942,.000017294071,.023708031,.24751531,.13567513,0,6.9122798e-11,3.4290078e-29,0,1.9964823e-08,1.5004665e-23,99.499695,152.88814,106.3273,135.10182,185.38335,153.07408,86.129097,95.406891,92.21244,18.277813,152.6114,24.944494,.58443755,.93295491,.8508631,-.14075543,.25784418,.15034819,0,7.2725122e-08,5.6615380e-23,87,78,24,21,27,58,76,81,67,66,20,10,49,27,59,41,0,36,55,9
2017,1372.9996,901.99976,349261,259503,Dodge,.075219847,.1267902,.52470171,.073893435,.37644243,.00048284396,.074737005,124.59449,249.1328,178.38705,23.470448,1.2478815,.23804598,.16696499,.44115615,.21265782,.17964444,.11711731,.049847685,183.03572,275.08139,247.28606,25.716303,1.3437595,.00013756404,.34881932,.18493438,.43973619,.2857779,.1252379,.15530461,.029629765,227.56776,279.61356,284.02005,12.382446,1.3146435,-.19302246,.40445119,.14502324,.44288999,.12337369,.24607818,.070488229,.07453502,128.62953,269.54431,195.3779,42.006691,1.3853948,.2361272,.2808893,.14204176,.41139814,.1803634,.13195089,.09526775,.021559807,187.25017,269.0394,264.0014,8.5519934,1.2634766,-.11787421,.3744601,1.3804517e-08,.13200474,.083038419,.097456507,.84900266,.50062835,0,.1824289,3.4885495e-08,.096252412,.5749383,.38142842,0,1.2151615e-09,3.7264325e-25,1.3804517e-08,.13200474,.083038419,113.64843,132.81598,130.65672,189.00624,325.91678,200.30003,165.01392,175.65283,169.65282,4.1944528,18.722258,5.6021023,1.0490468,1.3479389,1.094914,-.13401483,.5550164,.3114624,.00003798211,.15391934,.13160011,87,75,20,52,9,73,41,77,47,60,37,42,24,34,72,14,14,41,48,11
2018,1372.9996,901.99976,349261,259503,Dodge,.082373947,.12348222,.58583391,.073702559,.43730795,.0075505776,.074823365,131.62941,216.61714,184.76245,11.711975,1.270618,.18552199,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.00087959011,.13200474,.086906105,.21225072,.91116136,.5359621,0,.18240257,3.4885495e-08,.17205539,.63841045,.49228567,1.5437424e-30,2.2150590e-07,2.3569288e-21,1.3804517e-08,.13200474,.083038419,118.84887,141.22,135.74521,196.39667,226.43341,208.04448,167.0834,198.77783,191.99995,4.1944528,18.722258,5.6021023,1.0994884,1.4166373,1.2258141,-.30158004,.59231919,.26105925,.035069175,.15624569,.12452421,87,78,32,53,17,73,51,81,60,67,55,60,37,57,75,13,13,41,47,12
2019,1372.9996,901.99976,349261,259503,Dodge,.11638279,.14533636,.68539715,.084725887,.51766616,.033377685,.0830051,129.73344,200.07431,143.03944,10.411966,.99491048,.23550811,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.0040954854,.2009598,.097680986,.20523417,1.0375201,.69857091,8.2912083e-33,.21620047,.029666258,.19965246,.76539963,.59425986,2.4364588e-25,.07892476,2.4965121e-07,4.4572451e-07,.14671454,.094161287,121.07983,139.52144,135.50761,188.47276,205.60176,194.1886,131.3179,149.15137,143.19174,3.6965067,16.583382,5.4822006,.84299994,1.0870883,.942909,-.26502964,.67991292,.30840269,.049751997,.21662802,.15516222,87,70,25,52,10,61,56,76,51,64,56,32,22,20,76,12,12,37,48,14
2020,1372.9996,901.99976,349261,259503,Dodge,.091870405,.12305234,.60717869,.091134608,.45658609,.03241244,.059457965,146.03157,200.88428,146.0441,139.62831,.9977023,.044725794,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,3.3856614e-07,.14481148,.11131606,.22304359,.94313031,.57967257,1.7965545e-14,.17644067,.00004109395,.16430809,.70250511,.46742445,8.8711540e-31,.058944158,.023257291,3.3856614e-07,.10162236,.082120888,137.64423,152.94551,148.92917,192.47076,204.69449,195.89668,132.35921,148.24484,138.07048,88.850693,184.30466,173.32318,.85984427,.9639616,.92817569,-.31978872,.39330122,-.042293034,.000024305384,.17570455,.15831764,87,83,39,54,18,67,77,83,71,70,55,28,79,17,75,15,10,35,48,16
2021,1372.9996,901.99976,349261,259503,Dodge,.097379155,.20214291,.61917579,.14108764,.43364087,.052931882,.044447273,146.3535,207.31982,149.88121,11.257017,.97373462,,.25498864,.58233821,.30032423,.19155487,.16452955,.090459101,200.82707,275.34302,272.51553,8.8873844,1.261619,,.4128885,.27336735,.57948226,.39852765,.11708596,.20949866,.063868679,251.81323,316.85901,323.74631,7.80584,1.2729286,,.46881911,.23254494,.5858258,.18040022,.28249481,.10961416,.12293078,138.5638,213.12578,198.2066,10.293574,1.2451237,,.34458718,.2208669,.53308749,.25042906,.12387804,.13743189,.057669424,204.30151,297.31744,303.00916,7.2924871,1.2356136,,.42891139,7.4164134e-08,.11248665,.080406964,.14788246,.90462059,.64825511,9.9164116e-16,.31241682,2.2143240e-06,.14302678,.6398142,.4690637,2.2500720e-20,.043135226,.0043124845,1.3928526e-10,.078383781,.056659695,130.93314,160.53493,148.3894,193.90837,218.69724,203.04341,137.61726,161.35114,144.68388,4.5579834,18.654203,6.4325876,.82477355,1.0551693,.97706902,,,,.0025784187,.37199697,.079922564,87,84,37,40,16,61,83,73,,69,54,27,49,9,70,23,7,33,52,16
