year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium
2013,10506,8069,St. Louis,.028954102,.55576867,.16239674,.018779395,.10734653,116.35059,156.09444,156.89087,14.278138,1.1805551,.12218715,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,55,18,30,19,30,54,57,32,21,17,15
2014,10506,8069,St. Louis,.058381904,.58370894,.18320854,.03285329,.13985509,111.03716,159.6684,172.05882,9.6594658,1.3118304,.16001239,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,54,17,40,18,30,53,53,28,36,13,26
2015,10506,8069,St. Louis,.056556586,.54622197,.18547592,.029255705,.1213593,115.22623,163.37286,168.87727,9.6915827,1.2528223,.09840472,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,56,14,46,29,41,62,57,30,41,15,29
2016,10506,8069,St. Louis,.12446261,.49646941,.17469582,.055848774,.11009195,129.2386,195.28923,185.44905,14.667164,1.2562608,.062756635,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,63,18,42,36,33,64,64,34,46,34,35
2017,10506,8069,St. Louis,.17573453,.4958818,.19130968,.087065391,.12193428,117.07803,221.52841,180.22147,19.940445,1.1918477,.16030358,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,60,20,35,32,28,47,54,30,48,34,34
2018,10506,8069,St. Louis,.15613204,.45024425,.17067006,.072300509,.10108998,128.61476,189.13501,158.823,10.069263,1.0400859,.10180682,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,67,23,38,37,31,55,60,30,39,24,20
2012,2996,2195,Stearns,,.63359976,.12199422,,.013201957,126.99316,200.17261,,44.512726,,.50421548,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,34,28,,70,,59,72,24,,32,
2013,2996,2195,Stearns,.030492114,.6699757,.13918874,.02825213,.02067109,129.22775,182.12192,215.64496,17.873289,1.663493,.10459633,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,33,26,24,64,29,57,68,55,48,36,49
2014,2996,2195,Stearns,.053842418,.68429822,.15654433,.04332833,.052410506,128.14671,188.99442,189.02301,11.030889,1.4366536,.10775687,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,40,27,34,66,33,57,72,57,42,25,43
2015,2996,2195,Stearns,.10772128,.66010952,.14691903,.073954046,.054963354,126.57681,188.64656,175.33636,11.058666,1.3621963,.21556976,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,37,29,21,61,20,45,69,56,51,29,43
2016,2996,2195,Stearns,.14056025,.62371904,.16063812,.093926474,.048273336,139.66721,198.71898,191.42111,13.572351,1.31703,.13595027,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,38,22,24,71,30,55,73,38,48,30,41
2017,2996,2195,Stearns,.14774172,.59953469,.16938794,.087447129,.058572598,134.87527,211.68971,213.27267,14.486949,1.578061,.094290838,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,37,25,33,68,35,55,71,23,65,27,68
2018,2996,2195,Stearns,.15250154,.57553321,.15867329,.082923271,.061136819,149.05156,223.91548,199.24309,10.988242,1.2592973,.073472627,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,35,25,30,64,33,58,73,61,68,33,56
2012,3960,2862,Steele,,.84520322,.20287104,,.056595627,121.67209,193.49365,,17.246883,,.84089714,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,9,12,,41,,20,64,18,,8,
2013,3960,2862,Steele,.090380095,.845052,.19236887,.080378219,.037713595,125.96048,188.19893,205.39082,11.334142,1.6563755,.3819485,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,13,13,11,53,11,14,65,58,44,4,48
2014,3960,2862,Steele,.10425632,.79871124,.17711809,.084183834,.068700984,122.14206,189.91873,201.93398,7.2386589,1.6387875,.33944964,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,21,19,16,58,16,25,67,58,48,2,57
2015,3960,2862,Steele,.10187297,.80068856,.18419558,.084321991,.070024379,126.4016,205.43742,211.46382,8.1260433,1.6577566,.32983929,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,12,15,16,56,21,27,68,67,65,7,74
2016,3960,2862,Steele,.11648683,.70677334,.16010173,.085321449,.059505481,133.72449,204.16811,215.91516,7.5492816,1.5929641,.21919763,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,22,23,29,61,38,41,69,45,61,5,64
2017,3960,2862,Steele,.14980555,.66483688,.1539308,.10619457,.076911107,125.3491,208.77348,192.41121,7.4740701,1.4708886,.21024907,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,25,29,24,58,34,37,65,21,54,3,63
2018,3960,2862,Steele,.15289602,.67406386,.176824,.11143129,.079407699,134.07806,218.74568,198.1478,6.9773927,1.3969249,.26540151,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,18,19,17,49,32,29,68,58,66,3,69
2012,492,328,Stevens,,.67876714,.11286046,,.034499526,99.096451,199.71571,,97.625763,,.83725661,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,30,33,,56,,22,26,23,,66,
2013,492,328,Stevens,0,.80784398,.11286046,0,.034499526,105.89486,146.44109,139.00606,20.591028,1.3101041,.29596978,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,17,36,70.5,54,70.5,23,32,19,12,50,20
2014,492,328,Stevens,0,.87153912,.11286046,0,.084141009,101.37463,140.27017,141.44525,18.529232,1.3663479,.31066608,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,15,42,76.5,48,76.5,31,34,15,16,72,33
2015,492,328,Stevens,.071382634,.79444999,.08155939,.08155939,.12274286,88.170578,127.57941,127.57941,9.7406654,1.2624282,.49872556,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,14,51,18,28,32,9,8,7,9,16,32
2016,492,328,Stevens,.099686809,.7297284,.08136452,.11943185,.15734155,76.026695,224.37596,128.2883,10.028339,1.5212526,.56634629,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,17,51,16,16,39,7,3,54,5,19,56
2017,492,328,Stevens,.03332771,.66613781,.094498724,.020990826,.15748902,80.659462,212.82443,107.75696,25.545938,1.0215067,.30149433,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,24,48,68,22,72,24,6,24,4,44,12
2018,492,328,Stevens,.10601963,.66501456,.094486147,.046646137,.15748902,81.76149,181.86867,117.95858,9.4982872,1.082719,.45541915,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,20,44,57,16,46,8,2,25,6,21,28
2012,576,551,Swift,,.80686629,.10902555,,.062507272,97.796707,296.3732,,46.795082,,1.0223218,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,12,36,,38,,10,24,61,,36,
2013,576,551,Swift,.089414895,.88753015,.10902555,.10902555,.10515305,93.014717,129.52679,116.48421,23.082876,1.0637608,.73784965,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,9,39,6,20,12,5,10,11,5,57,8
2014,576,551,Swift,.086535759,.94808906,.10902555,.10902555,.14457802,89.608765,131.29483,117.43527,22.286108,1.0642651,.72878432,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,8,45,12,15,21,2,14,8,5,78,6
2015,576,551,Swift,.089015596,.76841253,.10921621,.10921621,.090506896,91.442871,132.4232,121.68314,35.34531,1.1190341,.59350598,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,20,38,11,44,23,5,15,9,6,87,14
2016,576,551,Swift,2.7757632e-22,.72398001,.10902555,1.0918731e-23,.16265902,93.236702,215.86952,214.7142,30.225637,1.6342077,.29174191,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,18,41,80,14,80,32,12,51,57,66,65
2017,576,551,Swift,1.6294748e-21,.64112854,.10902555,4.7769447e-23,.1297034,91.244133,301.80856,376.47479,95.213951,2.758388,-.19654265,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,29,43,81,30,81,77,20,57,81,83,80
2018,576,551,Swift,2.9035479e-21,.76339173,.27874792,1.2738520e-22,.11335548,103.46728,154.6149,152.64053,22.593172,1.2583784,-.29949567,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,8,9,81,33,81,80,28,6,31,78,55
2012,1585,1188,Todd,,.35014322,2.7148455e-09,,.10481117,80.050537,414.60165,,33.900795,,.58091456,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,82,78,,19,,50,2,76,,21,
2013,1585,1188,Todd,.0002817944,.36550456,.0017740836,.00014440123,.075145699,90.540031,163.86084,167.38066,15.816973,1.5570679,.096813865,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,84,76,43,34,45,58,7,44,27,27,41
2014,1585,1188,Todd,.0069440687,.36502096,.0026611194,.0028055094,.10978419,83.665581,159.04063,163.25497,15.040587,1.5531271,.04678341,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,87,77,52,36,53,71,4,26,29,52,52
2015,1585,1188,Todd,.022736179,.42901075,.044830728,.015266078,.139605,86.079575,155.33586,123.58161,13.978824,1.1097546,.10773413,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,83,66,52,22,54,61,5,24,7,50,13
2016,1585,1188,Todd,.079476692,.43985045,.033903532,.063985527,.13359264,103.70325,265.46716,192.0407,20.747599,1.5902957,.14034119,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,76,69,38,27,49,53,28,67,50,48,63
2017,1585,1188,Todd,.10330341,.42022854,.040672276,.070367925,.14073361,89.103241,343.87015,195.03531,33.789032,1.7049844,.13804707,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,79,66,45,26,51,50,16,66,56,53,72
2018,1585,1188,Todd,.11212562,.40899661,.014914579,.058760159,.11932395,96.523186,189.54628,134.08067,13.920355,1.1258003,.14443184,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,78,72,48,31,44,46,16,31,16,51,37
2012,467,393,Traverse,,.82693708,0,,.21848738,95.107063,549.85657,,193.45331,,1.0755804,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,10,83.5,,5,,6,16,80,,79,
2013,467,393,Traverse,0,1.0455846,0,0,.21848738,104.95422,225.24074,203.87093,56.048618,1.8011022,.54389411,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,3,83.5,70.5,5,70.5,6,29,74,43,82,56
2014,467,393,Traverse,0,1.1406966,0,0,.47137251,86.920517,220.54076,207.43077,11.112698,1.9095042,.70745063,.58581603,.23326772,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,.0020772035,.15582444,,,,,,,,,,,,.67612052,.14201587,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.21532698,.061591212,.54117668,.20257875,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.047465313,.1375131,87,2,83.5,76.5,3,76.5,4,7,72,51,26,71
2015,467,393,Traverse,0,.80948305,0,0,.25288513,87.1576,217.31558,217.31558,11.174042,1.8989724,.46065998,.5579595,.22679776,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,.002564329,.17892995,,,,,,,,,,,,.64009982,.13522397,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.22015743,.078600131,.51399022,.20070736,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.034083158,.16881365,87,10,82.5,79.5,5,79.5,14,6,70,69,30,80
2016,467,393,Traverse,,.80017221,0,,.25288513,85.289383,275.39227,,22.31214,,,.54536021,.23544866,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-.020886343,.21625373,,,,,,,,,,,,.59937966,.13340059,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.19057089,.12273604,.51103741,.20528212,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.039769154,.22033915,87,10,82,,4,,,8,69,,52,
2017,467,393,Traverse,,.79609215,0,,.25288513,86.200508,395.37631,,29.887316,,,.54869336,.25461191,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-.018083453,.24132439,,,,,,,,,,,,.58497655,.14603442,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.19906473,.1612135,.51884514,.22063032,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.050442807,.25949246,87,8,82,,4,,,9,70,,49,
2018,467,393,Traverse,,.68383378,0,,.25288513,90.856094,283.63702,,10.816198,,,.52262598,.2458825,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-.025971804,.2455937,,,,,,,,,,,,.55946279,.13497612,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.18644635,.14950036,.48326793,.21080883,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.063315108,.25454924,87,17,82,,3,,,7,76,,30,
2012,1216,934,Wabasha,,.68091911,.067089073,,.018053589,122.26511,207.29518,,195.81616,,.6140359,.5348947,.19158287,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,,,,,,,,,,,,,.61584675,.11383594,,.075171843,114.67954,244.49701,,60.074459,,.60050148,,.49562806,.16701594,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,,87,29,56,,68,,43,65,27,,80,
2013,1216,934,Wabasha,0,.72149068,.067089073,0,.020059545,127.14149,183.1926,295.22714,34.362766,2.2736001,.091520943,.5584662,.2060665,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,.0012053046,.13281661,,,,,,,,,,,,.65383154,.11700851,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.18068115,.031784508,.5121603,.1799643,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.032307398,.1087542,87,28,57,70.5,65,70.5,60,66,57,79,72,74
