year,county,s_county_N_below_supply,s_county_N_above_cost,s_county_N_below_quality
2017,Benton,.42153847,.013846153,.081538461
2015,Benton,.3876923,0,.14153846
2014,Benton,.33846155,0,.066153847
2013,Benton,.39384615,0,.0030769231
2016,Benton,.34,0,.066153847
2018,Benton,.35692307,.015384615,.15230769
2012,Benton,.43076923,0,
2017,Morrison,.48780489,.0024390244,.50243902
2012,Morrison,.56829268,0,
2013,Morrison,.5219512,0,.21707317
2018,Morrison,.5487805,.0073170732,.71707314
2014,Morrison,.48780489,0,.41707316
2015,Morrison,.54146343,.0024390244,.54390246
2016,Morrison,.49756098,0,.66585368
2014,Big Stone,.3611111,0,.2361111
2016,Big Stone,.3888889,0,1
2017,Big Stone,.3888889,0,1
2012,Big Stone,.375,0,
2018,Big Stone,.3611111,0,1
2015,Big Stone,.3888889,0,.27777779
2013,Big Stone,.375,0,.41666666
2012,Lac qui Parle,.52173913,0,
2018,Traverse,.35294119,0,1
2017,Lac qui Parle,.78260869,.032608695,.97826087
2016,Traverse,.35294119,0,1
2013,Lac qui Parle,.52173913,0,.80434781
2018,Lac qui Parle,.51086956,.021739131,.96739131
2015,Traverse,.35294119,0,.20588236
2017,Traverse,.35294119,0,1
2015,Lac qui Parle,.51086956,.021739131,.39130434
2014,Traverse,.35294119,0,.20588236
2014,Lac qui Parle,.51086956,.010869565,.41304347
2013,Traverse,.35294119,0,.20588236
2016,Lac qui Parle,.51086956,.032608695,.69565219
2012,Traverse,.35294119,0,
2013,Blue Earth,.28189912,.019287834,.3323442
2018,Blue Earth,.39317507,.0089020776,.4718101
2016,Blue Earth,.3397626,.025222551,.39169139
2014,Blue Earth,.3486647,.019287834,.3694362
2017,Blue Earth,.37833828,.0089020776,.22997032
2012,Blue Earth,.28189912,.0059347181,
2015,Blue Earth,.36053413,.002967359,.34569734
2015,Le Sueur,.2987805,.018292682,.2682927
2016,Le Sueur,.28048781,.024390243,.14329268
2015,Faribault,.53174603,.0079365084,.3888889
2017,Le Sueur,.33841464,.024390243,.070121951
2013,Waseca,.2090909,0,0
2016,Faribault,.47619048,.0079365084,.45238096
2013,Faribault,.58730161,0,.21428572
2018,Le Sueur,.32317072,0,.125
2018,Faribault,.48412699,0,.5714286
2012,Le Sueur,.25304878,0,
2014,Le Sueur,.28048781,.0060975607,.10060976
2016,Waseca,.88636363,.022727273,.036363635
2017,Waseca,.90909094,0,.040909089
2015,Waseca,.62272727,0,.0090909088
2017,Faribault,.52380955,.0079365084,.5714286
2014,Faribault,.53968257,0,.19047619
2013,Le Sueur,.25304878,0,.024390243
2012,Waseca,.10909091,0,
2014,Waseca,.45909092,0,.0045454544
2018,Waseca,.90454543,0,.66818184
2012,Faribault,.53174603,0,
2015,Brown,.16455697,0,.30696201
2018,Brown,.18670887,0,.23101266
2016,Brown,.19303797,0,.35759494
2017,Brown,.17088607,0,.25316456
2012,Brown,.19620253,0,
2014,Brown,.19620253,0,.094936706
2013,Brown,.19303797,0,.003164557
2017,Redwood,.58598727,0,.39490446
2018,Redwood,.51592356,0,.40127388
2012,Redwood,.52229297,0,
2016,Redwood,.57961786,0,.50955415
2014,Redwood,.52866244,0,.18471338
2013,Redwood,.53503186,0,.10828026
2015,Redwood,.49044585,0,.012738854
2015,Carlton,.48022598,.011299435,.65254235
2018,Carlton,.44067797,.0028248588,.71468925
2012,Carlton,.65254235,.0028248588,
2014,Carlton,.45480227,.0056497175,.61864406
2013,Carlton,.50282484,0,.24293785
2016,Carlton,.50564975,.01977401,.74858755
2017,Carlton,.4519774,.059322033,.77401131
2017,Carver,.49525893,.81692195,.41794312
2014,Carver,.58716267,.77680522,.26622903
2018,Carver,.5514223,.79722828,.36250913
2012,Carver,.58789206,.80889863,
2013,Carver,.59883296,.78045225,.31436908
2016,Carver,.54850477,.8074398,.42377827
2015,Carver,.54704595,.80889863,.42596644
2013,Chippewa,.35443038,0,.2658228
2018,Chippewa,.41139239,0,.46202531
2016,Chippewa,.32278481,0,.2278481
2014,Chippewa,.34177214,0,.65189874
2017,Chippewa,.34177214,0,.31645569
2012,Chippewa,.34810126,0,
2015,Chippewa,.34810126,0,.10759494
2014,Chisago,.63105178,.048414022,.2954925
2015,Chisago,.65776294,.036727879,.21702838
2012,Chisago,.6527546,.15859766,
2016,Chisago,.72621036,.038397327,.29048413
2017,Chisago,.60934889,.048414022,.40233722
2013,Chisago,.65943241,.096828043,.21869783
2015,Pine,.75704223,0,.48591548
2018,Chisago,.68948245,.071786307,.23706177
2017,Washington,.55452126,.65591753,.47739363
2016,Pine,.76056337,.063380279,.51056337
2013,Pine,.72535211,.014084507,.25
2014,Washington,.6200133,.78756648,.42586437
2012,Washington,.58244681,.87466753,
2016,Washington,.5625,.65192819,.52094418
2014,Isanti,.70801032,.087855294,.34625322
2013,Isanti,.69250643,.036175709,.15762274
2013,Washington,.64860374,.83676863,.59042555
2016,Isanti,.76485789,.043927647,.56589144
2015,Isanti,.71576226,.072351418,.39793283
2018,Isanti,.67441863,.025839793,.50387597
2018,Pine,.76408452,.0070422534,.55985916
2017,Isanti,.76485789,.056847546,.50904393
2015,Washington,.62765956,.78125,.44946808
2018,Washington,.55784577,.58377659,.4481383
2012,Isanti,.70801032,.072351418,
2012,Pine,.74295777,.038732395,
2017,Pine,.76056337,.014084507,.59507042
2014,Pine,.72887325,.01056338,.51408452
2014,Clay,.39376444,0,.046189375
2015,Clay,.40762123,0,.036951501
2016,Clay,.43187067,.0011547344,.13625866
2017,Clay,.38799077,0,.15242495
2012,Clay,.32448035,.0046189376,
2018,Clay,.39030024,0,.16166282
2013,Clay,.32678983,0,.21824481
2017,Clearwater,.70999998,0,.46000001
2013,Clearwater,.74000001,0,.67000002
2016,Clearwater,.69,0,.61000001
2015,Clearwater,.63,0,.56999999
2018,Clearwater,.69,0,.95999998
2012,Clearwater,.74000001,0,
2014,Clearwater,.69999999,0,.58999997
2017,Cook,.46875,.03125,.84375
2016,Cook,.4375,0,.78125
2013,Cook,.5,.125,.25
2015,Cook,.4375,.03125,.25
2014,Cook,.4375,.0625,.3125
2018,Cook,.46875,.03125,.4375
2012,Cook,.5,.03125,
2013,Cottonwood,.30167598,0,.2122905
2018,Cottonwood,.46927375,0,.35754189
2012,Cottonwood,.33519554,0,
2016,Cottonwood,.41340783,0,.39664805
2015,Cottonwood,.2793296,0,.25139666
2014,Cottonwood,.37430167,0,.23463687
2017,Cottonwood,.37430167,0,.40223464
2016,Jackson,.38167939,.015267176,.74045801
2013,Watonwan,.4054054,0,.0054054055
2014,Watonwan,.98378378,0,.021621622
2015,Jackson,.39694658,0,.11450382
2017,Jackson,.40458015,.022900764,.57251906
2018,Jackson,.40458015,0,.45038167
2016,Watonwan,.98918921,0,.3027027
2018,Watonwan,.9297297,0,.71891892
2014,Jackson,.38167939,0,.10687023
2013,Jackson,.41221374,.0076335878,.1221374
2017,Watonwan,.42702702,0,.91891891
2015,Watonwan,.8918919,0,.61621624
2012,Watonwan,.39459458,0,
2012,Jackson,.41221374,.015267176,
2018,Crow Wing,.53228122,.014347202,.54375899
2014,Crow Wing,.51649928,.038737446,.13342898
2017,Crow Wing,.56671447,.0086083217,.44189382
2012,Crow Wing,.50071734,.0028694405,
2013,Crow Wing,.49928263,.0014347202,.11190818
2016,Crow Wing,.58536583,.043041606,.35868007
2015,Crow Wing,.52797705,.038737446,.31707317
2013,Mille Lacs,.5321101,.0061162082,.27522936
2017,Mille Lacs,.57798165,0,.43730888
2018,Mille Lacs,.57186544,0,.47706422
2015,Mille Lacs,.5321101,.0091743115,.23547401
2014,Mille Lacs,.55657494,.0091743115,.24770643
2012,Mille Lacs,.55045873,.036697246,
2016,Mille Lacs,.55963302,.079510704,.35779816
2014,Dakota,.51143825,.91625226,.58663219
2012,Dakota,.40700218,.9327631,
2016,Dakota,.44698629,.84245074,.47781977
2015,Dakota,.53152972,.92599958,.53391683
2018,Dakota,.51442212,.90928984,.42788941
2013,Dakota,.48537895,.93415558,.66381538
2017,Dakota,.40899146,.79769248,.49134672
2012,Dodge,.47085202,0,
2018,Dodge,.48878923,0,.071748883
2013,Dodge,.47085202,0,.10762332
2016,Dodge,.48430493,0,.29147983
2017,Dodge,.50224215,0,.18834081
2015,Dodge,.47982064,.0044843052,.0044843052
2014,Dodge,.47982064,0,.0044843052
2017,Olmsted,.26215646,.62050742,.60993659
2016,Olmsted,.27748415,.52219874,.55761099
2014,Olmsted,.22251585,.49894291,.71987313
2012,Olmsted,.21775898,.43446088,
2018,Olmsted,.23467231,.56342494,.61469346
2015,Olmsted,.21934462,.60676533,.71828753
2013,Olmsted,.23678647,.43234673,.62315011
2013,Douglas,.23201856,0,.225058
2017,Douglas,.33410674,.0092807421,.29234338
2012,Douglas,.27146173,0,
2015,Douglas,.27146173,0,.1438515
2016,Douglas,.24593967,.0092807421,.19025522
2014,Douglas,.22273782,0,.14617169
2018,Douglas,.37122971,.0069605568,.28074247
2012,Grant,.78666669,.026666667,
2015,Pope,.52941179,0,.2857143
2017,Pope,.68907565,.016806724,.93277311
2018,Grant,.50666666,0,.97333336
2016,Grant,.49333334,0,.82666665
2018,Pope,.68907565,.0084033618,.93277311
2014,Grant,.60000002,0,.47999999
2014,Pope,.52100843,0,.25210086
2016,Pope,.68907565,0,.93277311
2015,Grant,.68000001,0,.46666667
2012,Pope,.6134454,0,
2013,Grant,.57333332,0,.46666667
2013,Pope,.47058824,0,.27731094
2017,Grant,.50666666,0,.97333336
2013,Fillmore,.39819005,0,.18552037
2016,Fillmore,.43438914,.18552037,.70588237
2018,Fillmore,.43891403,0,.80542988
2015,Fillmore,.4162896,0,.21719457
2017,Fillmore,.43891403,.049773756,.78280544
2014,Fillmore,.4162896,0,.31674209
2012,Fillmore,.40271494,.0090497741,
2012,Mower,.74576271,0,
2017,Houston,.35436893,0,.53883493
2014,Houston,.27184466,0,.11165048
2013,Winona,.34782609,0,.22425629
2016,Houston,.31553397,0,.83495146
2013,Houston,.27669904,0,.1262136
2018,Houston,.37378642,0,.61650485
2016,Mower,.904661,.019067796,.68432206
2018,Winona,.39130434,.0068649887,.15789473
2015,Houston,.39805827,0,.13106796
2014,Mower,.74788135,0,.038135592
2014,Winona,.35011441,.0022883294,.018306635
2018,Mower,.91101694,0,.80932206
2017,Mower,.90254235,0,.72245765
2013,Mower,.75847459,0,0
2016,Winona,.38443935,.0022883294,.26086956
2015,Mower,.89406782,0,.055084746
2012,Winona,.36155605,0,
2017,Winona,.43707094,.0091533177,.38443935
2012,Houston,.27184466,0,
2015,Winona,.35926774,.0022883294,.066361554
2012,Freeborn,.47457626,0,
2018,Freeborn,.54802263,0,.60169494
2017,Freeborn,.63841808,0,.77401131
2015,Freeborn,.50282484,.0028248588,.025423728
2013,Freeborn,.49435028,0,.16384181
2014,Freeborn,.48870057,0,.14406779
2016,Freeborn,.55367231,.0028248588,.096045196
2015,Goodhue,.47698745,.012552301,.20292887
2012,Goodhue,.41004184,.012552301,
2018,Goodhue,.48326361,.025104603,.43933055
2017,Goodhue,.52928871,.066945605,.5
2013,Goodhue,.4539749,0,.012552301
2014,Goodhue,.46652719,.010460251,.083682008
2016,Goodhue,.49790794,.012552301,.55020922
2017,Hennepin,.50851315,.97600174,.73756057
2018,Hennepin,.49618375,.97284603,.77102596
2012,Hennepin,.73139584,.98774403,
2013,Hennepin,.70879203,.98686337,.73190957
2014,Hennepin,.64046675,.98304713,.72134155
2016,Hennepin,.533759,.97299284,.72912079
2015,Hennepin,.61177158,.9831205,.74211067
2012,Itasca,.61181432,.016877636,
2014,Itasca,.60337555,.010548524,.70042193
2013,Itasca,.62869197,.0063291141,.56329113
2017,Itasca,.60548526,.014767933,.74683547
2018,Itasca,.59071732,.0021097045,.74261606
2016,Itasca,.58860761,.010548524,.72151899
2015,Itasca,.54008436,.0021097045,.74261606
2015,Kanabec,.56198347,0,.49586776
2018,Kanabec,.58677685,0,.42975205
2014,Kanabec,.56198347,0,.47933885
2012,Kanabec,.56198347,0,
2013,Kanabec,.61157024,0,.38842976
2016,Kanabec,.53719008,0,.53719008
2017,Kanabec,.55371898,0,.6859504
2018,Kandiyohi,.48468468,0,.46666667
2017,Kandiyohi,.51711714,0,.50090092
2012,Kandiyohi,.52072072,0,
2015,Kandiyohi,.49369368,.0018018018,.44144145
2013,Kandiyohi,.53693694,.0018018018,.13513513
2014,Kandiyohi,.49729729,.0018018018,.43243244
2016,Kandiyohi,.5045045,0,.51171172
2018,Meeker,.48760331,0,.64462811
2017,Stearns,.45319635,.020547945,.37157536
2013,Stearns,.39269406,0,.043378994
2016,Meeker,.50413221,0,.63636363
2017,Meeker,.48760331,0,.58264464
2012,Stearns,.38641551,0,
2013,Meeker,.54958677,0,.074380167
2014,Stearns,.42180365,.025684932,.22146119
2012,Meeker,.54545456,0,
2016,Stearns,.43264839,.017123288,.38584474
2014,Meeker,.54958677,0,.42561984
2015,Meeker,.48347107,0,.12396694
2018,Stearns,.46746576,.024543379,.46461186
2015,Stearns,.4280822,.010273973,.3242009
2012,Kittson,.43396226,0,
2016,Kittson,.49056605,0,.66037738
2017,Kittson,.49056605,.018867925,1
2014,Kittson,.43396226,0,.49056605
2015,Kittson,.47169811,0,.3018868
2018,Kittson,.49056605,0,1
2013,Kittson,.43396226,0,.60377359
2013,Marshall,.65714288,0,.33333334
2014,Marshall,.6761905,0,.34285715
2018,Marshall,.6857143,.01904762,.96190476
2016,Marshall,.66666669,.03809524,.65714288
2015,Marshall,.65714288,0,.35238096
2012,Marshall,.66666669,0,
2017,Marshall,.65714288,.047619049,.87619048
2017,Koochiching,.93442625,.0081967209,.29508197
2012,Koochiching,.98360658,.032786883,
2016,Koochiching,.72131145,0,.99180329
2014,Koochiching,.64754099,.0081967209,.59836066
2018,Koochiching,.93442625,0,1
2015,Koochiching,.59016395,0,.16393442
2013,Koochiching,.54918033,.0081967209,.1147541
2017,Yellow Medicine,.54471546,0,.34959349
2016,Yellow Medicine,.48780489,0,.49593496
2018,Yellow Medicine,.48780489,0,.30081302
2014,Yellow Medicine,.48780489,0,.30894309
2015,Yellow Medicine,.47967479,0,.30081302
2012,Yellow Medicine,.52845526,0,
2013,Yellow Medicine,.48780489,0,.2682927
2016,Lake,1,0,.30147058
2013,Lake,.94117647,.029411765,.32352942
2015,Lake,.99264705,.014705882,.27205881
2012,Lake,.99264705,.044117648,
2017,Lake,1,.022058824,.29411766
2018,Lake,.99264705,0,.9852941
2014,Lake,.9852941,.014705882,.8602941
2015,Lake of the Woods,.53333336,0,.46666667
2016,Lake of the Woods,.53333336,0,.83333331
2014,Lake of the Woods,.56666666,0,.66666669
2017,Lake of the Woods,.60000002,0,.86666667
2013,Lake of the Woods,.56666666,0,.66666669
2012,Lake of the Woods,.60000002,.033333335,
2017,Roseau,.52093023,.0093023255,.772093
2018,Lake of the Woods,.56666666,0,.80000001
2018,Roseau,.55813956,.0046511628,.24651162
2012,Roseau,.41395348,.0046511628,
2016,Roseau,.47906977,.0046511628,.27441859
2014,Roseau,.45581394,.0046511628,.33488372
2013,Roseau,.46976745,.0046511628,.30232558
2015,Roseau,.51162791,.0046511628,.17209302
2018,Pipestone,.23636363,0,.26666668
2017,Lincoln,.29032257,0,.83870965
2016,Lincoln,.43548387,0,.95161289
2012,Lincoln,.58064514,0,
2014,Lincoln,.41935483,0,.27419356
2018,Lincoln,.45161289,0,.53225809
2013,Lincoln,.56451613,0,.016129032
2015,Lincoln,.32258064,0,.58064514
2013,Pipestone,.26666668,0,.012121212
2015,Pipestone,.23636363,0,.12121212
2014,Pipestone,.24848485,0,.14545454
2017,Pipestone,.24242425,0,.25454545
2012,Pipestone,.30303031,0,
2016,Pipestone,.23636363,0,.11515152
2012,Lyon,.19354838,0,
2015,Lyon,.19354838,0,.046594981
2013,Lyon,.20071685,0,.0071684588
2016,Lyon,.16487455,.0071684588,.16129032
2018,Lyon,.17921147,.0071684588,.17562725
2017,Lyon,.17921147,0,.16845877
2014,Lyon,.16845877,0,.053763442
2016,McLeod,.2,0,.25121951
2013,McLeod,.18780488,0,.23658536
2014,McLeod,.19268292,0,.20731707
2015,McLeod,.18780488,0,.2
2018,McLeod,.2609756,.0024390244,.31707317
2012,McLeod,.1902439,0,
2017,McLeod,.21219513,0,.13902439
2012,Sibley,.51351351,0,
2016,Sibley,.7027027,0,.35675675
2017,Sibley,.69189191,0,.17297298
2015,Sibley,.55675673,.0054054055,.50810808
2013,Sibley,.60000002,0,.0054054055
2014,Sibley,.47567567,0,.42702702
2018,Sibley,.62702703,0,.17297298
2015,Martin,.21621622,0,.21621622
2017,Martin,.21621622,0,.22972973
2013,Martin,.22972973,0,.04954955
2012,Martin,.22522523,0,
2016,Martin,.21621622,0,.34684685
2014,Martin,.22072072,0,.22522523
2018,Martin,.23873875,0,.32882884
2018,Wright,.70344484,.21617573,.27908137
2015,Wright,.7009486,.087868199,.20818771
2013,Wright,.60908639,.18871692,.088866703
2014,Wright,.63205194,.12780829,.22316526
2012,Wright,.6080879,.18971543,
2017,Wright,.6964553,.11932102,.23664503
2016,Wright,.67798305,.11283075,.27858213
2013,Murray,.5147059,0,.073529415
2015,Murray,.52941179,0,.17647059
2017,Murray,.57352942,0,.85294116
2018,Murray,.57352942,0,.97058821
2012,Murray,.58823532,0,
2014,Murray,.5147059,0,.073529415
2016,Murray,.57352942,0,.25
2017,Nicollet,.29516539,0,.12722646
2012,Nicollet,.24173027,0,
2013,Nicollet,.25445291,0,.017811704
2018,Nicollet,.37659034,0,.12722646
2016,Nicollet,.32061067,.0025445293,.096692115
2015,Nicollet,.28498727,0,.10687023
2014,Nicollet,.38422391,0,.071246818
2014,Nobles,.90522873,0,.049019609
2012,Nobles,.89869279,0,
2017,Nobles,.875817,0,.85294116
2015,Nobles,.89542484,0,.36601308
2013,Nobles,.90522873,0,.11437909
2018,Nobles,.872549,0,.68300653
2016,Nobles,.8888889,0,.84640521
2014,Norman,.43055555,0,.2361111
2012,Norman,.41666666,0,
2015,Norman,.45833334,0,.2638889
2016,Norman,.45833334,0,.94444442
2013,Norman,.41666666,0,.5
2017,Norman,.43055555,0,.94444442
2018,Norman,.43055555,0,.54166669
2014,Wadena,.5,0,.36000001
2013,Wadena,.54666668,0,.53333336
2015,Wadena,.45333335,0,.35333332
2017,Wadena,.50666666,0,.40666667
2016,Wadena,.45333335,0,.51999998
2012,Wadena,.63999999,0,
2018,Wadena,.50666666,0,.57999998
2013,Pennington,.22727273,0,.051136363
2016,Pennington,.26136363,0,.096590906
2012,Pennington,.24431819,0,
2014,Pennington,.26704547,0,.079545453
2017,Pennington,.28409091,.0056818184,.13636364
2018,Pennington,.26136363,0,.13636364
2015,Pennington,.25568181,0,.079545453
2018,Polk,.29238328,.0098280096,.77886981
2012,Polk,.32186732,.0073710075,
2016,Polk,.28992629,.017199017,.64127767
2015,Polk,.30466831,0,.50859952
2017,Polk,.28255528,.0024570024,.60196561
2014,Polk,.32186732,0,.60442263
2013,Polk,.31941032,.0024570024,.60442263
2012,Ramsey,.77464128,.87461013,
2014,Ramsey,.81285089,.91375548,.88396758
2018,Ramsey,.85449159,.99079847,.94837803
2015,Ramsey,.77573299,.91250777,.93340611
2013,Ramsey,.76980662,.91921395,.8919214
2017,Ramsey,.74719274,.83998752,.94759828
2016,Ramsey,.78446662,.82236433,.96522146
2015,Red Lake,.33333334,0,.52380955
2012,Red Lake,.33333334,0,
2014,Red Lake,.33333334,0,.26190478
2016,Red Lake,.2857143,0,.45238096
2018,Red Lake,.35714287,0,1
2013,Red Lake,.2857143,0,.11904762
2017,Red Lake,.2857143,0,.45238096
2017,Renville,.61038959,.0064935065,.74025977
2012,Renville,.53896105,0,
2015,Renville,.60389608,0,.32467532
2018,Renville,.61038959,0,.79220778
2013,Renville,.53896105,.0064935065,.20779221
2014,Renville,.54545456,.0064935065,.40909091
2016,Renville,.73376626,0,.51298702
2013,Rice,.73663104,.004010695,.0066844919
2017,Rice,.77807486,.050802138,.33689839
2012,Rice,.69919789,.056149732,
2015,Rice,.74064171,.04812834,.069518715
2016,Rice,.78475934,.11229946,.049465239
2014,Rice,.76604277,.02406417,.010695187
2018,Rice,.74598932,.026737968,.35561496
2014,Steele,.22444445,.0044444446,.19555555
2015,Steele,.19111112,.0044444446,.11333334
2016,Steele,.24666667,.0044444446,.095555559
2013,Steele,.16444445,0,.30000001
2017,Steele,.30000001,.0044444446,.16444445
2018,Steele,.23111111,.0044444446,.17333333
2012,Steele,.14888889,0,
2017,Rock,.39655173,0,.94827586
2018,Rock,.40517241,0,.1724138
2012,Rock,.26724139,0,
2014,Rock,.30172414,0,.017241379
2016,Rock,.31034482,0,.27586207
2013,Rock,.25,0,.02586207
2015,Rock,.39655173,0,0
2016,St. Louis,.64007783,.061770428,.385214
2018,St. Louis,.6376459,.024805447,.45087549
2017,St. Louis,.65612841,.011673152,.56031126
2015,St. Louis,.55982488,.0038910506,.364786
2013,St. Louis,.51410508,.0058365758,.40856031
2012,St. Louis,.54669261,.0077821012,
2014,St. Louis,.49708173,.0063229571,.44552529
2014,Scott,.52975607,.77560973,.074146338
2013,Scott,.41658536,.79365855,.11804878
2012,Scott,.37853658,.77365851,
2016,Scott,.5112195,.76585364,.05902439
2015,Scott,.56048781,.78390247,.076585367
2017,Scott,.57317072,.75951219,.079999998
2018,Scott,.4887805,.70048779,.054634146
2014,Sherburne,.5515548,.21685761,.067921437
2016,Sherburne,.55482817,.24386252,.15711948
2017,Sherburne,.62438625,.21603929,.11129297
2012,Sherburne,.54664487,.18085106,
2015,Sherburne,.5515548,.15139116,.094108023
2018,Sherburne,.59819967,.24795417,.12602292
2013,Sherburne,.53846157,.12684125,.050736498
2015,Stevens,.48979592,0,.33673468
2013,Stevens,.47959185,.030612245,.030612245
2016,Stevens,.51020408,0,.80612242
2014,Stevens,.48979592,.030612245,.06122449
2017,Stevens,.52040815,0,.47959185
2012,Stevens,.55102038,0,
2018,Stevens,.52040815,0,.53061223
2015,Swift,.30158731,0,.50793654
2018,Swift,.31746033,0,.98412699
2017,Swift,.42063493,0,.96825397
2014,Swift,.26984128,0,.48412699
2012,Swift,.30952382,0,
2016,Swift,.33333334,.0079365084,.96031743
2013,Swift,.30952382,0,.48412699
2014,Todd,.78527606,0,.53067487
2018,Todd,.76073617,0,.5736196
2013,Todd,.78220856,0,.48466256
2017,Todd,.72699386,0,.45092025
2012,Todd,.80981594,0,
2015,Todd,.76687115,0,.5766871
2016,Todd,.71779144,0,.71472394
2016,Wabasha,.40807176,.0089686103,.27802691
2014,Wabasha,.43497759,.013452915,.11659193
2017,Wabasha,.43946189,.0044843052,.30941704
2013,Wabasha,.39013454,.0044843052,.10762332
2015,Wabasha,.39461884,.0044843052,.22869955
2012,Wabasha,.38116592,.017937221,
2018,Wabasha,.41255605,0,.27802691
2018,Wilkin,.25862068,0,1
2012,Wilkin,.36206895,0,
2016,Wilkin,.29310346,0,.93103451
2017,Wilkin,.25862068,0,1
2015,Wilkin,.25862068,0,.27586207
2014,Wilkin,.25862068,0,.27586207
2013,Wilkin,.31034482,0,.22413793
