county,year,adj_supply_any,county_n_kids_u5,county_n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
Carver,2018,.5551936,6402.9976,4795.998,349261,259503,.17365822,.27405214,.37888706,.14957044,.14692211,.026736123,232.57683,282.75336,286.11972,8.8683939,1.2300646,-.14557613,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.052955367,.27220863,.12390257,.30751476,.74772614,.47000742,.12685904,.54128832,.27979887,.070545308,.20073898,.14991297,.0032370023,.2326808,.10227258,.009167335,.040609926,.021476338,218.41478,246.4192,238.8735,254.92783,312.07132,276.82169,252.16113,337.52869,297.14871,5.2793002,10.413836,8.0350266,1.0118731,1.4445567,1.2400719,-.50146043,.11904239,-.14931943,.13506775,.41360188,.28604618,87,34,39,3,84,8,83,37,81,84,74,77,16,51,27,68,5,41,47,12
Cass,2012,.48294595,1601.7228,1623.7422,349261,259503,.20965435,.17975336,.036755566,.23653603,0,.20965435,96.86924,344.23752,,71.136475,,.5954808,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.020445183,1.2133788e-24,7.2559492e-06,.51816201,.14132482,0,7.1874598e-07,0,5.8074341e-09,.28440225,.068447053,0,0,0,0,.020445183,1.2133788e-24,76.637146,127.19445,106.41942,129.33337,576.61646,301.55817,,,,12.972249,80.139046,25.240332,,,,-.2111975,.87029624,.24604318,0,.22151574,1.8367806e-23,87,7,66,64,82,44,7,8,48,22,67,,54,,49,8,43,57,36,7
Cass,2013,.50816506,1601.7228,1623.7422,349261,259503,.2042426,.16812517,.03839108,.27144238,.0059109968,.19833159,103.74567,161.37502,202.46707,29.02718,1.6090386,.4770025,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,.083692782,3.5095890e-13,.000032227203,.61822581,.19167784,0,.000020061541,0,9.4109666e-08,.32872716,.10436828,0,0,0,0,.0078388387,5.0660234e-36,94.346283,131.18739,110.6692,128.7778,186.69458,157.15282,172.19453,229.30576,211.32272,14.14591,40.638969,27.972279,1.2737626,1.9757431,1.5519531,-.15649588,.54707396,.065233722,0,.19434024,5.9308383e-12,87,12,62,65,79,40,7,18,30,27,41,41,68,45,53,8,39,56,37,7
Cass,2014,.7832045,1601.7228,1623.7422,349261,259503,.39642805,.26788795,.2686685,.36839962,.25029165,.1461364,104.56258,219.01851,217.38251,23.435719,1.6973522,.8507247,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,9.1165634e-31,.16126823,.0050606197,.00050265214,.77032405,.23233888,0,4.4483661e-09,0,7.2543339e-06,.36222076,.12041415,0,3.8321241e-14,0,0,.11782238,2.9358722e-09,76.691124,131.71516,114.90732,151.53339,277.8663,201.25482,148.48558,279.83652,201.71411,9.0277958,32.750069,19.361149,1.1874579,2.3225899,1.4203632,-.33717737,.73757178,.022696469,1.7975881e-26,.48529756,.056967691,87,4,23,10,55,1,14,10,8,44,70,57,79,59,47,34,19,51,40,10
Cass,2015,.5003221,1601.7228,1623.7422,349261,259503,.18777536,.30185735,.046028387,.30138159,.034863263,.1529121,100.7977,191.98085,174.60175,23.358286,1.335749,.41997966,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,2.0387988e-25,.19278216,.005327546,.0012610701,.72739667,.19557577,0,4.4660475e-09,0,.000017440143,.34922227,.099215664,0,.0041730925,2.1077195e-16,0,.13307118,2.9358722e-09,78.141861,133.87006,115.17278,158.5556,223.52783,170.9584,136.88892,207.30566,159.59726,8.9722404,32.750069,19.361149,1.0436329,1.5989583,1.1838164,-.45677683,.7278387,-.09711194,3.1180117e-21,.64849764,.12585886,87,21,67,64,68,40,16,9,41,35,58,50,79,40,60,9,31,49,41,10
Cass,2016,.44878897,1601.7228,1623.7422,349261,259503,.24912135,.3940005,.026003823,.25076798,.077104174,.17201717,100.18203,184.40897,154.57832,47.878124,1.1110984,.48447853,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,2.2862547e-25,.27623022,.015676737,.000050715531,.65720719,.16362406,0,1.1287249e-15,0,2.4435175e-07,.26240179,.072343931,0,.069388188,6.4262720e-09,0,.14957367,2.5506336e-07,57.368488,135.92879,121.4646,161.15155,211.48499,175.10425,132.61018,166.45229,141.09111,8.5833683,61.784843,18.166702,.97941083,1.209146,1.0280111,-.49451309,.76676595,-.043213319,9.0745057e-21,.79604626,.35248464,87,12,74,70,74,28,12,5,31,22,24,26,79,14,56,6,38,46,43,11
Cass,2017,.44786403,1601.7228,1623.7422,349261,259503,.27662858,.42668572,.03605013,.23089805,.08313486,.19349372,90.527702,384.2016,218.30077,53.572803,1.3262905,.48644015,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,8.8887226e-26,.32247287,.016819395,.00012110962,.60184765,.15203565,0,2.1687619e-12,0,3.6413041e-16,.23549996,.053708315,0,.051531889,1.2042346e-08,0,.15005784,2.8205352e-07,34.250149,133.59624,102.34819,166.77336,553.51501,467.06342,129.17348,173.58336,140.4068,8.583375,52.555664,18.166702,1.0003682,1.253072,1.0514438,-.46803042,.68359381,-.030125618,1.4439086e-19,.81371754,.45342898,87,12,74,68,72,30,11,6,25,18,69,66,69,50,50,8,42,41,46,13
Cass,2018,.38268426,851,609,349261,259503,.19483148,.38443187,.086271085,.18182321,.080241509,.11458997,108.98296,204.25104,155.99255,23.103807,1.1386771,.29017514,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,3.4709884e-30,.27490896,.007022989,.00004911796,.49991816,.12392072,0,1.7956200e-09,0,0,.18078263,.01894683,0,.051183999,1.2042346e-08,0,.12284707,6.6897279e-08,64.39077,151.45937,122.24701,173.3334,227.07663,191.49019,132.72458,168.68921,156.26958,8.6666842,31.972286,18.666704,1.0119289,1.2383094,1.1061095,-.47790006,.6607464,-.098979622,1.2800252e-27,.74719453,.26163575,87,24,80,47,82,25,32,10,47,40,42,35,80,40,48,23,30,41,47,12
Chippewa,2012,.66497433,746,589,349261,259503,.086914606,.14820752,.084474474,.49358523,0,.086914606,88.211578,182.23247,,19.018106,,.92492765,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,3.5867485e-14,.13743868,.1013519,.017088525,.98035693,.82446396,0,.16244863,.090497598,.00065145234,.68838423,.5793075,0,0,0,3.5867485e-14,.13743868,.1013519,80.658928,95.963669,82.530579,74.975677,309.86783,83.92765,,,,3.944452,21.750044,6.7500138,,,,.039710999,1.4110371,1.2538421,1.5553302e-07,.14433996,.12821618,87,28,32,48,29,44,28,13,16,7,11,,11,,74,13,13,57,36,7
Chippewa,2013,.65041602,746,589,349261,259503,.099275,.16344365,.084474474,.48075655,.014090008,.085184999,87.612968,90.83448,105.41986,13.615007,1.0109102,.57617468,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,3.5867485e-14,.14036781,.12651426,.0072011892,.96513242,.81112808,0,.16244863,.090497598,.00054295122,.67016852,.56557763,0,0,0,3.5867485e-14,.13708615,.10676468,80.077782,98.988899,82.847229,63.448082,96.771248,69.757309,97.316574,104.84436,100.33588,3.944452,21.750044,6.7500138,.8834573,1.0678591,1.055423,.000062723957,.86545432,.74409819,2.2848351e-06,.16592219,.13940606,87,32,37,49,38,35,27,22,13,4,1,1,11,3,74,13,13,56,37,7
Chippewa,2014,.7271589,746,589,349261,259503,.17736715,.23241517,.084474474,.51434094,.049023673,.12834348,88.254951,113.20399,119.85265,13.122483,1.0964768,.63044739,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,5.8126909e-10,.3088243,.24313217,.017078651,1.1270667,.94253141,0,.16244863,.090497598,.00066770887,.73905486,.63204455,0,.083907463,.053951867,5.8126909e-10,.23367487,.13965622,79.934692,105.27906,82.840042,90.955498,116.31666,94.524948,104.23387,127.49803,106.31738,3.7288482,19.833384,6.7122183,1.01557,1.088048,1.0469149,.083993115,1.1362348,.90179372,.000046530273,.2899127,.27492952,87,20,33,54,31,30,25,19,19,11,3,7,42,8,71,12,18,51,40,10
Chippewa,2015,.65006435,746,589,349261,259503,.11157,.12448103,.10715707,.48896161,.05762431,.05394569,103.23401,115.77747,108.01589,15.875443,.96449137,.39969587,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,3.0903566e-19,.19775371,.14859253,.0014963039,.97917968,.83327436,0,.21397091,.10780023,.0014963039,.67414999,.58289135,0,.099719085,.069332004,7.0670564e-28,.099594116,.075220332,93.578461,113.09682,94.696068,104.94445,130.50006,108.5139,99.767677,117.25713,101.6046,4.3611193,26.111164,7.3472366,.94475985,1.0048184,.96430457,-.41764012,.88844198,.69899833,3.3782073e-15,.20580038,.18512604,87,56,40,39,29,27,64,71,43,39,3,2,63,4,75,16,8,49,41,10
Chippewa,2016,.63787484,746,589,349261,259503,.14449149,.20407248,.084474474,.45377421,.044865325,.099626169,95.288254,100.20993,127.95827,16.51895,1.1177113,.50307673,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,1.1340912e-07,.16271122,.12777632,.0071997428,.91587877,.77126205,0,.16244863,.090497598,.000046701753,.67061299,.56118298,0,.072242282,.03062639,1.6949590e-08,.088656686,.080287293,90.170502,108.05625,92.903732,55.084175,150.26117,58.945297,110.66369,143.82288,114.5041,3.5555623,18.666704,6.4166794,.96721733,1.1926546,1.1043274,-.19819693,.8156442,.68091923,.049851488,.23152637,.14368588,87,50,36,49,27,42,43,49,26,16,3,4,38,16,71,13,16,46,43,11
Chippewa,2017,.60527003,746,589,349261,259503,.13013147,.19436097,.10715997,.38775381,.019775232,.11035623,94.577721,192.75439,126.02464,33.988823,1.1228774,.37114567,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,1.7255573e-08,.16190687,.12213939,.0071989736,.9119454,.67871177,0,.21397091,.10781176,1.0197433e-06,.57694638,.44002581,0,.044349756,.0072199609,1.7253271e-08,.11672059,.099467672,97.901794,100.51392,98.708557,115.3698,263.50464,119.23092,120.04159,127.2011,125.0622,3.5555623,18.666704,6.4166794,1.0747248,1.1227527,1.1138252,-.14356081,.69342834,.47591186,.057968326,.20892085,.14610904,87,65,36,46,34,64,38,68,38,24,10,12,54,22,64,18,18,41,46,13
Chippewa,2018,.51838815,746,589,349261,259503,.16846898,.27452073,.093069963,.36270207,.10585286,.062616125,120.37087,216.73576,214.978,32.986954,1.814374,.32010436,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,7.5694842e-08,.26555216,.17212924,.0071990001,.72958434,.58473074,0,.21152294,3.8022403e-08,1.7500172e-06,.51472253,.40626067,0,.23084073,3.8023554e-08,0,5.0004796e-06,0,102.74285,144.91531,140.27982,210.07053,221.88968,213.6122,199.1813,222.81824,210.94904,17.1667,41.861195,38.916744,1.7092824,1.8429701,1.7956151,-.31667536,.57664669,.3578569,.12772244,.35825321,.29683381,87,36,47,46,38,14,62,36,41,53,56,71,85,81,70,18,12,41,47,12
Chisago,2012,.4313547,2944.0532,2123.0393,349261,259503,4.4653584e-06,5.4835232e-06,.13059123,.30075899,0,4.4653584e-06,146.63786,222.71114,,75.049446,,.040334515,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,0,0,.12716545,.63193297,.35433719,7.9520644e-17,.2842173,.0061757187,.11027073,.42968938,.25396088,0,0,0,0,0,0,135.46729,161.88264,146.7325,191.4635,228.73337,212.23334,,,,58.055672,93.805748,85.583504,,,,-.24376121,.23835,-.040558338,0,0,0,87,83,75,25,69,44,83,84,79,78,35,,57,,70,30,0,57,36,7
Chisago,2013,.45984524,2944.0532,2123.0393,349261,259503,.050108287,.089041442,.13735007,.32249069,.050103821,4.4653584e-06,149.0827,205.00398,216.55124,42.717438,1.5420842,.011651339,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,7.6811546e-20,.058250885,.000011745765,.18015604,.63602054,.40725508,7.9520644e-17,.28374842,.0061689313,.16952103,.44566366,.28773269,7.6811546e-20,.058250885,.000011745765,0,0,0,137.66728,165.24792,149.94447,191.63326,222.98335,203.78793,209.66112,230.34448,221.56668,30.750063,53.666775,42.33342,1.3816618,1.6936527,1.5068803,-.17327258,.16732833,-.0094328867,8.7680437e-17,.14702059,.000051406681,87,55,74,28,69,14,82,48,78,78,70,50,75,40,70,30,0,56,37,7
Chisago,2014,.50680029,2944.0532,2123.0393,349261,259503,.091525115,.15892315,.14128321,.32490525,.050913256,.040611856,141.63832,205.37033,211.97052,11.874584,1.4449806,.032743447,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.000020416475,.13013525,.038996778,.19623698,.72473961,.41766477,7.9520644e-17,.28783742,.0061689313,.154603,.45176855,.29328331,6.7805521e-18,.061095204,.000015922806,3.9439010e-06,.043733478,.023252068,135.44792,155.91988,145.35767,193.31854,223.59447,208.47133,208.52223,226.93893,217.21448,5.2367625,16.611088,9.6219206,1.3283633,1.5738546,1.4599798,-.31038114,.33589295,-.0021340947,.00012783645,.25218904,.047981631,87,60,73,34,65,27,73,46,76,76,65,54,33,46,64,28,8,51,40,10
Chisago,2015,.45435637,2944.0532,2123.0393,349261,259503,.08928977,.17048433,.12816641,.28554937,.048649181,.040640589,143.06735,216.91078,228.53639,11.877884,1.5462575,-.042627513,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.0000173833,.12144688,.038810652,.16189903,.67408836,.39044046,7.9520644e-17,.2723214,.0058616013,.12745731,.40381324,.24387084,6.7805521e-18,.056322102,.000015561076,3.9438960e-06,.043825183,.023252068,136.09209,157.15569,146.85657,198.70583,239.38898,219.79959,225.33336,244.75003,233.8889,5.2367878,16.611088,9.6219206,1.441367,1.6905214,1.5860765,-.41695794,.28739965,-.1004771,.00013316091,.26071402,.053793967,87,68,79,32,71,33,74,49,77,76,69,73,35,67,63,28,9,49,41,10
Chisago,2016,.40682802,2944.0532,2123.0393,349261,259503,.076651469,.18694317,.12712599,.23899864,.035948075,.040703394,147.63229,224.49347,225.18018,13.942252,1.4262525,-.11261909,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,.000012487188,.070486449,.026997637,.14407352,.6195631,.35649839,6.0137744e-17,.27143914,.0060205706,.10727129,.34778789,.21226047,0,.0049045901,1.7401245e-15,3.9439024e-06,.044825226,.02351498,138.88725,168.52483,155.36388,204.55058,245.1778,223.1982,178.63895,256.70865,244.60579,5.2397981,16.611088,9.6219206,1.1187209,1.6498715,1.447754,-.47946015,.13519086,-.22896224,.00024017935,.25911936,.053210068,87,78,83,34,76,48,74,60,78,76,55,63,32,53,59,31,10,46,43,11
Chisago,2017,.46979252,2944.0532,2123.0393,349261,259503,.15663281,.28556162,.13717051,.22741818,.051428989,.10520382,130.82782,236.06297,169.63815,14.608056,1.1199007,.099453636,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,.000068936315,.26233333,.092576779,.13541557,.81038541,.39775023,7.9520644e-17,.27399573,.0060172514,.10618192,.34018475,.20555633,1.5566179e-11,.064584211,.0019462627,5.2498117e-06,.15684609,.036005709,110.76842,159.65269,140.98856,204.48373,253.78891,217.33604,139.2739,178.54297,155.94003,5.2243342,16.611088,9.6666918,.88682014,1.3710124,.98734748,-.48579618,.51392287,.018838525,.0012681755,.51068264,.13755007,87,52,65,35,74,50,42,38,70,70,37,40,28,21,48,29,22,41,46,13
