county,year,adj_supply_any,county_n_kids_u5,county_n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
Norman,2018,.86158186,365.00012,287.00009,349261,259503,.50771463,.3227075,.083545454,.35386717,.083545454,.42416921,91.547241,178.99313,173.19939,17.014826,1.4436377,1.3470447,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,1.2973220e-33,.67290604,8.2889483e-07,4.1029217e-08,1.1810522,1.1179938,0,.26237249,0,1.3879212e-08,.49604082,.38876849,0,.26237249,0,1.2973220e-33,.38139871,8.2889483e-07,81.772095,118.57323,110.92737,148.11113,192.80566,182.36119,147.55557,188.94455,181.48619,2.3258948,27.777832,18.305592,1.3623295,1.6048585,1.3843118,-.42389899,1.9485211,.6952889,6.0076044e-30,.57494271,.00011699041,87,2,4,49,41,22,2,22,2,9,21,51,65,74,41,10,49,41,47,12
Olmsted,2012,.76549405,10674.783,7833.8486,349261,259503,.096298128,.094946124,.2218568,.44733912,0,.096298128,156.85649,228.33406,,11.112873,,.39024919,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.0094254445,.089690089,.05015916,.57451701,.93903494,.78488755,.10483351,.33113563,.2154398,.34105784,.53762507,.4299303,0,0,0,.0094254445,.089690089,.05015916,148.46213,175.13116,161.76451,221.94766,244.82205,232.34593,,,,6.3462033,9.8494053,7.4173517,,,,.055033546,.5995571,.35107046,.017707244,.11331695,.064157769,87,23,16,10,36,44,23,31,70,80,40,,2,,58,29,13,57,36,7
Olmsted,2013,.76046765,10674.783,7833.8486,349261,259503,.20621294,.23057249,.21472037,.44719231,.10765798,.098554961,160.82481,233.86148,250.03514,9.3198938,1.531364,.28837889,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.052870817,.26595008,.18326905,.57506657,.91846257,.77983159,.10690974,.31851929,.21549165,.34836203,.53587413,.43810546,.035876524,.16770527,.10077459,.0094254268,.089657865,.050154813,153.26143,178.03015,166.97708,228.48996,250.46849,238.98979,243.85469,268.05402,259.103,6.3451462,9.894701,7.4188576,1.4574383,1.6426811,1.547435,.019294519,.39822236,.22872782,.10480253,.32647032,.23509538,87,11,25,11,43,7,24,8,62,80,77,63,1,39,59,28,13,56,37,7
Olmsted,2014,.79712319,10674.783,7833.8486,349261,259503,.29586497,.33384231,.28748003,.407298,.19351982,.10234515,161.78807,227.44012,227.48038,8.1119385,1.4088483,.38972867,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.1152389,.39132044,.24827045,.60767227,.967435,.81066996,.13385479,.40651143,.2794171,.31510329,.48224103,.39036983,.073930956,.2630212,.16118923,.017102305,.091516271,.051216669,151.14801,181.80029,168.99927,222.15082,240.47844,229.09293,216.65775,243.73868,226.93147,5.98034,9.4686565,7.4627304,1.2878649,1.5119488,1.378777,.030825857,.61969137,.31172729,.20705694,.4711459,.33245271,87,11,22,7,48,4,41,6,45,80,75,62,5,39,51,36,13,51,40,10
Olmsted,2015,.78376806,10674.783,7833.8486,349261,259503,.30645084,.35922247,.29952398,.38795382,.21016058,.096290275,170.81868,239.25662,242.72234,7.9697561,1.5058805,.47296944,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.13281456,.38620737,.28127316,.5804559,.93426979,.79347718,.13764906,.42978507,.30899018,.28565788,.4463467,.36320758,.08963643,.28017247,.19721869,.019687144,.076689899,.046818212,154.00389,192.79515,179.68378,232.76273,250.858,245.1853,234.72873,260.76187,251.35674,5.9450922,9.0748234,7.1150522,1.4504762,1.5815119,1.5307609,.054643814,.65880358,.36188781,.23907587,.49473399,.37212789,87,7,17,4,48,1,37,5,34,80,74,76,5,62,49,38,12,49,41,10
Olmsted,2016,.71894592,10674.783,7833.8486,349261,259503,.27404797,.34311005,.27294141,.34420463,.17224813,.10179985,173.61655,255.55954,253.16954,8.2078466,1.4976132,.36739877,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,.11788945,.33321738,.22565883,.52760923,.87004721,.72506291,.12780151,.39034504,.27218014,.25650209,.39324325,.32115066,.072678521,.23330301,.15315695,.023882465,.08081831,.049273498,153.78952,200.80574,182.96342,242.97662,274.55524,263.60974,247.86401,278.92801,266.70602,5.9217758,9.0016785,7.1420002,1.3690498,1.6355867,1.5049126,-.043620899,.48132747,.28077701,.2285471,.43121275,.35256985,87,8,20,5,51,4,40,12,43,80,63,68,9,55,48,38,14,46,43,11
Olmsted,2017,.71107352,10674.783,7833.8486,349261,259503,.29754788,.3879123,.28449556,.31987345,.18988945,.10765842,182.08022,260.70142,243.41933,8.1093473,1.3469082,.28141207,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,.15926313,.37713736,.27827942,.53906363,.84733844,.7176919,.15337276,.41630173,.2865209,.23732534,.36244875,.29773182,.086491376,.28261495,.1908662,.023092449,.083203092,.05108146,152.88268,214.36319,195.33264,247.76915,277.16324,264.36115,240.67342,268.0871,259.39185,5.8751855,9.2497082,7.3873892,1.2274504,1.4532473,1.3364244,-.095437407,.42122963,.2085831,.29573393,.48711652,.39822841,87,8,15,7,46,4,39,12,49,80,47,70,6,54,45,40,15,41,46,13
Olmsted,2018,.70886755,10674.783,7833.8486,349261,259503,.30755383,.39798579,.29443747,.29404938,.18717313,.1203807,194.6153,284.27158,281.04663,7.8081436,1.4828219,.39725652,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.1566411,.39934415,.26287162,.53948027,.85170841,.69956458,.14249563,.43799698,.27722591,.21703766,.33107978,.26799065,.08058238,.28201425,.15977579,.027224693,.099110797,.068142802,160.16225,232.53687,207.68103,264.91769,306.18719,294.34351,275.40311,315.33606,301.63373,5.4892435,9.4552107,6.9546175,1.3433633,1.644679,1.4973383,.017959576,.57062364,.28897822,.29934782,.51170683,.40447295,87,4,10,7,53,3,30,9,34,80,77,75,7,76,41,42,17,41,47,12
Otter Tail,2012,.45425737,3298.9993,2409.9993,349261,259503,.048257153,.093769751,.04564444,.36035579,0,.048257153,105.01194,299.97964,,75.043022,,.47740588,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,.056815706,.014606367,.0031306332,.6812048,.51241767,0,.10924856,2.0791022e-11,.0027060127,.51851946,.32560462,0,0,0,0,.056815706,.014606367,100.2663,115.19258,107.8847,130.52812,571.27417,151.39706,,,,5.500011,151.25723,10.291687,,,,-.15882754,.92233902,.59980643,0,.086945251,.038402874,87,48,72,62,54,44,48,32,64,39,64,,56,,79,10,11,57,36,7
Otter Tail,2013,.49899811,3298.9993,2409.9993,349261,259503,.048352916,.08698038,.039746646,.41099429,.00009576157,.048257153,109.25779,159.55179,193.66991,20.65387,1.6251732,.2885536,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,.056815706,.015176011,.015950112,.72068661,.51999784,0,.09185873,7.6477028e-12,.0157125,.58046532,.38935959,0,0,0,0,.056815706,.014606367,105.5542,120.39513,112.11829,136.51099,179.96246,156.54037,158.11082,232.18764,188.68542,5.500011,36.16674,10.291687,1.3123648,1.9223009,1.6699007,-.085998595,.48527077,.33582789,0,.077503823,.035449058,87,58,66,63,49,44,46,51,61,41,36,37,51,46,82,8,10,56,37,7
Otter Tail,2014,.54134768,3298.9993,2409.9993,349261,259503,.10939065,.18001756,.03985719,.39465222,.002552401,.10683825,99.041069,159.43419,194.25594,14.57081,1.628582,.33831879,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,2.3933408e-16,.2106857,.059018657,.011049382,.72905278,.58748376,0,.090931818,1.0059636e-33,.0084644752,.55940199,.36841136,0,0,0,4.7240233e-20,.20514694,.058166258,85.878029,115.08508,107.94143,140.66833,178.46933,148.34427,154.86652,235.5567,189.91003,5.2219801,24.047651,7.6955519,1.3295707,1.9545205,1.6235514,-.18620861,.77455282,.29894936,8.9077984e-10,.27369553,.10738918,87,53,63,67,49,53,39,37,52,31,27,44,51,56,73,7,20,51,40,10
Otter Tail,2015,.4789497,3298.9993,2409.9993,349261,259503,.087239936,.18473041,.034281068,.36579013,.0083614234,.078878514,102.62776,163.78961,143.99074,14.764424,1.2017874,.21030962,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,1.4617258e-14,.10140512,.061960746,.014209906,.67583811,.47328466,0,.068960346,1.0252856e-33,.011796236,.52589512,.34904325,0,.0036775651,8.7899771e-32,5.0474176e-20,.096242949,.057117365,88.743896,116.39988,109.09888,144.08241,185.26398,151.15286,125.01392,159.68065,135.81952,5.2219801,24.047651,7.7318058,1.0135715,1.3092955,1.1337702,-.3365899,.42356402,.21026975,1.9297834e-08,.25158089,.12997004,87,69,74,69,53,54,48,43,64,38,31,23,54,23,76,7,16,49,41,10
Otter Tail,2016,.46415129,3298.9993,2409.9993,349261,259503,.10010195,.19687796,.038921002,.34176335,.016635016,.083466932,109.83244,159.23398,151.34232,33.263638,1.1654084,.18852477,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,2.7327899e-14,.11279729,.07741347,.0040201144,.6566292,.43052301,0,.085805871,.00011737653,.0032432664,.4735325,.3059724,0,.010441174,3.0004162e-07,4.8896269e-19,.10202914,.068536684,93.190033,129.70099,116.57997,114.09132,182.88199,157.3168,128.18477,141.10147,130.51811,5.1918821,23.541904,7.1452122,.94004762,1.1159587,.99649215,-.40344596,.41302201,.18424413,.000019452726,.26760527,.16708896,87,70,70,66,53,61,48,53,63,37,8,22,69,23,74,8,18,46,43,11
Otter Tail,2017,.47655872,3298.9993,2409.9993,349261,259503,.15650553,.23514006,.032455124,.31849971,.030901678,.12560385,102.60735,307.93903,182.11707,57.518616,1.4946327,.25369242,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,2.0069800e-14,.1490297,.07157588,.0043301452,.58985257,.39397287,0,.053750075,6.4541864e-06,.0025211633,.43403417,.2968182,0,5.6022927e-06,0,2.9378583e-19,.10213114,.068593197,82.706085,118.46245,105.69177,144.03625,511.25058,149.42517,120.9301,145.26575,124.39001,5.246551,23.542057,7.1463432,1.0291824,1.1691022,1.1009378,-.46642178,.30858123,.1227171,.000021635067,.4143846,.16658199,87,53,62,69,47,61,31,55,52,37,60,49,73,64,67,7,26,41,46,13
Otter Tail,2018,.51194119,3298.9993,2409.9993,349261,259503,.16773637,.24073131,.043550156,.31050512,.0098504424,.15788592,102.83103,184.73024,154.30736,15.082883,1.1465452,.39238632,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,1.1950206e-19,.14047991,.083278045,.0040018335,.62039804,.46840382,0,.049618773,2.1279762e-27,.0028501991,.44163507,.29363602,0,0,0,2.0254560e-22,.12923807,.078113854,88.074982,120.68575,106.35289,154.14703,209.70348,178.5584,133.17172,158.16673,147.63893,5.3369217,24.59856,7.3763652,.88073123,1.2816052,1.1794257,-.40078884,.49359107,.22486718,9.1864155e-12,.41882604,.1873433,87,37,49,62,50,70,15,47,36,26,28,33,58,41,61,9,31,41,47,12
Pennington,2012,.74495435,927,649,349261,259503,.021392418,.023459444,.11668392,.60687804,0,.021392418,108.09014,225.37146,,106.3184,,.8385486,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,2.6151051e-07,.035220809,.018935962,.55094409,1.0204134,.93967468,1.1774772e-06,.19335496,.13200852,.49898893,.81891054,.76145661,0,0,0,2.6151051e-07,.035220809,.018935962,103.27205,110.24594,106.08162,115.86392,125.71829,120.42941,,,,8.5416832,17.916702,10.027799,,,,.57569289,1.2469279,1.1206304,2.4361343e-06,.034499399,.021002494,87,64,21,30,17,44,64,68,21,46,36,,69,,81,16,3,57,36,7
Pennington,2013,.76627982,927,649,349261,259503,.021392418,.023808192,.11668392,.62820351,0,.021392418,111.78535,130.95561,236.0929,17.090155,2.061337,.42798954,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,2.6151051e-07,.035220809,.018935962,.59558368,1.0141176,.93059564,1.1774772e-06,.19335496,.13200852,.5075835,.81028295,.75530505,0,0,0,2.6151051e-07,.035220809,.018935962,106.34588,113.54681,109.55228,121.63409,131.42264,124.07057,230.30945,234.29558,231.28168,8.5416832,17.916702,10.027799,2.0312166,2.0817521,2.052547,.30774051,.63395119,.56314301,4.4794703e-07,.034907226,.021181364,87,77,23,33,16,70.5,63,76,37,49,12,56,33,66,82,15,3,56,37,7
Pennington,2014,.76043433,927,649,349261,259503,.041048463,.040769245,.11668392,.60270196,0,.041048463,109.83269,133.14067,163.4826,13.562369,1.4267941,.35403579,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,5.7083362e-06,.034189168,.026398577,.51524377,.99287534,.91117346,1.1774772e-06,.19335496,.13200852,.46417403,.77990055,.73364651,0,0,0,5.7083362e-06,.034189168,.026398577,109.47533,113.28282,111.43221,123.97641,132.56317,125.70507,156.02788,160.61124,156.98622,6.2639012,19.62504,7.6666818,1.3557028,1.3826389,1.3664124,.19076264,.50983346,.44620103,.0013681845,.036377452,.030099913,87,86,28,40,15,76.5,72,85,51,51,9,30,47,40,79,15,5,51,40,10
Pennington,2015,.75422454,927,649,349261,259503,.043168195,.043115206,.12705782,.5839985,0,.043168195,112.53562,141.53395,175.4826,13.562369,1.4935743,.31373101,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,6.2791701e-06,.037608087,.029038435,.54056561,1.0029094,.90619713,1.1805731e-06,.216463,.13848746,.41648382,.75815713,.71036839,0,0,0,6.2791701e-06,.037608087,.029038435,112.5368,116.18187,114.28871,130.34286,145.69321,133.67401,168.02788,172.61124,168.98622,6.2639012,19.62504,7.6666818,1.421661,1.4489594,1.4312668,.079268105,.50151694,.43064016,.0017163949,.039954074,.032703061,87,85,22,33,12,79.5,72,85,54,55,15,52,49,61,77,17,6,49,41,10
Pennington,2016,.71991873,927,649,349261,259503,.069432043,.077496387,.11356831,.54747617,.010557797,.058874246,120.59517,279.17868,160.99062,22.454943,1.2889745,.3086288,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,.0002084556,.079239383,.05237899,.5296163,.97271717,.89639378,1.1774772e-06,.1860415,.12992355,.33668935,.74473381,.69113916,2.7248049e-07,.015528047,.014848724,4.7504718e-06,.063761562,.03789749,117.59077,126.16833,122.15373,182.23393,219.49539,197.24777,117.30556,123.41669,118.58334,7.8433018,19.1434,8.9457455,.91314179,.94278234,.91706967,.051285632,.57170844,.44045925,.02255192,.088912442,.062559351,87,81,19,39,11,68,63,85,52,50,72,31,54,38,76,16,8,46,43,11
Pennington,2017,.7026664,927,649,349261,259503,.075118408,.088853553,.11356831,.52453744,.010557797,.064560615,117.24803,242.28879,121.57063,39.298401,.96621424,.25193116,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,.00021000019,.08934322,.062189162,.28252429,.97197771,.88903749,1.1774772e-06,.1860415,.12992355,.12769476,.73345393,.68611503,2.7248049e-07,.015528047,.014848724,6.2950644e-06,.07371518,.047974396,111.40811,121.33246,116.44859,144.89856,157.3559,145.53131,117.22223,120.97224,118.41667,7.3223829,16.8195,8.5986376,.94923306,.97437823,.9573009,-.008932434,.55286944,.42342335,.026605114,.10112295,.072562799,87,83,18,42,7,71,67,86,53,55,40,9,61,7,75,16,9,41,46,13
