year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2013,26474,20503,Dakota,.21320046,.57864624,.28499642,.28697112,.11863822,.0066786939,208.02568,257.78079,279.89264,13.687115,1.4599397,-.15718067,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,51,2,74,3,79,12,82,86,82,73,12,35,50,49,1,56,37,7
2014,26474,20503,Dakota,.25795382,.58748788,.29372433,.27327374,.1331377,.020489821,207.77759,262.8194,277.50967,8.4182472,1.4344357,-.19056077,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,52,5,74,6,83,13,83,86,84,81,8,42,47,50,3,51,40,10
2015,26474,20503,Dakota,.27167511,.55622625,.28909084,.24775954,.13695398,.019375905,214.05338,267.89474,281.75534,8.1702604,1.4119818,-.23539743,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,52,5,75,5,86,14,85,86,82,83,8,53,45,52,3,49,41,10
2016,26474,20503,Dakota,.30244145,.57078898,.3175838,.21939084,.14063166,.033814326,221.06488,276.92398,285.82922,8.0885735,1.3449348,-.18824387,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,44,3,79,11,80,16,83,86,71,76,7,46,38,56,6,46,43,11
2017,26474,20503,Dakota,.35690385,.58605933,.32962894,.20237076,.15996161,.054082811,214.00789,271.24774,279.53986,7.9889922,1.3166119,-.12511286,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,41,5,79,13,74,17,79,86,53,76,5,48,35,56,9,41,46,13
2018,26474,20503,Dakota,.32168296,.53877854,.33195743,.18490306,.15805109,.021918036,250.8596,306.58765,316.10614,8.3773966,1.3478591,-.22952124,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,41,5,80,6,86,18,85,86,82,80,12,64,34,62,4,41,47,12
2012,1549,1049,Dodge,0,.69939882,.097266644,.56148678,,.040645365,122.71103,226.48686,,32.740894,,.63455164,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,25,43,21,,54,44,39,66,37,,19,,80,14,6,57,36,7
2013,1549,1049,Dodge,.051242001,.76128387,.097266644,.62337184,.00020216216,.040645365,123.97514,202.82664,182.80174,16.142454,1.4449574,.17415068,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,24,44,17,42,50,66,54,62,68,31,30,34,82,13,5,56,37,7
2014,1549,1049,Dodge,.076479927,.76701546,.097266644,.59813267,.0002996212,.071616113,121.65401,202.65332,184.08188,11.663922,1.4367172,.13320829,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,26,50,17,54,55,83,62,66,64,40,30,44,78,13,9,51,40,10
2015,1549,1049,Dodge,.056919474,.74646246,.10347938,.58069575,.00029962166,.062287316,126.67679,200.78574,189.92998,15.225819,1.4555217,.069337539,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,25,41,13,59,58,84,67,70,66,59,56,58,78,14,8,49,41,10
2016,1549,1049,Dodge,.054853257,.67474771,.10909022,.51079994,.00042288392,.054857537,133.30499,171.23775,169.69157,28.258066,1.2098835,-.0096877636,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,30,40,15,71,66,79,71,67,14,39,62,29,76,16,8,46,43,11
2017,1549,1049,Dodge,.10498815,.62481517,.073893435,.47645375,.0005815184,.07483916,126.29469,242.6577,177.28635,18.202223,1.2477821,-.018750843,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,33,54,13,75,60,72,71,67,41,46,32,42,76,12,12,41,46,13
2018,1549,1049,Dodge,.12331749,.58583391,.073702559,.43730795,.0079050651,.074823365,131.62941,216.61714,184.76245,11.711975,1.270618,.051129654,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,32,53,17,73,51,65,62,67,55,60,37,57,75,13,13,41,47,12
2012,2266,1906,Douglas,0,.88188052,.10932368,.70513231,,.06742458,108.57047,184.70061,,33.915031,,1.0181195,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,7,35,3,,36,44,11,49,13,,22,,80,12,8,57,36,7
2013,2266,1906,Douglas,.10331084,1.0081204,.13698055,.75064868,0,.12049124,108.37953,168.30861,202.46678,14.834942,1.6959232,.54418713,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,4,29,3,70.5,14,39,10,37,47,40,19,51,74,14,12,56,37,7
2014,2266,1906,Douglas,.10561033,1.0046021,.1344023,.76020467,.010267626,.10999504,110.80444,169.0584,144.59427,13.470632,1.2218937,.43284017,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,3,36,1,49,35,71,26,52,39,19,45,22,76,13,11,51,40,10
2015,2266,1906,Douglas,.11263298,.8705768,.10984238,.66691345,.015031533,.093820922,112.20073,171.42963,138.78117,13.429749,1.1554925,.35758856,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,8,37,4,53,39,74,36,54,39,20,47,17,77,13,11,49,41,10
2016,2266,1906,Douglas,.078317761,.84653705,.12283695,.64259213,.01751565,.081107974,122.8379,210.26195,201.61554,25.299181,1.5561066,.2420993,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,7,36,3,65,49,73,40,51,49,54,58,59,76,15,10,46,43,11
2017,2266,1906,Douglas,.21451336,.78826123,.14434101,.54031777,.12397297,.10360244,117.51263,226.55362,163.34949,26.154984,1.3214196,.34706372,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,9,31,6,20,43,54,23,56,34,33,45,49,69,18,13,41,46,13
2018,2266,1906,Douglas,.17185214,.68932438,.12581925,.50456297,.10335349,.058942165,129.41182,184.58745,185.10089,12.894831,1.4132411,.23189241,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,15,35,9,19,65,58,39,63,27,61,43,72,73,18,9,41,47,12
2012,3985,3033,Faribault,0,.60214019,.12311078,.37890011,,.10012928,101.35226,151.75731,,69.98764,,.71212548,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,42,27,49,,21,44,33,36,4,,52,,63,20,17,57,36,7
2013,3985,3033,Faribault,.09947475,.6093694,.12311078,.38612935,0,.10012928,98.928154,132.87895,237.37599,19.693449,2.157752,.32641906,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,45,31,52,70.5,22,41,31,18,15,57,47,72,63,20,16,56,37,7
2014,3985,3033,Faribault,.13470431,.68465596,.14398655,.42787859,.020875774,.11279085,103.37242,145.85356,210.91867,19.006001,1.8865423,.28723097,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,39,32,42,44,34,55,46,41,19,53,74,68,62,21,16,51,40,10
2015,3985,3033,Faribault,.2239136,.72302127,.18590179,.44136688,.13382867,.095752552,104.46276,139.21069,172.38298,19.100662,1.6001143,.46524572,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,29,13,37,6,38,30,20,42,12,48,75,70,61,26,13,49,41,10
2016,3985,3033,Faribault,.24205244,.71823657,.19415151,.40780094,.12682281,.11628411,128.75644,203.46495,178.91472,36.785362,1.3246255,.35765874,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,21,14,39,15,32,27,26,63,44,42,71,43,57,27,16,46,43,11
2017,3985,3033,Faribault,.24442104,.68602729,.21962976,.35011342,.17804959,.11628411,110.11956,216.44887,167.47029,50.771553,1.4170622,.33828005,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,20,15,40,8,36,45,27,46,26,37,68,58,51,32,17,41,46,13
2018,3985,3033,Faribault,.24515718,.69456673,.11261907,.38233387,.086396046,.19961378,99.623802,156.21454,161.9706,18.116039,1.4262906,.4841091,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,14,39,28,25,7,38,11,19,7,44,70,73,55,16,29,41,47,12
2012,1838,1276,Fillmore,0,.9571026,.15838957,.476432,,.32228103,106.1595,251.09607,,96.194954,,1.1428741,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,2,20,33,,3,44,5,42,49,,64,,50,17,34,57,36,7
2013,1838,1276,Fillmore,.11452984,.95107567,.17103581,.45858479,0,.32145506,106.55755,191.26224,294.52643,40.011475,2.5072949,.53956836,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,5,17,41,70.5,4,34,11,33,60,78,74,79,48,18,34,56,37,7
2014,1838,1276,Fillmore,.20048991,.94724053,.17103581,.38826159,0,.38794312,95.187996,171.42767,243.17328,20.656742,2.0762153,.65690964,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,9,23,51,76.5,4,31,9,21,42,70,76,73,41,18,41,51,40,10
2015,1838,1276,Fillmore,.13488261,.66205329,.17066571,.39000744,8.7746054e-16,.10138016,103.88097,163.35133,200.48392,20.643169,1.7186167,.26234365,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,87,36,22,45,69,35,68,48,40,29,61,76,76,59,26,15,49,41,10
2016,1838,1276,Fillmore,.060734604,.67625719,.22998069,.34489632,2.7704120e-15,.10138015,129.56334,217.3992,247.46425,42.34766,1.8970386,.021851428,.54536021,.23544866,.24874178,.11996042,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,-4.4790113e-10,.29374936,.5114966,.29942033,.1728306,.14289236,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.14080411,.34542334,.59937966,.13340059,.36983588,.076991923,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.22461179,.21131864,.51103741,.20528212,.18031928,.10215108,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.052634709,.29830247,87,29,12,49,78,42,75,67,65,52,67,77,70,51,34,15,46,43,11
2017,1838,1276,Fillmore,.10183748,.59184873,.22282825,.26764029,.028194837,.10138018,108.40228,258.23856,134.61763,76.252342,1.15465,.040070247,.54869336,.25461191,.22409937,.13730223,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,6.3479838e-10,.33465469,.52594823,.32267669,.15580295,.15855414,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.14480986,.37777531,.58497655,.14603442,.33304632,.098039187,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.23100178,.26586831,.51884514,.22063032,.16179247,.11980285,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.058029473,.3583084,87,38,14,59,64,46,73,61,44,44,20,79,29,45,38,17,41,46,13
2018,1838,1276,Fillmore,.10903761,.68483007,.29542643,.28802347,.054358758,.10138018,107.67774,191.59991,142.67847,20.627228,1.1757269,.23005567,.52262598,.2458825,.21444264,.13033116,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,1.6125858e-09,.32312804,.49953386,.31540722,.14658515,.15420519,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.14682995,.37193537,.55946279,.13497612,.32268941,.084333129,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.23422426,.24527021,.48326793,.21080883,.15286888,.11658644,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.066102974,.34499335,87,16,6,54,51,36,68,40,36,32,22,75,45,42,43,15,41,47,12
2012,1742,1294,Freeborn,0,.45988014,.091437638,.31862912,,.049813394,109.18814,218.58868,,49.210526,,.44421434,.5348947,.19158287,.30461493,,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,0,.4841477,.2403207,.22799543,,.015831575,196.62134,246.58629,,19.712482,,-.37644094,0,.61584675,.11383594,.42683896,,.075171843,114.67954,244.49701,,60.074459,,.60050148,0,.49562806,.16701594,.23368755,,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,0,87,69,47,65,,46,44,66,50,33,,39,,69,20,11,57,36,7
2013,1742,1294,Freeborn,.071386985,.48109552,.091435701,.3398464,0,.049813394,112.69024,182.52147,256.67181,18.700487,2.1391156,.096253932,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,87,70,47,67,70.5,44,55,63,51,56,65,41,71,71,19,10,56,37,7
2014,1742,1294,Freeborn,.11425604,.52535486,.14126481,.3526924,.049813394,.031397678,119.89572,182.07771,202.4404,13.780965,1.6872159,.028902797,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,87,69,35,61,29,77,62,73,64,51,49,48,58,67,27,6,51,40,10
