year,mnsendist,sendist_n_kids_u5,sendist_n_fams_u5,state_n_kids_u5,state_n_fams_u5,hr_slots,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_mnsendist,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2017,32,4517.7241,3154.3342,349261,259503,.15790226,.32544333,.44934821,.17089599,.19613075,.075580791,.082321465,134.15344,227.88646,170.2648,15.450002,1.1166822,.065272875,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,.00061063742,.21308202,.1170994,.15206119,.7178902,.42775422,4.8457302e-15,.30885112,.082439795,.089025006,.2964856,.17303482,2.2755512e-07,.13971685,.023194939,.000027303297,.10159019,.034477778,111.54112,164.3019,147.55374,190.50162,247.19725,205.94397,138.95227,189.57224,162.12167,4.8611207,16.005348,8.3194618,.91311932,1.1941341,1.0278176,-.41938621,.35324675,.02265425,.037479244,.50759482,.28790241,67,53,58,44,37,48,21,36,28,23,14,11,48,6,44,38,18,41,46,13
2018,32,4517.7241,3154.3342,349261,259503,.11363184,.26968208,.41797632,.19235264,.18803748,.076045632,.037586205,157.66443,224.26813,180.30667,11.517195,1.0683367,-.035716761,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.00037869584,.18657461,.088145494,.13340278,.63574278,.40724134,9.5073045e-15,.34761062,.10425273,.08232674,.28371391,.16956194,4.1059894e-07,.13892835,.023194939,.000013110943,.044685736,.026949141,145.75748,177.42191,170.4108,204.39749,247.22644,217.84616,155.16956,199.87555,175.23621,4.8523054,15.948704,8.2777948,.92922056,1.1380491,1.0679574,-.39967638,.23536628,-.030727468,.027116474,.40102717,.19123331,67,60,59,40,36,43,43,45,35,26,20,21,49,7,45,46,9,41,47,12
2019,32,4517.7241,3154.3342,349261,259503,.18422225,.33784211,.47836596,.20753254,.18915789,.10254674,.081675515,150.19762,217.02615,190.07613,65.344612,1.1739002,.059837043,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.0010298423,.24524681,.12418269,.10212745,.75753337,.48755974,1.3525636e-14,.38631159,.11139207,.059813261,.2693789,.18733132,.000026518217,.16526818,.066422299,.000017643722,.10726797,.032614775,122.32648,183.80659,163.42343,196.38103,236.36949,213.98143,166.57388,218.11084,184.08951,6.7369576,53.39603,14.306051,1.0042523,1.3251722,1.1266029,-.45434681,.36081076,-.0049882634,.094259746,.53808433,.30727682,67,45,53,40,36,41,29,38,30,26,25,25,54,24,40,43,17,37,48,14
2020,32,4517.7241,3154.3342,349261,259503,.16787748,.41543931,.43159479,.20086752,.17806582,.11521603,.052661445,174.38808,221.23215,200.12671,190.65233,1.2539266,-.1318748,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.0090227015,.23420927,.12734497,.12171382,.64661503,.43001902,5.4647259e-14,.36154777,.10809372,.059815697,.2447038,.16619112,.000032707663,.16432898,.075093552,.00025383916,.067830496,.035519324,154.2905,192.02129,185.42087,196.6696,245.84644,215.55562,172.41624,225.04831,192.27489,207.45477,234.01874,228.96577,1.0034295,1.5386273,1.1471841,-.50874329,.14118776,-.097269483,.13199699,.67639077,.39811912,67,56,61,41,37,39,57,29,38,28,25,26,62,38,41,47,12,35,48,16
2012,33,4348.9878,3081.5178,349261,259503,.0050861691,.01427262,.39774254,.25323495,.13942142,0,.0050861691,213.12419,256.08945,,31.730759,,-.65377557,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,6.1144719e-29,9.5321084e-06,3.1589999e-14,.16336776,.54517055,.34261864,.019930219,.3462927,.19932994,.066605963,.18937081,.13514459,0,0,0,6.1144719e-29,9.5321084e-06,3.1589999e-14,179.18225,246.81364,220.1066,226.31648,278.95074,268.51221,,,,15.722254,26.222273,21.416718,,,,-.89099324,-.38510048,-.65478265,1.4704638e-28,.000039330505,1.0697439e-13,67,54,62,17,57,34,54,50,59,55,47,,42,,35,64,1,57,36,7
2013,33,4348.9878,3081.5178,349261,259503,.094142407,.20302825,.4042992,.27174982,.12740114,.088994175,.0051482324,219.66338,261.27054,287.46362,20.297726,1.3923279,-.43104184,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,5.1056622e-06,.15052949,.039328143,.1888309,.53628904,.34401536,.02783709,.35652027,.21013463,.059456844,.18117411,.11641209,1.2199061e-19,.15052935,.0021108859,8.3010518e-28,.000040488281,4.5586679e-13,183.35548,254.96613,227.87805,242.47475,278.44022,273.01819,272.28049,306.71533,288.07233,15.083364,25.972275,20.986153,1.2149121,1.5253689,1.3798289,-.58626366,-.28496563,-.39055562,.000021933834,.3709248,.10518242,67,40,61,20,57,26,54,30,60,52,56,56,45,26,32,67,1,56,37,7
2014,33,4348.9878,3081.5178,349261,259503,.17138116,.34595576,.45591822,.30459559,.11431435,.13437286,.037008289,206.25388,257.50647,291.42993,11.172204,1.4075131,-.29491696,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.038645126,.26892948,.12443295,.23533539,.61426926,.40885895,.092689201,.42619264,.22496346,.051423959,.15353975,.10979939,2.0794488e-09,.24146304,.060874887,.00014231184,.04750777,.020850718,175.66939,247.50827,227.08203,235.41704,273.94189,256.83713,276.19586,311.43893,293.83807,6.2500129,14.500029,8.9225426,1.2065352,1.5700535,1.3601041,-.61941272,.097256415,-.39529914,.18166471,.46248886,.34589508,67,24,63,20,60,18,34,10,51,48,48,60,43,32,25,67,8,51,40,10
2015,33,4348.9878,3081.5178,349261,259503,.21305394,.38655481,.49947178,.3664878,.09529952,.17536947,.037684474,212.8849,251.83395,285.83252,10.704617,1.3479577,-.18721217,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.058700703,.33360302,.14230603,.27607641,.69529539,.46771348,.1604764,.50047421,.30725926,.038889129,.13204363,.096804976,1.0259235e-07,.30277503,.088449106,.00078273035,.04995852,.021424767,186.76346,252.2372,237.99396,214.77779,278.12244,260.80792,271.61084,301.3728,287.10092,6.2247953,13.696362,8.7523823,1.2142452,1.4792353,1.2836735,-.62992746,.14229877,-.21336663,.20479622,.52146411,.4354305,67,13,48,9,60,10,40,12,39,49,36,53,42,30,19,73,8,49,41,10
2016,33,4348.9878,3081.5178,349261,259503,.21400097,.38691068,.49664938,.37453607,.082763456,.17465113,.039349832,227.13222,266.81485,291.22769,10.587145,1.2724203,-.23339602,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,.053839017,.33269459,.15325153,.25736922,.69052202,.44305515,.16563971,.51614088,.31538594,.033523254,.10705192,.077167019,9.7461779e-08,.2931425,.10005185,.00087076845,.060064215,.022000864,201.52759,268.19687,240.53835,245.91441,293.59888,277.71545,275.09375,307.8913,298.26001,6.2399921,13.44034,8.7259588,1.1792451,1.3620989,1.2411367,-.6628474,.086063646,-.25271025,.20219804,.51745087,.45598692,67,17,47,12,60,10,46,19,48,50,36,51,43,25,17,75,8,46,43,11
2017,33,4348.9878,3081.5178,349261,259503,.21198319,.35538781,.55962306,.45067763,.069110379,.17214818,.03983501,219.52951,247.70346,284.90332,10.5992,1.2800148,-.19378591,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,.052221823,.33204603,.15544,.26195681,.76219743,.47242203,.16610201,.62171823,.3526575,.029334076,.093120359,.061952449,2.7975309e-09,.30451229,.097033359,.00087055605,.06201832,.021830805,179.93216,263.53403,235.06497,212.5,284.67572,258.71036,252.89047,309.92224,294.29459,6.2628341,13.439689,8.7222404,1.1495485,1.4065937,1.2153939,-.66868579,.20438373,-.2268739,.19700807,.49755445,.34830081,67,24,30,8,61,18,48,31,47,49,20,48,43,31,12,81,7,41,46,13
2018,33,4348.9878,3081.5178,349261,259503,.20310631,.34999916,.54318923,.44078916,.069700524,.17040677,.03269954,251.72508,288.67883,313.06726,10.999868,1.2197149,-.19352429,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.048868936,.33310005,.12620947,.28628692,.72460926,.46302855,.18617077,.61348534,.34973794,.029334076,.093787767,.067132935,1.2634489e-07,.30818233,.099809825,.00014600865,.048652604,.020783175,222.82855,306.8046,255.44604,254.85957,326.17255,285.84128,273.24066,345.59448,316.64966,6.2504473,14.861139,8.7698727,1.1060786,1.3473002,1.1823273,-.619066,.081391953,-.27114666,.16933851,.48395535,.339728,67,23,27,8,60,16,47,34,42,51,36,46,46,26,13,81,6,41,47,12
2019,33,4348.9878,3081.5178,349261,259503,.25271839,.38972694,.57770687,.46300715,.072166786,.21018547,.042532921,229.95979,258.95151,289.24225,31.285019,1.2338589,-.1374892,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.056515958,.39480418,.1663461,.29343402,.80422002,.51098776,.18337774,.68653262,.36260682,.032645449,.093271554,.070131004,8.5854153e-06,.36415139,.10352102,.0012278828,.062015519,.021115333,182.0549,297.13266,239.80823,221.99446,312.92123,269.42496,253.22496,325.80408,299.70367,7.6490412,22.478743,12.621611,.97911453,1.4415725,1.1613059,-.62045908,.22947845,-.16774759,.19380143,.51552284,.41265559,67,18,30,9,61,14,52,28,39,48,32,45,36,34,12,80,7,37,48,14
2020,33,4348.9878,3081.5178,349261,259503,.26765248,.41631678,.57482892,.45178902,.062880129,.20749271,.060159773,237.55185,266.60312,290.16327,126.8447,1.2090516,-.1679218,.2391668,.58344477,.2826727,.20582268,.14421742,.094949387,195.66025,256.33185,252.38196,112.12788,1.2529514,-5.7189925e-10,.38828039,.25778362,.57914805,.38157508,.12706237,.187273,.070510618,243.56932,292.39255,301.20221,141.01784,1.2822433,-.2076588,.44085431,.21643451,.58869129,.16190679,.30199388,.09164387,.12479064,137.16031,203.26027,181.2607,74.763512,1.2100846,.25356427,.3240844,.212387,.54498643,.2433251,.14078793,.11976141,.065544695,202.12589,275.61298,278.21957,107.53541,1.2393914,-.12787411,.40247095,.060266875,.42753178,.17602193,.2876862,.80242199,.50688118,.17893688,.66256088,.35642362,.028557092,.082378842,.058299728,.000010330425,.36273059,.10797531,.012326688,.094808109,.049876027,180.25652,300.22928,247.24394,221.99446,321.02042,270.76489,254.49423,324.79141,304.14426,19.590143,230.69461,130.27899,.93228662,1.442854,1.150471,-.6011923,.17119183,-.19222549,.23682246,.55534267,.44399717,67,22,35,11,61,17,51,28,44,50,32,44,40,29,11,79,10,35,48,16
2012,34,6160.3389,4409.333,349261,259503,.003331197,.0078111128,.42947954,.23552699,.19062136,0,.003331197,218.71243,267.06595,,40.256683,,-.66560668,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.016329851,.48531702,.25363493,.21535224,0,.016329851,202.43025,251.13664,,17.787479,,-.43156007,.03597733,.066008456,.59543216,.11581349,.41361022,0,.066008456,119.39986,239.24196,,56.606106,,.52696162,.076030329,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,4.8123196e-32,.00012777411,2.9741983e-13,.17752908,.64535767,.4386397,.05903592,.3674058,.21081142,.1011565,.28945285,.17055364,0,0,0,4.8123196e-32,.00012777411,2.9741983e-13,207.66145,233.84956,216.67188,252.33577,278.79514,262.35324,,,,14.583366,27.000055,21.138931,,,,-.90504014,-.37036815,-.68721938,1.7616108e-31,.00019877547,1.3978366e-12,67,59,55,25,50,34,59,56,61,58,57,,47,,44,55,1,57,36,7
2013,34,6160.3389,4409.333,349261,259503,.10298029,.20084146,.43079945,.24080712,.18666114,.099649087,.0033311998,225.03485,274.7691,293.29892,20.789742,1.3996053,-.43874732,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,.12411853,.4986423,.27688378,.20767923,.11003927,.014079258,210.10277,255.72041,276.25183,13.898079,1.4023361,-.27833655,.24179278,.098850906,.63151497,.1195942,.4365046,.023434754,.075416148,122.86449,176.70358,209.29378,20.764448,1.6272802,.33986616,.10661311,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.018727111,.15327673,.085802399,.18112785,.65299612,.43305352,.059033848,.37942719,.21155441,.093604699,.28594694,.15900117,.016211729,.15067878,.075269833,4.8123196e-32,.00012777411,2.9741983e-13,211.18407,242.13264,224.63863,258.86206,287.38266,272.4541,281.04974,307.80658,289.15454,14.583366,27.000055,21.138931,1.3009503,1.533447,1.3892856,-.63696927,-.22408994,-.48162571,.11263645,.27739462,.19024535,67,38,58,23,50,25,58,32,61,59,63,63,46,28,43,56,1,56,37,7
2014,34,6160.3389,4409.333,349261,259503,.12935044,.23135841,.46896812,.26947835,.18395011,.11381077,.015539669,218.42801,266.33322,298.38535,10.829322,1.451032,-.41129735,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,.1548647,.53177434,.30802298,.19823626,.1293496,.025515107,209.7149,258.0687,273.70966,9.0229177,1.3640947,-.27881455,.28396159,.14222372,.65180427,.14198691,.41651052,.048916884,.093306825,119.50237,180.70401,193.90744,12.983691,1.4934872,.34044987,.17604747,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,.027929636,.20017281,.1139488,.20582061,.70964307,.47393322,.083809525,.42639139,.25147894,.094117559,.27507612,.16340245,.023795111,.17726368,.087454438,.00020858851,.025163177,.010341866,208.91403,234.08081,219.03514,259.22076,274.44434,265.05746,279.60941,316.08597,297.28592,7.5555711,13.861387,10.089779,1.3686424,1.5590638,1.437391,-.69395047,-.16305238,-.38042954,.15228187,.28738147,.22809033,67,40,61,25,48,27,58,36,62,52,57,66,39,43,39,57,3,51,40,10
2015,34,6160.3389,4409.333,349261,259503,.13159388,.22795399,.47720519,.28952894,.1720195,.11593713,.015656753,232.81271,278.93289,314.67709,10.511154,1.4370408,-.46867782,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,.16920049,.51001132,.30203423,.17795667,.13918005,.030020433,214.48586,265.24478,278.92871,8.7821188,1.353738,-.2660127,.3238478,.14237095,.61650711,.13492937,.39052776,.051320944,.091050014,120.5803,184.89079,179.8253,12.67494,1.3686256,.32481799,.19574787,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,.027921639,.20884629,.11514784,.23496507,.70420569,.4784804,.11965764,.44693509,.25409579,.087311618,.25244367,.15042217,.023860484,.18661347,.090852447,.00021119915,.027505359,.009214432,220.66733,250.47758,238.15462,268.85965,289.34122,276.04709,299.02487,334.7489,315.81,7.0657783,13.892338,9.9032869,1.346824,1.5214447,1.4063323,-.88115746,-.14253053,-.46489716,.13856553,.30066577,.22686751,67,46,55,22,47,27,60,39,66,56,63,67,38,51,36,61,3,49,41,10
2016,34,6160.3389,4409.333,349261,259503,.17567623,.27843112,.52576309,.35409594,.14671707,.15072615,.024950061,240.56741,287.02765,311.30374,8.4540501,1.3400733,-.34712252,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,.1917012,.51860923,.31794,.16105661,.15208855,.039612651,222.11203,277.70114,285.78854,8.1988544,1.3164439,-.22413506,.36608848,.15127282,.57802474,.13472164,.35581079,.063780524,.087492295,129.10641,214.31894,196.17691,19.508986,1.4347159,.2736828,.22844511,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,.038047925,.2993502,.15925336,.27154145,.749681,.5043925,.14211737,.50968629,.28422144,.072238944,.22917123,.12251517,.02262597,.26307341,.11913168,.0065932614,.036696989,.027272742,228.47432,262.06412,242.00191,280.79678,297.29205,290.00525,297.24603,319.02982,310.85556,6.5108581,10.837983,8.2631874,1.2000489,1.4401178,1.3099568,-.71887994,.0085196691,-.34707153,.16155501,.38985288,.27955884,67,34,36,15,49,21,54,35,64,55,58,61,26,39,28,67,5,46,43,11
2017,34,6160.3389,4409.333,349261,259503,.19837315,.31890547,.53459471,.3845183,.12242344,.17072022,.027652936,247.82785,287.61282,323.40659,8.3542376,1.3633406,-.38758487,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,.21748964,.53602523,.34291685,.14553605,.16980168,.047687959,220.6983,274.22,282.50162,8.1945629,1.2935365,-.21263325,.3981843,.17927492,.56416196,.14678609,.32003006,.08083225,.098442666,123.85667,257.38586,186.69583,26.766617,1.3283236,.2596384,.27776128,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,.062009998,.3309828,.173641,.27991384,.75917202,.48958993,.17200089,.56019622,.3357406,.06140244,.18489344,.10709669,.042813167,.29065803,.14415079,.0066210805,.042762775,.028686462,235.98343,268.09692,254.67212,275.57446,297.55066,287.15668,311.2037,342.29535,319.06195,6.3020101,10.855994,7.954,1.233341,1.4773396,1.3231901,-.78931046,-.0057835281,-.40633821,.20912352,.42660964,.35808676,67,34,34,16,49,19,58,38,66,59,56,63,28,45,23,72,5,41,46,13
2018,34,6160.3389,4409.333,349261,259503,.20497149,.32438681,.56883717,.42481115,.12086206,.18180755,.023163933,292.39673,334.75946,366.39713,10.345829,1.3734782,-.35088685,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,.20287231,.50874692,.3343398,.1365796,.16504481,.037827495,249.97003,309.05048,318.38602,8.2889967,1.3295362,-.21803889,.39469829,.15948673,.53957325,.13787062,.30951822,.067302339,.09218438,133.23422,214.20126,181.24086,12.489292,1.1973439,.26623899,.26214433,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,.06079942,.31764138,.20728746,.27029765,.83246505,.54911494,.17433807,.63778764,.41744053,.058612194,.19256334,.1010109,.052831996,.28408396,.18194959,.00034949099,.044162232,.013314996,273.39594,321.65305,295.39236,314.70401,356.6048,335.99307,347.94064,388.64465,359.88245,6.4409647,13.650121,9.3399782,1.2277137,1.519936,1.4079915,-.83548838,.07736776,-.34673405,.22132641,.42026794,.32867163,67,21,20,9,49,14,57,35,61,62,62,64,42,55,21,75,4,41,47,12
2019,34,6160.3389,4409.333,349261,259503,.22257908,.33446831,.60994059,.4521594,.11901528,.18381317,.038765911,275.92337,316.86136,343.96677,32.857002,1.3116826,-.37468043,.21685407,.56920344,.27474514,.21301781,.13541356,.081440508,188.82721,254.64575,250.36604,39.83754,1.2466825,-3.9950529e-10,.36112294,.23721111,.56380707,.37398562,.13397329,.18136291,.055848189,236.04593,290.60721,299.03973,48.742886,1.2906914,-.20131844,.4183369,.19199687,.57579273,.15356633,.30953607,.07930655,.11269032,131.17021,200.58304,176.8013,28.325695,1.1799331,.2458223,.29126114,.19229907,.5299468,.23519602,.14615482,.11689028,.046364371,193.21698,273.84366,276.4006,18.412409,1.2438682,-.11975329,.37556082,.071676791,.33828521,.22854576,.29706401,.88447475,.60330498,.19693869,.66158718,.44551328,.054485559,.19021097,.09056209,.054352,.28532824,.18814406,.010742958,.058834359,.033054464,255.04788,295.13379,275.32043,297.79987,333.93616,315.80743,328.71817,360.11124,339.75784,8.5277948,42.238808,11.572318,1.2212156,1.414108,1.3230611,-.77341306,-.011049926,-.41093647,.22469433,.44072148,.32747197,67,30,22,10,48,18,53,40,63,63,63,63,38,47,20,74,6,37,48,14
