year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2013,2078,1525,Nicollet,.019427851,.70449281,.27047688,.42410821,.0069647087,.0099077364,136.36949,166.14166,144.64539,22.932905,1.052307,-.0064331056,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.5547148,.92280531,.71402019,.20677133,.38642749,.26069206,.31840926,.52751732,.4363786,8.5750191e-32,.015077855,5.3394768e-07,0,.0052736816,4.6416492e-30,135.65063,141.52153,139.16415,153.84229,180.04784,158.40891,133.52002,152.72227,140.33997,11.433391,31.361172,26.567244,.9695788,1.100252,1.0288695,-.1567136,.1264565,-.056154519,1.1979979e-31,.024616782,4.5641236e-06,87,31,3,47,39,74,81,72,73,45,15,56,6,60,38,1,56,37,7
2014,2078,1525,Nicollet,.11269381,.7181288,.32304367,.37403828,.083520435,.021046834,136.89236,166.50264,165.65559,15.625111,1.2131108,.070394263,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.49627835,.96568406,.66187257,.18509944,.51480615,.24452972,.26657972,.45545694,.37120166,5.3006494e-28,.12566015,.0062131486,1.6480476e-14,.022185339,5.3128662e-07,133.04855,145.21576,137.96213,161.0323,171.51474,170.19661,143.90752,184.72406,176.91672,6.4416766,22.055599,17.944481,1.0796998,1.2996564,1.2610146,-.26863724,.3829878,-.056417558,4.5743433e-11,.16278031,.13817367,87,36,3,52,17,81,64,69,75,36,33,58,20,52,45,3,51,40,10
2015,2078,1525,Nicollet,.13817428,.71668625,.31338406,.35354826,.053234313,.049753949,135.12511,173.36615,132.09598,8.9741955,.92186332,.13396885,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.54066992,.92535579,.6869548,.24088536,.44919887,.30611497,.24829468,.47938478,.3351168,.0081797084,.046957824,.017995946,.025353925,.049558867,.035497177,138.32065,143.0388,141.22914,169.87038,180.13585,172.7397,126.30901,134.0278,129.44446,4.7928514,9.6115818,5.9167376,.82924151,.90028995,.86327755,-.1185472,.37424147,-.010345141,.063651532,.11625993,.088258281,87,31,3,55,29,67,66,62,75,41,12,12,2,49,44,7,49,41,10
2016,2078,1525,Nicollet,.1100599,.63504851,.25011638,.3352389,.015938791,.049693219,139.36639,186.05711,152.37279,13.559,1.0036882,-.00761184,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.48999289,.81304693,.63424969,.17809001,.38089359,.23263672,.27480325,.43244827,.35189873,.0054630334,.019346595,.014848127,.024403986,.049414475,.035423871,141.59248,148.93268,143.68825,183.18423,190.5005,188.49715,148.11784,154.31004,150.05733,4.7932162,9.6352005,5.9167376,.9646095,.99848241,.9761011,-.16917942,.1280937,-.059166133,.068599306,.094737753,.082617357,87,37,8,54,63,70,81,72,72,25,24,29,4,53,39,8,46,43,11
2017,2078,1525,Nicollet,.14511155,.68355513,.33025169,.29732823,.044419575,.065409072,135.84541,187.86084,141.43892,13.660617,.96481299,.029789643,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.50788236,.91119313,.66697252,.21670882,.51422369,.28815421,.23021309,.39097697,.30639341,.0009182801,.023147384,.0078063328,.025106587,.065725505,.035497177,138.84888,147.15768,144.03656,175.31558,180.27982,178.27756,135.83334,144.97096,139.38892,5.0357585,9.0850849,6.7539282,.88945502,.97826195,.92332065,-.24430145,.22966541,-.11769015,.061031505,.10652596,.07827723,87,21,4,53,53,66,78,69,74,8,25,26,6,43,48,9,41,46,13
2018,2078,1525,Nicollet,.15234929,.57682329,.26455691,.24914092,.033757225,.063125461,143.02965,191.62892,159.96951,9.2518368,1.0318052,.013752272,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.43468484,.75657809,.56378722,.19105929,.38123634,.25476646,.19407186,.31255123,.27191612,.00084097998,.019495554,.0063998937,.024274778,.07430429,.035477806,146.46266,153.76001,151.14825,191.7991,195.47726,193.48134,154.532,164.3889,159.43057,5.2208323,8.4255285,6.7695751,.90807414,1.0517465,.98145676,-.22350815,.20696731,-.13081597,.069738887,.12581928,.093647525,87,34,10,64,58,61,75,72,69,33,42,19,18,43,46,11,41,47,12
2012,1791,1162,Nobles,.11924551,.34506696,.047044352,.2561855,0,.041837107,85.48983,185.07675,,65.096352,,.52099836,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.18921344,.30831298,.27734539,0,.084407419,.068643026,.12014914,.17840457,.15444711,0,0,0,4.1966069e-15,.051485799,.041644342,78.923775,90.70385,80.265778,93.938065,262.7327,95.625046,,,,3.6596842,22.166286,6.5271578,,,,.3029753,.52613324,.48884463,1.3472317e-13,.17723358,.16700813,87,85,60,75,44,52,20,56,4,14,,50,,74,14,12,57,36,7
2013,1791,1162,Nobles,.11956628,.33217594,.047044352,.24329448,0,.041837107,87.76416,124.98724,331.43863,14.867265,3.3628008,.2496772,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.18841878,.30597883,.27647328,0,.084407419,.068643026,.11942577,.17641404,.15384574,0,0,0,4.1966069e-15,.051485799,.041644342,82.201508,91.90992,83.404083,103.62898,138.39258,105.13734,328.69485,336.22266,331.1254,3.6596842,22.166286,6.5271578,3.2540343,3.3574491,3.3248653,-.037276287,.37169531,.35748994,1.3472317e-13,.17666754,.16773498,87,87,61,83,70.5,49,32,43,5,10,82,21,85,73,14,13,56,37,7
2014,1791,1162,Nobles,.14721808,.3664614,.058096319,.2420364,0,.06632866,88.428307,140.0209,228.31436,12.424265,2.2201331,.15789661,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.20337802,.34890646,.31245556,0,.10403253,.081352189,.10725871,.18040842,.15787059,0,0,0,2.3461584e-12,.070417158,.060970873,82.736244,90.770401,83.893761,108.40862,166.08342,111.92174,213.30891,238.69786,215.86447,3.2897623,20.943466,5.2189951,2.0356102,2.2450354,2.0681212,-.093027413,.2789554,.2489031,4.3561539e-07,.21054222,.19774151,87,86,63,82,76.5,60,49,58,12,14,63,36,79,66,16,18,51,40,10
2015,1791,1162,Nobles,.23807426,.37191817,.047137722,.24736522,.005952816,.07741522,88.181969,127.16399,119.39005,12.354294,1.0992254,.27801779,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.19799435,.34174222,.31092998,0,.084762372,.068591177,.10020328,.17362036,.14959812,0,4.6190157e-23,3.6139478e-31,2.3461584e-12,.090046622,.079117499,80.710457,92.666603,82.354469,116.20979,133.19452,119.60015,111.00005,125.58341,113.04172,3.0341866,20.949356,5.1985912,1.0008818,1.1249472,1.030412,.12173251,.34819603,.31317747,.18200234,.28140777,.26260006,87,86,63,76,56,49,25,45,9,4,5,38,10,67,13,21,49,41,10
2016,1791,1162,Nobles,.37538695,.42512086,.052413333,.24248481,.03739972,.13022272,115.29562,301.35962,223.3479,19.624353,1.5695387,.36489594,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.2114671,.3595891,.31893158,0,.093976989,.077205777,.097005241,.16245656,.14262721,1.9766159e-19,.057892468,.048190553,1.3143521e-09,.099422172,.081862204,111.33671,124.50886,116.16302,207.05202,321.04272,209.4827,211.17209,216.81099,213.11653,4.0571461,19.955879,5.5675654,1.4771178,1.5144867,1.4962064,.21224184,.45505512,.38712353,.33242452,.4596552,.45266888,87,81,62,75,47,30,7,31,46,78,62,47,60,57,12,31,46,43,11
2017,1791,1162,Nobles,.36893252,.41766924,.052413333,.21816497,.034922302,.14709093,79.666237,183.8638,103.27555,38.306252,.95589125,.4304218,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.20766711,.35284671,.3140851,0,.093976989,.077205777,.089622639,.14429177,.12605225,9.1474051e-21,.057458933,.047282312,.000078490244,.1101198,.091553919,70.922943,83.933212,73.004608,90.809402,252.32654,93.606781,84.863457,96.085701,86.724571,3.9487073,16.388391,5.4745584,.7762149,.84683263,.7854827,.12116987,.59247506,.54655737,.076411977,.49403393,.48795295,87,81,61,77,59,23,16,23,4,7,3,60,5,52,13,35,41,46,13
2018,1791,1162,Nobles,.33289924,.36176538,.060466807,.22037245,.042975776,.080926128,104.38538,172.85771,149.10669,11.979398,1.1962976,.26872,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.19669896,.33015341,.29179788,0,.10833135,.089624412,.089813903,.14054082,.12395738,9.1474051e-21,.072174028,.059391193,.000078490244,.076346248,.060036566,102.80567,110.73153,106.89037,161.92888,177.02388,165.90167,141.46825,155.13493,143.57936,4.1856618,16.38813,5.4076681,1.0382451,1.23476,1.0491742,.10422757,.42752934,.37301362,.043307249,.46736196,.45455456,87,83,56,71,50,47,18,41,32,18,27,40,48,61,17,22,41,47,12
2012,352,273,Norman,.081270367,.8113268,.23958302,.4078359,0,.16390787,94.062904,294.86429,,124.56133,,1.0647646,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,7.6252873e-06,.90657556,.87061191,0,3.4070971e-12,0,2.6631499e-08,.70921659,.19525701,0,0,0,0,.18190616,1.8257732e-33,72.279068,116.06599,92.646561,175.38155,471.07849,262.98999,,,,4.4583421,223.84766,27.777832,,,,-.10686255,1.4129596,1.170503,0,.2100291,2.3076425e-30,87,11,5,44,44,9,36,7,14,59,,75,,50,30,20,57,36,7
2013,352,273,Norman,.21330562,.86765468,.23958302,.46416378,.23958302,.16390787,98.044792,113.42443,114.88172,27.898525,1.0205456,.73474503,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,7.6441820e-06,1.1896417,.96571863,0,3.4070971e-12,0,3.5184954e-08,.80074441,.33776492,0,3.4070971e-12,0,0,.18190616,1.8257732e-33,80.151794,117.13464,101.91374,102.00246,135.48764,111.94791,102.00246,135.48764,111.94791,4.4583421,43.597305,27.777832,.72916508,1.1321366,1.1022656,-.34417838,.89469153,.632321,5.6827063e-33,.1944108,6.2101017e-06,87,11,7,40,1,10,11,5,17,4,4,65,4,53,28,19,56,37,7
2014,352,273,Norman,.14930661,.8731783,.32312846,.44229123,.23958302,.10775862,109.80658,150.08145,109.53965,44.333645,.91567165,.41873223,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,6.9066118e-06,1.0962224,.92362064,0,.29105777,4.2649174e-07,2.0105947e-08,.80089676,.33776492,0,2.7142354e-13,0,0,0,0,106.52048,121.61185,116.9103,95.612274,184.51904,174.55043,95.612274,124.47736,110.3306,33.97229,49.944542,47.305649,.76888239,1.0448674,.91106963,-.5027864,.24475595,.19823998,0,4.0524323e-08,0,87,14,2,40,2,37,48,28,50,20,3,87,3,51,37,12,51,40,10
2015,352,273,Norman,.19529973,.86156034,.082146473,.41159412,5.2976359e-15,.36781973,95.822815,198.01358,176.64404,17.03248,1.4386272,.58712465,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,1.2673633e-08,1.1968424,.92362064,0,.25797904,0,6.5777126e-09,.71537161,.38482594,0,0,0,8.4179511e-34,.19136062,8.2889483e-07,102.01752,117.45621,106.92997,167.44446,225.38901,190.86118,151.15288,186.97238,176.40292,2.2638934,27.777832,18.305592,1.2429293,1.5467834,1.5243995,-.6221714,.78335905,.24195939,5.5999276e-30,.16006587,.000040631716,87,9,50,42,68,3,37,9,23,60,53,67,54,48,10,43,49,41,10
2016,352,273,Norman,.20066981,.7809152,.083545454,.38799578,5.0265540e-15,.309374,84.384262,67.51593,127.90033,59.482235,1.6844945,.57539535,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,1.2673633e-08,1.1982275,.92223871,0,.26237249,0,7.5679250e-09,.71509206,.46181318,0,0,0,1.2570857e-33,.19003072,6.2685444e-07,64.058662,118.57063,91.374252,36.633919,81.328461,70.883987,107.4605,148.34015,146.79303,2.4444494,27.777832,18.305592,.76402199,2.6049669,1.0611579,-.54627591,.99401307,.34060279,6.5851938e-30,.15902211,.00010145931,87,12,50,41,77,3,50,11,7,1,3,81,67,50,11,40,46,43,11
2017,352,273,Norman,.28934431,.80548912,.083545454,.29777446,5.0264989e-15,.42416921,81.159492,260.25977,133.55212,21.544544,.88867718,.65445119,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,4.1029217e-08,1.0855687,.92660075,0,.26237249,0,1.3004417e-08,.31014061,.27808678,0,0,0,1.2973220e-33,.38139871,8.2889483e-07,66.928558,112.1772,83.104042,109.12701,368.38928,317.54193,120.74425,141.38577,136.17424,2.3258948,27.777832,18.305592,.33490136,1.3229353,.99465209,-.58673137,1.0443015,.43084237,6.0076044e-30,.39478552,.1996363,87,7,51,52,79,3,37,7,7,45,19,37,3,37,10,53,41,46,13
2018,352,273,Norman,.3227075,.86158186,.083545454,.35386717,.083545454,.42416921,91.547241,178.99313,173.19939,17.014826,1.4436377,.77658558,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,4.1029217e-08,1.1810522,1.1179938,0,.26237249,0,1.3879212e-08,.49604082,.38876849,0,.26237249,0,1.2973220e-33,.38139871,8.2889483e-07,81.772095,118.57323,110.92737,148.11113,192.80566,182.36119,147.55557,188.94455,181.48619,2.3258948,27.777832,18.305592,1.3623295,1.6048585,1.3843118,-.63184893,1.4976101,.48733899,6.0076044e-30,.57494271,.00011699041,87,4,49,41,22,2,22,4,9,21,51,65,74,41,10,49,41,47,12
2012,10722,7860,Olmsted,.094946124,.76549405,.2218568,.44733912,0,.096298128,156.85649,228.33406,,11.112873,,.39024919,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.57451701,.93903494,.78488755,.10483351,.33113563,.2154398,.34105784,.53762507,.4299303,0,0,0,.0094254445,.089690089,.05015916,148.46213,175.13116,161.76451,221.94766,244.82205,232.34593,,,,6.3462033,9.8494053,7.4173517,,,,.055033546,.5995571,.35107046,.017707244,.11331695,.064157769,87,16,10,36,44,23,31,70,80,40,,2,,58,29,13,57,36,7
2013,10722,7860,Olmsted,.23057249,.76046765,.21472037,.44719231,.10765798,.098554961,160.82481,233.86148,250.03514,9.3198938,1.531364,.29941586,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.57506657,.91846257,.77983159,.10690974,.31851929,.21549165,.34836203,.53587413,.43810546,.035876524,.16770527,.10077459,.0094254268,.089657865,.050154813,153.26143,178.03015,166.97708,228.48996,250.46849,238.98979,243.85469,268.05402,259.103,6.3451462,9.894701,7.4188576,1.4574383,1.6426811,1.547435,-.034845069,.47732604,.25386289,.10480253,.32647032,.23509538,87,25,11,43,7,24,8,33,80,77,63,1,39,59,28,13,56,37,7
2014,10722,7860,Olmsted,.33384231,.79712319,.28748003,.407298,.19351982,.10234515,161.78807,227.44012,227.48038,8.1119385,1.4088483,.38516301,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.60767227,.967435,.81066996,.13385479,.40651143,.2794171,.31510329,.48224103,.39036983,.073930956,.2630212,.16118923,.017102305,.091516271,.051216669,151.14801,181.80029,168.99927,222.15082,240.47844,229.09293,216.65775,243.73868,226.93147,5.98034,9.4686565,7.4627304,1.2878649,1.5119488,1.378777,.050865214,.63274801,.33634257,.20705694,.4711459,.33245271,87,22,7,48,4,41,6,31,80,75,62,5,39,51,36,13,51,40,10
