year,latitude,longitude,income,race,b_gisjoin,ct_gisjoin,cty_gisjoin,mif_region,ed_region,school_district,school_district_id,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_public,adj_supply_lr,adj_supply_hr,drive_time_any,drive_time_ccc,drive_time_fcc,drive_time_public,drive_time_lr,drive_time_hr,price_any,price_ccc,price_fcc,price_public,price_lr,price_hr,totcost_any,totcost_ccc,totcost_fcc,totcost_public,totcost_lr,totcost_hr,quality_premium,adj_s_b_race1,adj_s_b_race2,adj_s_b_race3,adj_s_b_race4,adj_s_b_race5,adj_s_b_race6,adj_s_b_income1,adj_s_b_income2,adj_s_b_income3,adj_s_b_income4,adj_s_b_income5,adj_s_b_income6,adj_s_b_income7,adj_s_b_income8,adj_s_b_income9,adj_s_b_income10,adj_s_b_income11,adj_s_b_income12,adj_s_b_pov1_race1,adj_s_b_pov1_race2,adj_s_b_pov1_race3,adj_s_b_pov1_race4,adj_s_b_pov1_race5,adj_s_b_pov1_race6,adj_s_b_pov2_race1,adj_s_b_pov2_race2,adj_s_b_pov2_race3,adj_s_b_pov2_race4,adj_s_b_pov2_race5,adj_s_b_pov2_race6,adj_s_b_pov3_race1,adj_s_b_pov3_race2,adj_s_b_pov3_race3,adj_s_b_pov3_race4,adj_s_b_pov3_race5,adj_s_b_pov3_race6,adj_s_b_pov4_race1,adj_s_b_pov4_race2,adj_s_b_pov4_race3,adj_s_b_pov4_race4,adj_s_b_pov4_race5,adj_s_b_pov4_race6,adj_s_b_pov5_race1,adj_s_b_pov5_race2,adj_s_b_pov5_race3,adj_s_b_pov5_race4,adj_s_b_pov5_race5,adj_s_b_pov5_race6,adj_s_b_pov6_race1,adj_s_b_pov6_race2,adj_s_b_pov6_race3,adj_s_b_pov6_race4,adj_s_b_pov6_race5,adj_s_b_pov6_race6,adj_s_b_pov7_race1,adj_s_b_pov7_race2,adj_s_b_pov7_race3,adj_s_b_pov7_race4,adj_s_b_pov7_race5,adj_s_b_pov7_race6,adj_s_b_pov8_race1,adj_s_b_pov8_race2,adj_s_b_pov8_race3,adj_s_b_pov8_race4,adj_s_b_pov8_race5,adj_s_b_pov8_race6,adj_s_b_pov9_race1,adj_s_b_pov9_race2,adj_s_b_pov9_race3,adj_s_b_pov9_race4,adj_s_b_pov9_race5,adj_s_b_pov9_race6,adj_s_b_pov10_race1,adj_s_b_pov10_race2,adj_s_b_pov10_race3,adj_s_b_pov10_race4,adj_s_b_pov10_race5,adj_s_b_pov10_race6,adj_s_b_pov11_race1,adj_s_b_pov11_race2,adj_s_b_pov11_race3,adj_s_b_pov11_race4,adj_s_b_pov11_race5,adj_s_b_pov11_race6,adj_s_b_pov12_race1,adj_s_b_pov12_race2,adj_s_b_pov12_race3,adj_s_b_pov12_race4,adj_s_b_pov12_race5,adj_s_b_pov12_race6,x_s,y_s,string_origin,objectid_1,join_count,target_fid,objectid,mnsendist,shape_leng,district,name,memid,party,bg_gisjoin,gisjoin,fid_mn_county,name10,county_shape_area,county_n_kids_u5,county_n_fams_u5,state_n_kids_u5,state_n_fams_u5,county,share_hr,hr_slots,std_adj_supply_any,std_share_hr,std_totcost_any,std_hr_slots,access_index2012,access_index,c_hr_slots,c_share_hr,c_adj_supply_any,c_adj_supply_ccc,c_adj_supply_fcc,c_adj_supply_hr,c_adj_supply_public,c_totcost_any,c_totcost_ccc,c_totcost_hr,c_totcost_public,c_quality_premium,c_access_index,state_hr_slots,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa,msa2,msa_hr_slots,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_hr_slots,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_hr_slots,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_hr_slots,p75_hr_slots,p50_hr_slots,p25_adj_supply_any,p75_adj_supply_any,p50_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p50_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p50_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p50_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p50_adj_supply_public,p25_totcost_any,p75_totcost_any,p50_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p50_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p50_totcost_hr,p25_totcost_public,p75_totcost_public,p50_totcost_public,p25_quality_premium,p75_quality_premium,p50_quality_premium,p25_access_index,p75_access_index,p50_access_index,p25_share_hr,p75_share_hr,p50_share_hr,N_county,rank_hr_slots,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2012,46.51778,-93.78158000000001,12,1,G27000107703003038,G2700010770300,G2700010,Northland,Arrowhead,Aitkin,1_1,.39280206,.28940472,.10339733,2.1289398e-25,,0,4.9631305,4.666676,5.7928934,15.350031,,,122.89675,127.66666,109.54598,0,,,131.16864,135.44446,119.20081,25.583384,,,,1,0,0,0,0,0,.080968551,.048957724,.058372676,.0581218,.034071401,.0821722,.016033601,.0290609,.1793759,.15432341,.065136507,.19340532,.080968551,0,0,0,0,0,.048957724,0,0,0,0,0,.058372676,0,0,0,0,0,.0581218,0,0,0,0,0,.034071401,0,0,0,0,0,.0821722,0,0,0,0,0,.016033601,0,0,0,0,0,.0290609,0,0,0,0,0,.1793759,0,0,0,0,0,.15432341,0,0,0,0,0,.065136507,0,0,0,0,0,.19340532,0,0,0,0,0,-93.78158,46.51778,-93.78158_46.51778,16500,1,16499,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107703003,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,5.4198797e-25,2.1289398e-25,-.38242209,-.48320869,.66127861,-.24070281,.13942826,.13942826,.050999977,.10188469,.56205237,.11210514,.39894724,0,.050999977,116.05154,302.28513,,137.25526,,.51472139,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,0,0,.015831575,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.075171843,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,0,9.8190436e-32,0,8.7099670e-06,1.0114985,.47444975,0,.28940472,0,6.9309305e-09,.81040406,.17718989,0,0,0,0,9.8190436e-32,0,112.10265,132.44038,124.80094,135.44446,493.41721,322.83362,,,,27.250055,210.36153,129.00027,,,,-.28981727,1.2360978,.51828665,0,2.3860295e-30,0,87,52,49,15,61,44,52,54,52,62,17,,52,,26,74,0,57,36,7
2013,46.78759,-93.24673,9,1,G27000107701001156,G2700010770100,G2700010,Northland,Arrowhead,McGregor,4_1,1.0446767e-14,0,1.0446767e-14,0,1.0446767e-14,0,13.350027,45.716759,13.350027,27.100054,13.350027,19.383371,127.72813,119.22222,127.72813,0,127.72813,121.29443,149.97818,195.41682,149.97818,45.166759,149.97818,153.60005,1.0241493,1,0,0,0,0,0,0,0,0,.03216783,.055944052,.044755243,.0097902101,.03216783,.2335664,.20699301,.14965035,.23496504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.03216783,0,0,0,0,0,.055944052,0,0,0,0,0,.044755243,0,0,0,0,0,.0097902101,0,0,0,0,0,.03216783,0,0,0,0,0,.2335664,0,0,0,0,0,.20699301,0,0,0,0,0,.14965035,0,0,0,0,0,.23496504,0,0,0,0,0,-93.24673,46.78759,-93.24673_46.78759,40031,1,40030,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107701001,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,0,0,-1.1340467,-1.0867476,.39583164,-.31971285,,-.35264263,.089722335,.10016614,.71944702,.1146253,.53750175,.02240237,.067319967,118.64977,155.7787,162.53612,35.137897,1.2736937,.41743276,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,0,0,.11470912,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.24713814,.22278397,.10960446,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.39423665,.11416462,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,0,3.5647515e-30,0,.010939512,1.2511861,.6259799,0,.29525161,0,.000052289433,.96674377,.43347123,0,0,0,0,1.1601052e-36,0,116.01418,133.47829,124.73524,127.00002,177.94455,158.19447,152.60004,173.29453,164.87785,28.166723,43.416752,36.138962,1.0677269,1.3847473,1.3280795,-.14018045,.83018255,.3206974,0,4.8091950e-26,0,87,72,81,69,81,57.5,68.5,72,81,73,60,20,72,8,100,0,0,56,37,7
2014,46.51711,-93.70564,12,1,G27000107703001061,G2700010770300,G2700010,Northland,Arrowhead,Aitkin,1_1,1.777048,.37043756,1.250903,.15570751,1.6213405,0,3.2130628,3.8833411,3.1572673,2.0666709,3.3231578,27.333387,108.80241,125,117.54901,0,119.25139,122.20583,114.15751,131.47223,122.81113,3.4444516,124.78998,167.76147,1.3443506,1,0,0,0,0,0,.16712782,.10105402,.1204875,.043774303,.025660796,.061887801,.01207567,.021887152,.13509655,.11622831,.049057409,.14566277,.16712782,0,0,0,0,0,.10105402,0,0,0,0,0,.1204875,0,0,0,0,0,.043774303,0,0,0,0,0,.025660796,0,0,0,0,0,.061887801,0,0,0,0,0,.01207567,0,0,0,0,0,.021887152,0,0,0,0,0,.13509655,0,0,0,0,0,.11622831,0,0,0,0,0,.049057409,0,0,0,0,0,.14566277,0,0,0,0,0,-93.70564,46.51711,-93.70564_46.51711,17545,1,17544,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107703001,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.087621443,.15570751,2.7214539,-.81111866,.99350512,.024688531,,1.2465491,.33525652,.20186348,.97387409,.28936771,.54639459,.19714478,.13811174,115.86817,167.09505,173.39569,17.642954,1.3654681,.85073435,.14917329,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,1.3224108e-10,.23537487,0,0,.14601825,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.25281981,.2673994,.15420623,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.40330011,.18428911,.11941184,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.1487809,.22529462,3.5477950e-24,.15836892,.026121689,.12269218,1.568049,.68385214,0,.40022939,3.0821568e-06,.0027152754,.96471971,.4243769,0,0,0,1.0897334e-36,.15561478,.016436286,110.95998,135.44455,121.95062,132.77779,202.9707,156.7778,165.17813,183.43564,172.67815,5.4166775,28.194502,12.472247,1.299917,1.4685649,1.347764,-.27230024,1.3201858,.46970743,1.5252744e-20,.25221506,.042749334,87,27,2,7,3,61,17,52,6,45,18,32,23,33,70,21,9,51,40,10
2015,46.48542,-93.68623,10,1,G27000107905022002,G2700010770300,G2700010,Northland,Arrowhead,Aitkin,1_1,.79011846,0,.74096084,.049157668,.74096084,0,5.1918149,26.166719,5.1481481,5.8500118,5.1481481,27.766722,101.93741,139,108.70026,0,108.70026,106,110.59043,182.61121,117.2805,9.75002,117.2805,152.27786,1.2984073,1,0,0,0,0,0,.034443557,.02583267,.048795044,.024536498,.040612135,.037227791,.0067686895,.01945998,.1649868,.19967632,.13706596,.26059455,.034443557,0,0,0,0,0,.02583267,0,0,0,0,0,.048795044,0,0,0,0,0,.024536498,0,0,0,0,0,.040612135,0,0,0,0,0,.037227791,0,0,0,0,0,.0067686895,0,0,0,0,0,.01945998,0,0,0,0,0,.1649868,0,0,0,0,0,.19967632,0,0,0,0,0,.13706596,0,0,0,0,0,.26059455,0,0,0,0,0,-93.68623,46.48542,-93.68623_46.48542,17711,1,17710,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107905022,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.062215567,.049157668,.60751331,-1.0522243,1.0749201,-.58113855,,.36709827,.18287987,.1933291,.68118143,.0036498054,.51705414,.02240237,.16047749,105.23385,187.41913,148.36508,15.500192,1.1715387,.5431565,.1571209,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,4.6666238e-10,.26617271,0,0,.15893593,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.24642213,.30445868,.15422551,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.39309445,.20509866,.13152398,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.15025853,.26232243,3.5477950e-24,.15836892,.026121689,.0079029733,1.2306159,.50702971,0,0,0,.0014032484,.9814775,.34247726,0,0,0,5.9319869e-26,.15836892,.026121689,81.922394,125.45966,110.78573,176.44452,211.50012,182.36119,127.91671,159.36122,150.47231,4.5097699,25.666719,11.055577,1.0769722,1.2543651,1.2209176,-.45107096,1.1238507,.37743106,1.5252744e-20,.27732089,.10191879,87,43,28,68.5,14,64,34,53,35,50,43,36,46,42,94,0,6,49,41,10
2016,46.40391,-93.759,4,1,G27000107905021043,G2700010790502,G2700010,Northland,Arrowhead,Aitkin,1_1,1.2630386e-06,1.5165610e-16,1.2630370e-06,1.5697660e-12,1.2630370e-06,0,10.635308,13.850028,10.635305,12.616692,10.635305,,121.54155,139.08333,121.54169,0,121.54169,,139.26706,162.1667,139.26721,21.027821,139.26721,,,1,0,0,0,0,0,0,0,0,.027540363,.045584045,.041785378,.0075973407,.021842355,.18518518,.22412157,.15384616,.29249766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.027540363,0,0,0,0,0,.045584045,0,0,0,0,0,.041785378,0,0,0,0,0,.0075973407,0,0,0,0,0,.021842355,0,0,0,0,0,.18518518,0,0,0,0,0,.22412157,0,0,0,0,0,.15384616,0,0,0,0,0,.29249766,0,0,0,0,0,-93.759,46.40391,-93.759_46.40391,16857,1,16856,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107905021,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,1.2428488e-06,1.5697660e-12,-1.4862221,-1.4796757,.67857379,-.8963632,,-.56800383,.19184081,.22893025,.60229743,.0036002314,.43821967,.03136332,.16047749,106.30224,195.35806,153.89406,48.515102,1.165459,.49149343,.17349893,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,6.7520856e-10,.30411661,0,0,.18117772,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.21114483,.34662282,.16124965,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.33681983,.23631039,.15205732,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.12348117,.30563268,4.9669132e-24,.15836892,.026121689,.000036488014,1.1371708,.45242193,0,0,0,4.0138133e-07,.85715085,.28334624,0,0,0,5.9319869e-26,.15836892,.026121689,83.911064,135.26912,115.3143,177.3334,222.69461,182.72231,132.89156,152.72235,141.05566,4.5097699,25.666719,11.055577,.98971736,1.3202366,1.106555,-.53517485,1.0077026,.2064786,2.6055123e-08,.33160466,.12197261,87,70,74,49,72,68,69,72,81,63,19,,69,,100,0,0,46,43,11
2017,46.46891,-93.63598,11,1,G27000107905023055,G2700010790502,G2700010,Northland,Arrowhead,Aitkin,1_1,1.0277044,0,1.0276992,5.1365059e-06,1.0271456,.00055354601,2.7081292,109.43356,2.7080922,10.083353,2.7048287,8.7637663,113.40054,178.5,113.40112,0,113.39217,130,117.9141,360.88925,117.9146,16.805588,117.90022,144.60628,1.2265141,1,0,0,0,0,0,.034443557,.02583267,.048795044,.024536498,.040612135,.037227791,.006768689,.019459983,.1649868,.19967633,.13706596,.26059455,.034443557,0,0,0,0,0,.02583267,0,0,0,0,0,.048795044,0,0,0,0,0,.024536498,0,0,0,0,0,.040612135,0,0,0,0,0,.037227791,0,0,0,0,0,.006768689,0,0,0,0,0,.019459983,0,0,0,0,0,.1649868,0,0,0,0,0,.19967633,0,0,0,0,0,.13706596,0,0,0,0,0,.26059455,0,0,0,0,0,-93.63598,46.46891,-93.63598_46.46891,18864,1,18863,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107905022,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.00054362183,.00055868248,1.32007,-1.6101151,.93258774,-.97594327,,.4255715,.23140581,.42250928,.51076168,.0036002314,.34668395,.07092832,.16047749,101.03747,398.47488,158.34077,49.125931,1.1581894,.41535574,.20028403,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,3.0665989e-10,.34396562,0,0,.20572056,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.20270477,.37822509,.19161165,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.32335618,.28931466,.17801599,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.12336726,.36346814,4.2612628e-13,.34400618,.095703274,.00010075534,.88444006,.45891148,0,0,0,9.4840374e-08,.61757785,.13455601,9.3364507e-36,.13893768,.000018079081,5.9319869e-26,.15836892,.026121689,71.829857,133.88756,111.69394,359.83371,496.00052,368.00037,137.54669,153.22224,143.49249,4.5097699,25.666719,11.055577,1.0533094,1.2021449,1.0991186,-.590074,.9639129,.4030911,.0001716714,.77482671,.38408974,87,62,12,71,4,45,60,70,33,52,59,36,60,45,100,0,0,41,46,13
2018,46.52069,-93.70679,5,1,G27000107703001061,G2700010770300,G2700010,Northland,Arrowhead,Aitkin,,1.1106567,0,.95275056,.15790617,.77566397,.17708661,3.5235672,22.466711,3.8699961,1.4333363,4.0798736,2.9507034,113.17486,141.33333,131.93213,0,133.32927,125.81252,119.04747,178.77785,138.38213,2.3888938,140.12906,130.73035,.93292814,1,0,0,0,0,0,.16712782,.10105402,.1204875,.043774303,.025660796,.061887801,.01207567,.021887152,.13509655,.11622831,.049057409,.14566277,.16712782,0,0,0,0,0,.10105402,0,0,0,0,0,.1204875,0,0,0,0,0,.043774303,0,0,0,0,0,.025660796,0,0,0,0,0,.061887801,0,0,0,0,0,.01207567,0,0,0,0,0,.021887152,0,0,0,0,0,.13509655,0,0,0,0,0,.11622831,0,0,0,0,0,.049057409,0,0,0,0,0,.14566277,0,0,0,0,0,-93.70679,46.52069,-93.70679_46.52069,17530,1,17529,2,10,420878.44,10,Carrie Ruud,10804,R,G27000107703001,G2700010,65,Aitkin,5167807488,647,581,349261,259503,Aitkin,.30161685,.33499277,1.6428319,-.15540642,1.0659798,.77333462,,1.1607155,.22353508,.38197502,.50375044,.0052803396,.33799261,.063057579,.16047749,104.72227,208.52121,159.82091,15.500192,1.1345612,.47102842,.1833386,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,-1.2414926e-09,.33501783,0,0,.19091913,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.20869313,.37315604,.17124607,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.33290887,.27417949,.15950859,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.14475809,.3529003,6.2498525e-13,.34394032,.072532721,6.4578571e-06,.82382983,.48551974,0,0,0,3.3610467e-10,.60757226,.077971391,0,.13571553,.000013568862,5.9319869e-26,.15836892,.026121689,88.620735,135.54262,119.46347,182.25008,236.38907,188.25009,137.83607,163.45999,151.32269,4.5097699,25.666719,11.055577,.96288639,1.210701,1.1148784,-.50731605,1.0906438,.42299399,.000032033593,.57585436,.35205734,87,15,14,68.5,5,11,20,27,13,38,24,15,12,13,86,0,14,41,47,12
2012,45.1801,-93.34148,10,2,G27000300506104003,G2700030050610,G2700030,,Metro,Anoka-Hennepin,11_1,.46655849,.085553624,.38047788,.00052699482,,0,3.8829069,5.2802081,3.5622709,8.53335,,,158.47519,248.19128,138.52127,0,,,164.94669,256.99164,144.45839,14.222249,,,,.60951215,.39048791,0,0,0,0,0,0,0,.011514104,.042602189,.019573977,.064478986,.0086355787,.20207255,.21646518,.1318365,.30282095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.007017985,.0044961181,0,0,0,0,.025966547,.016635638,0,0,0,0,.011930574,.0076434007,0,0,0,0,.039300717,.025178261,0,0,0,0,.0052634887,.0033720888,0,0,0,0,.12316565,.078906871,0,0,0,0,.13193813,.084527031,0,0,0,0,.080355927,.051480554,0,0,0,0,.18457301,.11824791,0,0,0,0,-93.34148,45.1801,-93.34148_45.1801,30655,1,30654,30,36,50908.184,36,John Hoffman,15381,DFL,G27000300506104,G2700030,75,Anoka,1155421184,21542.266,16762.338,349261,259503,Anoka,.0011295364,.00052699482,-.18391719,-.47310323,.0019592354,-.23742479,-.09097898,-.09097898,.011892154,.022573592,.53164959,.22092582,.29883164,0,.011892154,179.71942,231.85849,,22.614832,,-.14756301,.0386969,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,1,0,.015831575,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.075171843,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.0016955917,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,4.6826591e-20,.0072304397,5.5310597e-08,.38926455,.67612606,.51579273,.13667455,.29955137,.21100394,.20147339,.38117844,.2867243,0,0,0,4.6826591e-20,.0072304397,5.5310597e-08,163.47444,193.31912,181.69598,217.37686,250.51132,232.77753,,,,11.327272,23.811665,18.263927,,,,-.40407336,.10983069,-.1231305,1.0825649e-19,.014328692,8.7263373e-08,87,41,48,31,42,44,41,45,65,81,50,,41,,82,18,0,57,36,7
2013,45.16289,-93.29340999999999,9,6,G27000300507045018,G2700030050608,G2700030,,Metro,Anoka-Hennepin,11_1,.48965663,.1590234,.26748291,.063150331,.31335559,.1131507,4.4636359,4.558146,4.355577,4.6833429,4.4165692,4.4713593,152.8779,238.5925,138.01213,0,147.20415,253.91298,160.31729,246.18941,145.27142,7.8055716,154.56509,261.36523,1.690972,.70140612,.041493434,.045861166,0,0,.21123928,0,0,0,.061624654,.032679744,.010270776,.028011205,.037348274,.19794583,.23996265,.12418301,.26797384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.043223914,.0025570188,.0028261787,0,0,.01301755,.022921773,.001355995,.0014987312,0,0,.006903246,.007203985,.00042616983,.00047102981,0,0,.0021695918,.019647231,.0011622813,.0012846265,0,0,.0059170681,.026196308,.0015497083,.0017128357,0,0,.0078894245,.13884042,.0082134539,.0090780286,0,0,.041813947,.16831128,.0099568758,.011004969,0,0,.050689548,.087102734,.0051527796,.0056951782,0,0,.026232338,.18795852,.011119158,.012289596,0,0,.056606621,-93.29341,45.16289,-93.29341_45.16289,34870,1,34869,31,37,47233.625,37,Alice M. Johnson,10282,DFL,G27000300506083,G2700030,75,Anoka,1155421184,21542.266,16762.338,349261,259503,Anoka,.36005032,.17630103,-.13972786,1.0758761,.19951685,.18023948,,.08000949,.10983125,.1958441,.53398275,.23700322,.28435582,.097207561,.012623692,185.12231,235.83438,262.18979,17.898964,1.51293,-.1098142,.11274216,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,6.9546702e-10,.18093015,1,0,.11470912,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.24713814,.22278397,.10960446,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.39423665,.11416462,.081345603,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.11446296,.16545573,.023360383,.16667527,.11267839,.39337707,.67507625,.5139991,.14975983,.31509483,.22567675,.19366047,.35667098,.2711702,.020985097,.13622838,.097758345,2.7968304e-18,.012071177,8.2460943e-08,170.36333,199.63504,186.88651,225.15604,252.96526,236.73303,246.64737,278.48895,264.82373,10.959245,23.250046,18.138926,1.4042194,1.5939267,1.4982054,-.26657093,.064053133,-.11226473,.056923591,.29237264,.22726436,87,11,55,26,56,7,18,6,57,79,78,68,22,49,55,32,13,56,37,7
