year,uni_nam,s_uni_nam_N_below_supply,s_uni_nam_N_above_cost,s_uni_nam_N_below_quality
2015,St. Francis,.46475196,.45691907,.091383815
2020,St. Francis,.72062665,.40208876,.039164491
2019,St. Francis,.77806789,.46214098,.039164491
2016,St. Francis,.67885119,.18015666,.080939949
2017,St. Francis,.75979114,.48041776,.046997391
2012,St. Francis,.51174933,.13315926,
2013,St. James,.099173553,0,0
2020,St. James,.99173552,0,0
2014,St. James,.99173552,0,0
2012,St. James,.090909094,0,
2017,St. James,.14049587,0,0
2015,St. James,.85123968,0,.90909094
2019,St. James,.97520661,0,0
2016,St. James,1,0,0
2018,St. James,.96694213,0,0
2019,St. Louis County,.90517241,.094827585,.22413793
2018,St. Louis County,.86206895,.034482758,.22413793
2015,St. Louis County,.84482759,.02586207,.14655173
2017,St. Louis County,.90517241,.077586204,.30172414
2020,St. Louis County,.86206895,.02586207,.31034482
2013,St. Louis County,.95689654,.068965517,.1637931
2012,St. Louis County,.95689654,.060344826,
2014,St. Louis County,.88793105,.02586207,.14655173
2016,St. Louis County,.83620691,.043103449,.14655173
2020,St. Louis Park,.20724346,1,.61770624
2012,St. Louis Park,.88128775,1,
2018,St. Louis Park,.19114688,1,.77867204
2019,St. Louis Park,.18511066,1,.65995973
2014,St. Louis Park,.71428573,1,.36820924
2016,St. Louis Park,.26760563,1,.41247484
2013,St. Louis Park,.70422536,1,.39034206
2017,St. Louis Park,.20321931,1,.80080485
2015,St. Louis Park,.54929578,1,.37223339
2016,St. Michael-Albertville,.71363634,.20681818,.070454545
2013,St. Michael-Albertville,.44090909,.24772727,.088636361
2020,St. Michael-Albertville,.78636366,.44999999,.050000001
2018,St. Michael-Albertville,.7318182,.26363635,.063636363
2014,St. Michael-Albertville,.58409089,.17727272,.079545453
2019,St. Michael-Albertville,.7590909,.32272726,.065909088
2012,St. Michael-Albertville,.42500001,.33636364,
2015,St. Michael-Albertville,.79090911,.15000001,.079545453
2017,St. Michael-Albertville,.72727275,.27045456,.050000001
2018,St. Paul,.84764904,.99894929,.33674809
2015,St. Paul,.78697139,.86235881,.6178093
2012,St. Paul,.83530337,.78986079,
2014,St. Paul,.83714211,.88153404,.49041238
2013,St. Paul,.77383769,.88967693,.60388756
2016,St. Paul,.76832151,.70764381,.72340423
2020,St. Paul,.71473598,.69818753,.78381926
2017,St. Paul,.71210927,.7444182,.62201208
2019,St. Paul,.67060679,.73627526,.7832939
2014,St. Peter,.66666669,0,0
2018,St. Peter,.49382716,0,0
2017,St. Peter,.39506173,0,0
2019,St. Peter,.32098764,.0061728396,0
2020,St. Peter,.33950618,.0061728396,0
2012,St. Peter,.33950618,0,
2013,St. Peter,.3888889,0,0
2016,St. Peter,.4074074,0,0
2015,St. Peter,.42592594,0,0
2012,Staples-Motley,.95901638,.024590164,
2018,Staples-Motley,.63934427,0,.42622951
2020,Staples-Motley,.63114756,.032786883,.36885247
2019,Staples-Motley,.63114756,.073770493,.4180328
2014,Staples-Motley,.70491803,0,.53278691
2013,Staples-Motley,.81967211,0,.32786885
2016,Staples-Motley,.63114756,0,.36065573
2017,Staples-Motley,.63114756,.024590164,.36885247
2015,Staples-Motley,.58196723,0,.55737704
2020,Stephen-Argyle Central,.7368421,0,.2631579
2016,Stephen-Argyle Central,.7368421,0,.2631579
2019,Stephen-Argyle Central,.7368421,.052631579,.2631579
2015,Stephen-Argyle Central,.7368421,0,.2631579
2014,Stephen-Argyle Central,.7368421,0,.2631579
2013,Stephen-Argyle Central,.68421054,0,0
2017,Stephen-Argyle Central,.7368421,0,.2631579
2012,Stephen-Argyle Central,.68421054,0,
2018,Stephen-Argyle Central,.7368421,0,.2631579
2016,Stewartville,.23913044,.021739131,.14130434
2019,Stewartville,.17391305,.032608695,.36956522
2014,Stewartville,.23913044,0,.086956523
2013,Stewartville,.22826087,.010869565,.065217391
2020,Stewartville,.23913044,.054347824,.77173913
2012,Stewartville,.22826087,.032608695,
2018,Stewartville,.23913044,.010869565,.34782609
2015,Stewartville,.23913044,.010869565,.16304348
2017,Stewartville,.22826087,.032608695,.27173913
2018,Stillwater Area,.48468468,.69189191,.46306306
2012,Stillwater Area,.54054052,.82702702,
2015,Stillwater Area,.55675673,.83963966,.43063062
2013,Stillwater Area,.52792794,.82342345,.54954952
2019,Stillwater Area,.48468468,.76036036,.50990993
2017,Stillwater Area,.51171172,.81621623,.44144145
2020,Stillwater Area,.48288289,.86486489,.45225224
2016,Stillwater Area,.53873873,.7927928,.45585585
2014,Stillwater Area,.51351351,.73333335,.57657659
2019,Swanville,.45454547,0,.45454547
2015,Swanville,.59090906,0,.36363637
2016,Swanville,.45454547,0,.36363637
2012,Swanville,.59090906,0,
2013,Swanville,.59090906,0,0
2017,Swanville,.5,0,.22727273
2014,Swanville,.54545456,0,0
2018,Swanville,.5,0,.45454547
2020,Swanville,.5,0,.40909091
2014,Thief River Falls,.25,0,0
2015,Thief River Falls,.23809524,0,0
2017,Thief River Falls,.26785713,.011904762,0
2013,Thief River Falls,.20238096,0,0
2018,Thief River Falls,.24404761,0,0
2016,Thief River Falls,.23809524,0,0
2020,Thief River Falls,.26785713,0,0
2019,Thief River Falls,.23809524,.0059523811,0
2012,Thief River Falls,.22023809,0,
2018,Tracy Area,.34146342,0,.68292683
2017,Tracy Area,.34146342,0,.68292683
2016,Tracy Area,.34146342,0,.68292683
2012,Tracy Area,.29268292,0,
2019,Tracy Area,.34146342,0,.68292683
2013,Tracy Area,.19512194,0,0
2020,Tracy Area,.34146342,0,.68292683
2015,Tracy Area,.24390244,0,0
2014,Tracy Area,.21951219,0,0
2015,Tri-City United,.51428574,0,.42285714
2020,Tri-City United,.53142858,0,.20571429
2013,Tri-City United,.51428574,0,0
2018,Tri-City United,.48571429,0,.41142857
2016,Tri-City United,.51999998,0,.31428573
2012,Tri-City United,.53142858,0,
2019,Tri-City United,.33142856,0,.0057142857
2014,Tri-City United,.56,0,.26285714
2017,Tri-City United,.51428574,0,.42285714
2014,Tri-County,.5,0,.46153846
2015,Tri-County,.5,0,.46153846
2018,Tri-County,.53846157,0,0
2016,Tri-County,.53846157,0,.42307693
2019,Tri-County,.53846157,0,.46153846
2020,Tri-County,.53846157,0,.46153846
2017,Tri-County,.53846157,0,0
2012,Tri-County,.5,0,
2013,Tri-County,.5,0,.46153846
2014,Triton,.5,0,0
2013,Triton,.5,0,0
2012,Triton,.51219511,0,
2019,Triton,.37804878,0,0
2018,Triton,.47560975,0,0
2017,Triton,.48780489,0,0
2015,Triton,.48780489,.012195121,0
2020,Triton,.47560975,0,0
2016,Triton,.48780489,0,0
2018,Truman,.2962963,0,0
2015,Truman,.2962963,0,0
2016,Truman,.2962963,0,0
2017,Truman,.2962963,0,0
2012,Truman,.25925925,0,
2013,Truman,.25925925,0,0
2019,Truman,.25925925,0,0
2020,Truman,.25925925,0,.66666669
2014,Truman,.2962963,0,0
2013,Ulen-Hitterdal,.6875,0,0
2020,Ulen-Hitterdal,.5625,0,.3125
2016,Ulen-Hitterdal,.6875,0,.3125
2012,Ulen-Hitterdal,.6875,0,
2018,Ulen-Hitterdal,.6875,0,.3125
2017,Ulen-Hitterdal,.6875,0,.3125
2015,Ulen-Hitterdal,.6875,0,.3125
2014,Ulen-Hitterdal,.6875,0,.3125
2019,Ulen-Hitterdal,.5625,0,.3125
2016,Underwood,.6875,0,.25
2020,Underwood,.6875,0,.25
2019,Underwood,.6875,0,.25
2018,Underwood,.6875,0,.25
2012,Underwood,.6875,0,
2013,Underwood,.9375,0,0
2015,Underwood,.6875,0,.25
2017,Underwood,.6875,0,.25
2014,Underwood,.75,0,.25
2019,United South Central,.60377359,0,.35849056
2013,United South Central,.60377359,0,.33962265
2017,United South Central,.58490568,0,.35849056
2020,United South Central,.49056605,0,.35849056
2018,United South Central,.49056605,0,.35849056
2012,United South Central,.5471698,0,
2015,United South Central,.47169811,0,.35849056
2016,United South Central,.41509435,0,.35849056
2014,United South Central,.50943398,0,.35849056
2015,Upsala,.58333331,0,.41666666
2012,Upsala,.95833331,0,
2018,Upsala,.58333331,.125,.5
2017,Upsala,.58333331,0,.45833334
2019,Upsala,.5,.125,.45833334
2013,Upsala,.58333331,0,0
2016,Upsala,.54166669,0,.41666666
2014,Upsala,.45833334,0,.41666666
2020,Upsala,.54166669,.125,.41666666
2017,Verndale,.62068963,0,.37931034
2019,Verndale,.62068963,0,.34482759
2014,Verndale,.62068963,0,.37931034
2020,Verndale,.68965518,0,.31034482
2013,Verndale,.62068963,0,.37931034
2015,Verndale,.62068963,0,.37931034
2012,Verndale,.62068963,0,
2016,Verndale,.62068963,0,.37931034
2018,Verndale,.62068963,0,.37931034
2017,Virginia,.14705883,.088235296,.8602941
2016,Virginia,.11029412,0,.875
2013,Virginia,.13970588,0,.875
2020,Virginia,.16176471,0,.8602941
2012,Virginia,.13970588,0,
2015,Virginia,.10294118,.014705882,.875
2018,Virginia,.14705883,0,.875
2019,Virginia,.15441176,.029411765,.8602941
2014,Virginia,.11764706,.0073529412,.88235295
2013,Wabasha-Kellogg,.44186047,0,.48837209
2020,Wabasha-Kellogg,.41860464,0,.48837209
2019,Wabasha-Kellogg,.41860464,0,.53488374
2012,Wabasha-Kellogg,.39534885,0,
2015,Wabasha-Kellogg,.46511629,0,.53488374
2017,Wabasha-Kellogg,.44186047,0,.53488374
2014,Wabasha-Kellogg,.46511629,0,.48837209
2016,Wabasha-Kellogg,.46511629,0,.53488374
2018,Wabasha-Kellogg,.44186047,0,.53488374
2012,Wabasso,.48275861,0,
2016,Wabasso,.51724136,0,0
2013,Wabasso,.48275861,0,0
2020,Wabasso,.51724136,.068965517,0
2019,Wabasso,.51724136,0,0
2018,Wabasso,.51724136,0,0
2015,Wabasso,.48275861,0,0
2014,Wabasso,.68965518,0,0
2017,Wabasso,.51724136,0,0
2014,Waconia,.4448052,.92207789,.18506494
2018,Waconia,.44805196,.92532468,.2012987
2013,Waconia,.48051947,.70454544,.23701298
2020,Waconia,.41558442,.93506491,.54545456
2019,Waconia,.41558442,.9383117,.24350649
2015,Waconia,.42857143,.92207789,.14935064
2017,Waconia,.42207792,.91883117,.28246754
2016,Waconia,.39935064,.93181819,.23701298
2012,Waconia,.53571427,.71428573,
2014,Wadena-Deer Creek,.38709676,0,.44086021
2020,Wadena-Deer Creek,.51612902,0,0
2018,Wadena-Deer Creek,.38709676,0,0
2016,Wadena-Deer Creek,.32258064,0,0
2015,Wadena-Deer Creek,.38709676,0,.29032257
2013,Wadena-Deer Creek,.54838711,0,0
2019,Wadena-Deer Creek,.32258064,0,0
2017,Wadena-Deer Creek,.45161289,0,0
2012,Wadena-Deer Creek,.68817204,0,
2014,Walker-Hackensack-Akeley,.71084338,.024096385,.20481928
2015,Walker-Hackensack-Akeley,.6987952,0,.20481928
2013,Walker-Hackensack-Akeley,.68674701,0,.26506025
2019,Walker-Hackensack-Akeley,.75903612,0,.31325302
2018,Walker-Hackensack-Akeley,.71084338,0,.26506025
2017,Walker-Hackensack-Akeley,.71084338,0,.26506025
2012,Walker-Hackensack-Akeley,.67469877,0,
2016,Walker-Hackensack-Akeley,.6506024,0,.22891566
2020,Walker-Hackensack-Akeley,.63855422,0,.3253012
2013,Warren-Alvarado-Oslo,.73809522,0,0
2018,Warren-Alvarado-Oslo,.71428573,.047619049,.21428572
2015,Warren-Alvarado-Oslo,.71428573,0,0
2014,Warren-Alvarado-Oslo,.73809522,0,0
2017,Warren-Alvarado-Oslo,.71428573,.095238097,.21428572
2016,Warren-Alvarado-Oslo,.71428573,.095238097,.21428572
2020,Warren-Alvarado-Oslo,.73809522,.071428575,.19047619
2019,Warren-Alvarado-Oslo,.71428573,.071428575,.21428572
2012,Warren-Alvarado-Oslo,.73809522,0,
2019,Warroad,.80208331,.010416667,.03125
2015,Warroad,.63541669,.010416667,.0625
2013,Warroad,.625,.010416667,.375
2020,Warroad,.92708331,.010416667,.11458334
2016,Warroad,.57291669,.010416667,.36458334
2014,Warroad,.52083331,.010416667,.41666666
2018,Warroad,.70833331,.010416667,0
2017,Warroad,.69791669,.010416667,.36458334
2012,Warroad,.52083331,.010416667,
2016,Waseca,.95862067,.034482758,0
2013,Waseca,.26206896,0,0
2017,Waseca,.97241378,0,0
2018,Waseca,.96551722,0,0
2019,Waseca,.97241378,.013793103,0
2014,Waseca,.61379308,0,0
2015,Waseca,.73793101,0,0
2020,Waseca,.97931033,.013793103,0
2012,Waseca,.11034483,0,
2016,Watertown-Mayer,.9649123,.03508772,0
2018,Watertown-Mayer,.85964912,.01754386,0
2017,Watertown-Mayer,.85087717,.03508772,0
2019,Watertown-Mayer,.87719297,0,0
2012,Watertown-Mayer,.82456142,.078947365,
2020,Watertown-Mayer,1,0,0
2014,Watertown-Mayer,.99122804,.070175439,0
2013,Watertown-Mayer,.91228068,.12280702,0
2015,Watertown-Mayer,.99122804,.02631579,0
2020,Waterville-Elysian-Morristown,.28,0,.68000001
2015,Waterville-Elysian-Morristown,.28,.12,.68000001
2012,Waterville-Elysian-Morristown,.28,0,
2014,Waterville-Elysian-Morristown,.28,.039999999,.68000001
2013,Waterville-Elysian-Morristown,.28,0,.14
2018,Waterville-Elysian-Morristown,.28,0,.68000001
2019,Waterville-Elysian-Morristown,.30000001,0,.68000001
2017,Waterville-Elysian-Morristown,.28,.16,.68000001
2016,Waterville-Elysian-Morristown,.28,.16,.68000001
2015,Waubun-Ogema-White Earth,.70175439,0,.54385966
2018,Waubun-Ogema-White Earth,.47368422,0,.56140351
2012,Waubun-Ogema-White Earth,.47368422,0,
2020,Waubun-Ogema-White Earth,.59649122,0,.45614034
2016,Waubun-Ogema-White Earth,.54385966,0,.56140351
2019,Waubun-Ogema-White Earth,.59649122,0,.45614034
2014,Waubun-Ogema-White Earth,.50877196,0,.56140351
2013,Waubun-Ogema-White Earth,.47368422,0,.63157892
2017,Waubun-Ogema-White Earth,.56140351,0,.54385966
2017,Wayzata,.35190615,1,.6583578
2012,Wayzata,.52346039,1,
2016,Wayzata,.35190615,1,.68328446
2014,Wayzata,.54545456,1,.68475074
2013,Wayzata,.54692084,1,.62903225
2015,Wayzata,.52639294,1,.63489735
2018,Wayzata,.31085044,.99120235,.67888564
2020,Wayzata,.33577713,1,.65102637
2019,Wayzata,.32697946,1,.63343108
2013,West Central Area,.69230771,0,.2923077
2017,West Central Area,.61538464,0,.30769232
2018,West Central Area,.61538464,0,.30769232
2015,West Central Area,.63076925,0,.30769232
2019,West Central Area,.49230769,0,.30769232
2020,West Central Area,.66153848,0,.40000001
2016,West Central Area,.60000002,0,.30769232
2012,West Central Area,.69230771,.030769231,
2014,West Central Area,.64615387,0,.30769232
2015,West St. Paul-Mendota Hts.-Eagan,.46948355,.9906103,.87558687
2014,West St. Paul-Mendota Hts.-Eagan,.44131455,1,.82863849
2017,West St. Paul-Mendota Hts.-Eagan,.3309859,.94131458,.91784036
2012,West St. Paul-Mendota Hts.-Eagan,.56103289,.99295777,
2018,West St. Paul-Mendota Hts.-Eagan,.57981223,1,.69718307
2019,West St. Paul-Mendota Hts.-Eagan,.52347416,.97652584,.87793428
2020,West St. Paul-Mendota Hts.-Eagan,.4741784,.96009392,.8309859
2013,West St. Paul-Mendota Hts.-Eagan,.6690141,1,.75586855
2016,West St. Paul-Mendota Hts.-Eagan,.46713614,1,.84741783
2019,Westbrook-Walnut Grove,1,0,.6511628
2015,Westbrook-Walnut Grove,.81395346,0,0
2014,Westbrook-Walnut Grove,.97674417,0,.3488372
2012,Westbrook-Walnut Grove,.51162791,0,
2013,Westbrook-Walnut Grove,.58139533,0,.3488372
2017,Westbrook-Walnut Grove,.97674417,0,.6511628
2018,Westbrook-Walnut Grove,.97674417,0,.6511628
2020,Westbrook-Walnut Grove,1,0,.6511628
2016,Westbrook-Walnut Grove,.67441863,0,.3488372
2017,Westonka,.57042253,.21830986,.02112676
2020,Westonka,.72535211,.16197184,.02112676
2015,Westonka,.62676054,.29577464,.20422535
2013,Westonka,.83802819,.71830988,0
2018,Westonka,.65492958,.38028169,.0070422534
2016,Westonka,.57746476,.40845069,.02112676
2014,Westonka,.87323946,.29577464,.28873238
2019,Westonka,.64788735,.16901408,.035211269
2012,Westonka,.70422536,.83802819,
2013,Wheaton Area,.2962963,0,0
2017,Wheaton Area,.2962963,0,.7037037
2015,Wheaton Area,.2962963,0,.7037037
2016,Wheaton Area,.2962963,0,.7037037
2020,Wheaton Area,.2962963,0,.7037037
2014,Wheaton Area,.2962963,0,.7037037
2012,Wheaton Area,.2962963,0,
2018,Wheaton Area,.2962963,0,.7037037
2019,Wheaton Area,.2962963,0,.7037037
2012,White Bear Lake,.74230766,.9602564,
2013,White Bear Lake,.78717947,.93717951,.6076923
2020,White Bear Lake,.83076924,.9602564,.49358973
2016,White Bear Lake,.77051282,.90384614,.53333336
2014,White Bear Lake,.75641024,.91410255,.5679487
2019,White Bear Lake,.83333331,.94871795,.50128204
2018,White Bear Lake,.82051283,.86153847,.48205128
2015,White Bear Lake,.76153845,.8923077,.53717947
2017,White Bear Lake,.80384618,.89358974,.32435897
2014,Willmar,.41736695,0,.44817927
2019,Willmar,.41176471,0,.50420171
2015,Willmar,.42016807,0,.49019608
2012,Willmar,.40336135,0,
2018,Willmar,.36694679,0,.54341739
2016,Willmar,.41176471,0,.58263308
2013,Willmar,.40896359,0,.2717087
2017,Willmar,.41176471,0,.57703084
2020,Willmar,.38375351,0,.53501403
2019,Willow River,.60000002,0,.33333334
2015,Willow River,.56666666,0,.33333334
2012,Willow River,.56666666,0,
2018,Willow River,.56666666,0,.33333334
2013,Willow River,.53333336,0,.16666667
2017,Willow River,.56666666,0,.33333334
2020,Willow River,.60000002,0,.33333334
2014,Willow River,.53333336,0,.33333334
2016,Willow River,.53333336,.033333335,.33333334
2018,Win-E-Mac,.75,0,.16666667
2013,Win-E-Mac,.80555558,0,.19444445
2020,Win-E-Mac,.58333331,.25,.22222222
2016,Win-E-Mac,.77777779,0,.16666667
2017,Win-E-Mac,.77777779,0,.16666667
2012,Win-E-Mac,.80555558,0,
2015,Win-E-Mac,.77777779,0,.16666667
2019,Win-E-Mac,.44444445,.25,.22222222
2014,Win-E-Mac,.83333331,0,.16666667
2012,Windom,.3018868,0,
2016,Windom,.18867925,0,0
2017,Windom,.28301886,0,0
2013,Windom,.28301886,0,0
2019,Windom,.28301886,0,0
2014,Windom,.28301886,0,0
2018,Windom,.16037735,0,0
2015,Windom,.18867925,0,0
2020,Windom,.41509435,0,0
2016,Winona Area,.37113401,.0034364262,.42611682
2012,Winona Area,.34020618,0,
2015,Winona Area,.34020618,.0034364262,.48453608
2018,Winona Area,.38487974,.010309278,.33333334
2013,Winona Area,.34364262,0,.46048111
2014,Winona Area,.32302406,.0034364262,.48453608
2019,Winona Area,.38144329,.013745705,.40893471
2017,Winona Area,.43298969,.013745705,.40206185
2020,Winona Area,.36426118,.013745705,.62886596
2016,Worthington,.96202534,0,.021097047
2012,Worthington,.96202534,0,
2015,Worthington,.96202534,0,.021097047
2017,Worthington,.97046411,0,0
2018,Worthington,.97046411,0,0
2013,Worthington,.9662447,0,.021097047
2020,Worthington,.95358652,0,.32489452
2019,Worthington,.97046411,0,.20253165
2014,Worthington,.97046411,0,0
2019,Wrenshall,.72222221,0,.27777779
2017,Wrenshall,.72222221,0,.27777779
2014,Wrenshall,.72222221,0,.27777779
2015,Wrenshall,.72222221,0,.27777779
2013,Wrenshall,.72222221,0,0
2016,Wrenshall,.72222221,0,.27777779
2012,Wrenshall,.72222221,0,
2020,Wrenshall,.72222221,0,.27777779
2018,Wrenshall,.72222221,0,.27777779
2018,Yellow Medicine East,.52272725,0,0
2014,Yellow Medicine East,.43181819,0,.38636363
2020,Yellow Medicine East,.52272725,.03409091,.125
2017,Yellow Medicine East,.45454547,0,.39772728
2015,Yellow Medicine East,.42045453,0,.51136363
2012,Yellow Medicine East,.38636363,0,
2016,Yellow Medicine East,.42045453,0,.52272725
2019,Yellow Medicine East,.56818181,.056818184,.125
2013,Yellow Medicine East,.375,0,.43181819
2019,Zumbrota-Mazeppa,.51807231,.024096385,0
2018,Zumbrota-Mazeppa,.49397591,0,.22891566
2012,Zumbrota-Mazeppa,.43373495,.024096385,
2016,Zumbrota-Mazeppa,.49397591,0,.3253012
2015,Zumbrota-Mazeppa,.48192772,0,.38554215
2020,Zumbrota-Mazeppa,.42168674,.024096385,.54216868
2014,Zumbrota-Mazeppa,.46987951,.024096385,.46987951
2017,Zumbrota-Mazeppa,.49397591,0,0
2013,Zumbrota-Mazeppa,.46987951,0,0
