year,t_bg_N_c_u5,t_bg_N_fam_c_u5,county,share_hr,adj_supply_any,adj_supply_ccc,adj_supply_fcc,adj_supply_hr,adj_supply_public,totcost_any,totcost_ccc,totcost_hr,totcost_public,quality_premium,access_index,state_adj_supply_any,state_adj_supply_ccc,state_adj_supply_fcc,state_adj_supply_hr,state_adj_supply_public,state_totcost_any,state_totcost_ccc,state_totcost_hr,state_totcost_public,state_quality_premium,state_access_index,state_share_hr,msa_adj_supply_any,msa_adj_supply_ccc,msa_adj_supply_fcc,msa_adj_supply_hr,msa_adj_supply_public,msa_totcost_any,msa_totcost_ccc,msa_totcost_hr,msa_totcost_public,msa_quality_premium,msa_access_index,msa_share_hr,rural_adj_supply_any,rural_adj_supply_ccc,rural_adj_supply_fcc,rural_adj_supply_hr,rural_adj_supply_public,rural_totcost_any,rural_totcost_ccc,rural_totcost_hr,rural_totcost_public,rural_quality_premium,rural_access_index,rural_share_hr,st_med_adj_supply_any,st_med_adj_supply_ccc,st_med_adj_supply_fcc,st_med_adj_supply_hr,st_med_adj_supply_public,st_med_totcost_any,st_med_totcost_ccc,st_med_totcost_hr,st_med_totcost_public,st_med_quality_premium,st_med_access_index,st_med_share_hr,p25_adj_supply_any,p75_adj_supply_any,p25_adj_supply_ccc,p75_adj_supply_ccc,p25_adj_supply_fcc,p75_adj_supply_fcc,p25_adj_supply_hr,p75_adj_supply_hr,p25_adj_supply_public,p75_adj_supply_public,p25_totcost_any,p75_totcost_any,p25_totcost_ccc,p75_totcost_ccc,p25_totcost_hr,p75_totcost_hr,p25_totcost_public,p75_totcost_public,p25_quality_premium,p75_quality_premium,p25_access_index,p75_access_index,p25_share_hr,p75_share_hr,N_county,rank_adj_supply_any,rank_adj_supply_ccc,rank_adj_supply_fcc,rank_adj_supply_hr,rank_adj_supply_public,rank_share_hr,rank_access_index,rank_totcost_any,rank_totcost_ccc,rank_totcost_hr,rank_totcost_public,rank_quality_premium,s_adj_supply_fcc,s_adj_supply_ccc,s_adj_supply_public,s_st_adj_supply_fcc,s_st_adj_supply_ccc,s_st_adj_supply_public
2014,699,552,Faribault,.13470431,.68465596,.14398655,.42787859,.020875774,.11279085,103.37242,145.85356,210.91867,19.006001,1.8865423,.28723097,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,2.8314707e-08,1.2952387,0,.35554367,3.6897667e-09,.64459008,0,6.0871989e-20,1.2333585e-35,.13791406,79.406204,126.01635,132.56552,180.61284,194.25687,227.4236,3.2408006,27.888945,1.6024125,2.1843266,-.57905114,.99717647,2.2256169e-35,.20460911,87,39,32,42,44,34,55,46,41,19,53,74,68,62,21,16,51,40,10
2015,699,552,Faribault,.2239136,.72302127,.18590179,.44136688,.13382867,.095752552,104.46276,139.21069,172.38298,19.100662,1.6001143,.46524572,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,6.2793980e-08,1.1738834,0,.3574203,6.2792552e-08,.82666677,0,.0012541679,0,.13791406,99.231918,117.37032,120.83388,179.44444,140.0834,200.25005,3.5555623,28.611168,1.1692065,1.8471107,-.58494318,1.3049741,0,.57689488,87,29,13,37,6,38,30,20,42,12,48,75,70,61,26,13,49,41,10
2016,699,552,Faribault,.24205244,.71823657,.19415151,.40780094,.12682281,.11628411,128.75644,203.46495,178.91472,36.785362,1.3246255,.34060255,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,1.2181064e-10,1.1032332,0,.44802547,1.2180633e-10,.64458603,0,.070044212,8.0173092e-39,.18204761,122.48692,145.59311,187.82695,206.68564,137.77129,205.60477,3.2500067,31.540426,1.0520244,1.5634122,-.75610405,1.1321265,9.5134770e-31,.53014433,87,21,14,39,13,32,38,36,63,44,42,71,43,57,27,16,46,43,11
2017,699,552,Faribault,.24442104,.68602729,.21962976,.35011342,.14413539,.11628411,110.11956,216.44887,167.47029,50.771553,1.4170622,.32239038,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,6.2398605e-08,1.2760423,0,.56072491,5.6839134e-08,.60804123,0,.070044212,6.8499351e-39,.18204761,96.677368,128.65721,126.54209,248.15668,119.63894,206.63268,3.2500067,31.23439,.91043538,1.7210599,-.75991607,1.2126819,9.5134770e-31,.53810471,87,20,15,40,11,36,54,35,46,26,37,68,58,51,32,17,41,46,13
2018,699,552,Faribault,.24515723,.69456673,.11261907,.38233387,.070625335,.19961378,99.623802,156.21454,161.9706,18.116039,1.4262906,.46415511,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,5.6958001e-08,1.2323637,0,.34642527,2.9926937e-08,.64458603,0,.069067709,0,.25048268,83.207359,119.28806,125.36728,189.36118,125.63894,191.30562,3.0555615,28.583389,1.0491861,1.6183996,-.63543379,1.2925953,0,.5229916,87,14,39,28,29,7,45,17,19,7,44,70,73,55,16,29,41,47,12
2012,1838,1276,Fillmore,.1110869,.9571026,.15838957,.476432,0,.32228103,106.1595,251.09607,,96.194954,,1.1428741,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.018887423,1.1368538,0,.30278698,.00039278955,.72725999,0,0,0,1.5381019e-13,97.216927,132.7025,173.80382,320.05093,,,22.083378,137.61139,,,-.066986322,1.2369663,0,1.4999417e-11,87,2,20,33,44,3,22,5,42,49,,64,,50,17,34,57,36,7
2013,1838,1276,Fillmore,.11452984,.95107567,.17103581,.45858479,0,.32145506,106.55755,191.26224,294.52643,40.011475,2.5072949,.53956836,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.0064488668,1.2034038,0,.30278698,.00023967541,.7884171,0,0,0,1.5381019e-13,100.68354,132.54951,140.25555,228.15286,269.02786,330.67236,22.083378,58.361225,2.1301033,3.0137358,-.32515165,.35563114,0,1.4964866e-11,87,5,17,41,70.5,4,34,11,33,60,78,74,79,48,18,34,56,37,7
2014,1838,1276,Fillmore,.20048991,.94724053,.17103581,.38826159,0,.38794312,95.187996,171.42767,243.17328,20.656742,2.0762153,.65690964,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.0022326382,1.206764,0,.30278698,.000025399342,.71965718,0,0,0,.15786082,89.580696,117.69827,134.26457,218.86115,216.91679,271.90576,3.8241112,33.222286,1.8749423,2.4185517,-.44079438,.80325282,0,.18284804,87,9,23,51,76.5,4,31,9,21,42,70,76,73,41,18,41,51,40,10
2015,1838,1276,Fillmore,.13488261,.66205329,.17066571,.39000744,8.7746054e-16,.10138016,103.88097,163.35133,200.48392,20.643169,1.7186167,.26234365,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.0046134265,1.1718111,0,.30028331,.00023967541,.69360322,0,0,0,.15786082,94.910469,124.65648,131.47229,197.05562,180.30565,219.69463,3.8201246,33.222286,1.3110493,2.0047617,-.50917125,.75333858,0,.19826759,87,36,22,45,69,35,68,48,40,29,61,76,76,59,26,15,49,41,10
2016,1838,1276,Fillmore,.15572065,.67625719,.22998069,.34489632,8.7750607e-16,.10138015,129.56334,217.3992,247.46425,42.34766,1.8970386,.1579975,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.00023967838,1.2152905,0,.27383202,1.0202972e-08,.53670335,0,0,0,.15786082,99.739151,146.28967,179.32672,244.00005,201.26016,292.58344,3.8201246,42.097305,1.3752079,2.3386772,-.7074427,.82686853,0,.2171566,87,29,12,49,78,42,71,58,65,52,67,77,70,51,34,15,46,43,11
2017,1838,1276,Fillmore,.19080704,.59184873,.22282825,.26764029,.0088029131,.10138018,108.40228,258.23856,134.61763,76.252342,1.15465,.16110863,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.00023967838,1.1088245,0,.23238274,8.4497241e-27,.49861658,0,4.5296853e-15,0,.15786082,92.011482,124.33208,145.85556,415.44958,117.47885,137.45111,3.8201246,167.69478,1.0057094,1.394857,-.67430037,.71783507,0,.30743763,87,38,14,59,73,46,70,53,44,44,20,79,29,45,38,17,41,46,13
2018,1838,1276,Fillmore,.19348337,.68483007,.29542643,.28802347,.017217707,.10138018,107.67774,191.59991,142.67847,20.627228,1.1757269,.33842689,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.00023967838,1.1237711,0,.41518924,1.0175963e-08,.49926168,0,4.5296853e-15,0,.15786082,95.956863,129.94806,135.54959,229.83211,121.1015,145.25249,3.8201246,33.222286,1.0032824,1.3173711,-.56727761,1.0263243,0,.32402086,87,16,6,54,66,36,65,28,36,32,22,75,45,42,43,15,41,47,12
2012,1742,1294,Freeborn,.074640729,.45988014,.091437638,.31862912,0,.049813394,109.18814,218.58868,,49.210526,,.44421434,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.20013231,.69863844,2.1127880e-28,.17730467,.14885266,.44479814,0,0,0,.084420636,98.337646,119.83199,166.57936,185.73061,,,8.8611279,85.074242,,,.037555099,.78706646,0,.12486591,87,69,47,65,44,46,39,66,50,33,,39,,69,20,11,57,36,7
2013,1742,1294,Freeborn,.071386985,.48109552,.091435701,.3398464,0,.049813394,112.69024,182.52147,256.67181,18.700487,2.1391156,.096253932,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.22979321,.72130263,2.1127880e-28,.17730467,.19319348,.46131879,0,0,0,.084420636,103.14244,122.27151,166.69351,187.36949,251.50012,258.08347,8.8611279,30.90284,1.9593325,2.2774072,-.2530649,.35915729,0,.12022035,87,70,47,67,70.5,44,55,63,51,56,65,41,71,71,19,10,56,37,7
2014,1742,1294,Freeborn,.11425604,.52535486,.14126481,.3526924,.049813394,.031397678,119.89572,182.07771,202.4404,13.780965,1.6872159,.028902797,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.22979321,.78546393,2.1127880e-28,.26609793,.16226308,.48575938,0,.084420636,4.9644029e-13,.042720653,112.55558,128.10463,169.84575,188.312,190.70021,216.5336,5.4907227,21.277885,1.4942253,1.9270074,-.2407643,.27848122,4.5765190e-11,.1706126,87,69,35,61,29,77,62,73,64,51,49,48,58,67,27,6,51,40,10
2015,1742,1294,Freeborn,.095312744,.49370843,.12016287,.34214801,.028616205,.031397536,120.04621,179.65594,207.62488,14.230349,1.7068297,-.046549112,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.19143616,.72957349,2.1127880e-28,.22191307,.13593136,.46293831,0,.048496962,1.3856958e-15,.042720653,115.48792,127.55305,167.89484,187.1945,195.86113,221.69452,5.4907222,22.000044,1.5066457,1.8704202,-.34138933,.18397982,1.2035600e-13,.13679415,87,70,34,58,47,79,76,77,63,49,64,52,75,69,24,6,49,41,10
2016,1742,1294,Freeborn,.15351658,.43133003,.10103893,.29282629,.041520935,.037464794,123.93478,177.24078,169.42152,21.204792,1.5300366,-.03699619,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.11843523,.64485264,1.5978030e-28,.18962988,.082772627,.42477393,1.7388556e-30,.077917777,7.5764894e-10,.039390109,127.95022,132.72401,165.84064,181.19084,151.01501,179.05222,5.5125632,19.444485,1.118011,1.3499166,-.31387082,.16663998,.000025920261,.20553465,87,79,44,62,45,77,73,76,54,17,38,50,57,68,23,9,46,43,11
2017,1742,1294,Freeborn,.32444435,.41265282,.10748186,.24772821,.11295749,.057442959,110.7626,207.92247,161.18736,20.583021,1.4257149,.19295046,.54869336,.25461191,.22409937,.12974453,.070539512,177.0968,266.64069,242.41585,16.556353,1.3080291,-4.6245544e-10,.34396562,.52594823,.32267669,.15580295,.15814857,.047571991,213.39621,269.72192,273.1868,8.7231159,1.2847642,-.15801862,.37822509,.58497655,.14603442,.33304632,.084434181,.10717747,119.19171,261.72543,185.56627,29.051991,1.3513918,.25207248,.28931466,.51884514,.22063032,.16179247,.11087692,.037836995,176.18246,264.85056,261.42206,7.5126877,1.2527828,-.064159445,.36346814,.15049043,.60257769,2.1127880e-28,.19953829,.1434136,.34800801,1.1944582e-23,.20859231,7.5815360e-10,.063748866,110.43157,118.69793,156.15976,188.29501,152.45872,169.86885,4.8445339,19.499929,1.345625,1.513777,-.40814197,.58615822,.000021600385,.50014108,87,83,45,64,18,69,27,51,47,20,32,35,59,60,26,14,41,46,13
2018,1742,1294,Freeborn,.31137633,.42931375,.085008487,.27651036,.096160576,.067794897,112.1406,176.26555,170.14705,13.465548,1.4802326,.26308039,.52262598,.2458825,.21444264,.12103772,.062300872,197.41147,266.34604,262.4071,10.180117,1.2756855,8.5295360e-10,.33501783,.49953386,.31540722,.14658515,.15337764,.037541486,241.53583,303.78687,307.64191,8.5899658,1.3150409,-.16242918,.37315604,.55946279,.13497612,.32268941,.069448829,.10179724,127.02396,206.62012,175.25334,12.716738,1.1995565,.25910828,.27417949,.48326793,.21080883,.15286888,.10507996,.03095335,204.42227,284.43594,291.12512,7.6084881,1.2703981,-.072905689,.3529003,.15729688,.61073512,1.5978029e-28,.16349927,.12187824,.38361418,1.1948384e-23,.1862708,6.7935618e-10,.083715461,107.68826,122.56109,167.05725,183.35524,162.25381,174.42899,6.2717853,19.488964,1.3857696,1.4816066,-.26612353,.63456649,.000038427712,.48503435,87,73,48,56,18,58,28,42,44,20,49,50,75,64,20,16,41,47,12
2012,2599,1829,Goodhue,.069028638,.61270905,.093817502,.42519757,0,.093693942,126.58926,181.62634,,48.869431,,.48004514,.5348947,.19158287,.30461493,0,.0386969,165.04706,245.78123,,35.264988,,-6.5270100e-10,.054010592,.4841477,.2403207,.22799543,0,.015831575,196.62134,246.58629,,19.712482,,-.37644094,.034316644,.61584675,.11383594,.42683896,0,.075171843,114.67954,244.49701,,60.074459,,.60050148,.085426532,.49562806,.16701594,.23368755,0,.0016955917,168.67125,242.06996,,12.500026,,-.17660937,.0041277604,.31626496,.76685673,6.5598433e-13,.18065673,.25388104,.57790643,0,0,0,.033818655,122.72878,140.53995,145.68814,170.86668,,,9.6389074,89.166847,,,.036511913,.71325517,0,.05744683,87,39,45,40,44,25,43,63,70,10,,38,,69,15,15,57,36,7
2013,2599,1829,Goodhue,.02610163,.5405407,.093817502,.43251872,5.6969857e-19,.014204457,134.17369,162.95279,266.0936,21.797667,1.9498277,-.090149738,.5584662,.2060665,.31070444,.071046881,.041695278,170.82504,220.14426,246.10498,16.989559,1.5036138,1.2433812e-09,.18093015,.49868381,.26189497,.22297435,.1008946,.013814513,203.77264,250.44026,275.11743,14.825048,1.4437652,-.16519982,.22278397,.65383154,.11700851,.45065215,.023433577,.086170882,118.26678,171.81586,199.8241,20.442402,1.5990849,.26352802,.11416462,.5121603,.1799643,.23593025,.044105411,.0018471254,174.93257,238.03322,265.6413,12.412881,1.4365072,-.086296298,.16545573,.29543251,.74847561,6.5598433e-13,.18065673,.25849333,.54881942,0,0,0,.015211185,127.6024,142.57526,146.68596,170.83891,227.08345,290.71124,9.6389074,35.30563,1.6601574,2.1416118,-.28851488,.10004894,0,.035759572,87,58,46,45,53,70,74,77,72,42,71,53,60,80,17,3,56,37,7
2014,2599,1829,Goodhue,.096027657,.55892354,.093817502,.40778196,1.1770170e-11,.057324059,124.88609,160.85593,239.61823,10.208864,1.7720128,-.0089706155,.58581603,.23326772,.29651099,.093135968,.056037318,169.09805,223.2364,237.77991,10.806197,1.4223517,-1.3042655e-09,.23537487,.52920616,.29047146,.21199979,.11928331,.026734933,203.22955,253.19379,270.85358,9.3188543,1.3913519,-.19024478,.2673994,.67612052,.14201587,.43132392,.051425532,.1027807,114.65122,175.44817,185.02052,13.178819,1.4718029,.30347994,.18428911,.54117668,.20257875,.22597989,.065413721,.021956054,173.32027,240.6362,254.02663,8.0444069,1.3888881,-.093194909,.22529462,.34904531,.75349778,6.5598433e-13,.18065673,.23514964,.5683381,0,0,.00033612482,.075065456,111.78894,138.34013,147.39413,170.53336,188.16678,296.06119,3.8106601,14.027805,1.343678,2.2037637,-.25595039,.17656469,.001268651,.13737915,87,57,51,47,60,61,78,75,70,31,67,19,62,73,17,10,51,40,10
2015,2599,1829,Goodhue,.17033423,.52584106,.094655856,.37467933,.03341129,.056505866,128.75435,174.32761,214.44577,10.20509,1.5380216,.059852861,.5579595,.22679776,.27366361,.099622801,.05749809,172.20628,229.06659,234.30888,10.534803,1.3604409,-8.0739887e-10,.26617271,.50646752,.28420332,.19157569,.12824744,.030688496,207.41833,260.86038,274.01205,9.1041908,1.3735445,-.1838391,.30445868,.64009982,.13522397,.40461093,.053960562,.10026496,116.03575,178.34892,170.97406,12.816929,1.3395381,.29326153,.20509866,.51399022,.20070736,.20140466,.07495261,.026161147,178.49532,248.6633,253.5575,7.9022145,1.3498224,-.079697639,.26232243,.33468789,.71772188,7.9358126e-12,.1669452,.22883236,.53461468,0,.031587746,.00033612482,.074710697,114.28124,142.01465,163.83334,179.58337,163.73541,298.69452,3.8247235,14.027805,1.1610616,2.0546958,-.1810675,.45492759,.074267939,.2177349,87,62,45,52,42,60,50,70,72,43,67,22,66,71,18,11,49,41,10
2016,2599,1829,Goodhue,.2550433,.49810734,.10204447,.34323812,.078542501,.052824777,133.62796,175.33926,194.4053,13.697284,1.3651778,.13481012,.54536021,.23544866,.24874178,.11232919,.061169744,180.23764,249.16425,248.77882,13.291072,1.3652824,1.9108426e-09,.30411661,.5114966,.29942033,.1728306,.14193203,.039245691,215.30611,272.64029,278.22534,8.6599627,1.3135979,-.15543061,.34662282,.59937966,.13340059,.36983588,.065106496,.096143164,124.29613,211.71506,193.60371,20.678654,1.4621577,.2479441,.23631039,.51103741,.20528212,.18031928,.091876112,.032526162,180.67175,262.80194,265.64154,7.4830885,1.2960076,-.060959227,.30563268,.29825208,.67655951,7.8280238e-12,.16693889,.16608006,.49085504,0,.14929621,.000059561196,.068904392,120.47269,148.48161,161.39456,177.70001,165.2917,184.71304,4.2222304,15.630442,1.0435402,1.346633,-.24504213,.57664669,.021418825,.45254108,87,62,43,52,27,67,35,61,68,16,52,31,48,69,20,11,46,43,11
